SMILES,D2R_Activity,D2R_pIC50,_5HT2A_Activity,_5HT2A_pIC50
CC1CC(=O)N(c2ccccc2F)C1,0.003795483149588108,-1.5482466531807388,0.009557688608765602,-2.196000426890462
COc1ccc(C(=O)/C=C/c2sc3nc(-c4ccc5c(c4)OCO5)cc(C)c3c2C)cc1,0.006098351441323757,-3.3831374888754975,0.014852112159132957,-3.5762709327952997
Cc1cccc(CN2C(=O)c3cccc(/C=C/c4ccc(N(C)C)cc4)c3CS2(=O)=O)c1,0.005020799580961466,-3.193089825583644,0.009464540518820286,-3.083778816085502
N=C(S)NCc1ccc(-c2ccc(Cl)cc2)cc1,0.009367750957608223,-2.4717679248903677,0.007162361405789852,-2.37033804990903
CCc1ccccc1N1C(=O)C(CC(=O)Nc2nnc(-c3cccc(OC)c3)o2)c2ccccc21,0.005907677114009857,-3.8367145827139204,0.00782227423042059,-2.9541572374576734
Cc1ccc(N=C(O)[C@H]2C[C@@H](O)=N[C@@H](Oc3ccccc3)[C@H]2C)cc1C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc2nc(N3CCN(c4cccc(Cl)c4C)CC3)[nH]c(=N)c2c1,0.005662160459905863,-2.5529941281357895,0.05775253847241402,-3.552361241284668
Cc1ccc(-c2cc(C(N)=O)c3ccccc3n2)cc1,0.0048192525282502174,-2.7719748354587894,0.017140338197350502,-2.848079752359511
Cc1ccc([N+](=O)[O-])cc1N=C(O)Cn1c(=O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cc(NC(S)=NN=C(O)COc2cccc([N+](=O)[O-])c2)cc(OC)c1,0.006124354433268309,-4.8216276444887,0.006728452164679766,-3.812167673327828
Cc1noc(C)c1COc1ccc(CN2CCCC(CN3CCn4nc(C(C)C)cc4C3)C2)cc1,0.014662249013781548,-3.756816393658806,0.004763190634548664,-3.603710058718537
Cc1cc(C)cc(OCC(O)CN2CCN(c3ccccn3)CC2)c1,0.7774612903594971,-3.5403506921747487,0.475368469953537,-3.7469505819402666
Cc1ccc(S(=O)(=O)N(C)CC(O)=NCCc2ccccc2Cl)cc1,0.005290703382343054,-3.0281399747256654,0.0057512144558131695,-2.8361610432409323
O=C(O)c1ccc([C@@H](O)[C@@H]2[C@@H](O)[C@@H](CO)O2)cc1,0.003186643123626709,-4.380143412444279,0.04870295524597168,-3.4009095069703297
Cc1ccc(Oc2ccc(CN=C(O)CC(O)=Nc3cc(C(C)C)nc(C)n3)cc2)cc1C,0.004906236659735441,-3.973070157485732,0.015526379458606243,-4.041125776596035
CCOC(=O)c1sc(-c2cccc(N=C(O)c3cccc(OC)c3O)c2)cc1C,0.004880797117948532,-3.303124423333319,0.01535884290933609,-3.5211860707358085
Cc1c(C(F)(F)F)c(=O)n1CC(O)=Nc1ccc2c(c1)COC2,0.003984570503234863,-3.9347645490280367,0.014356369152665138,-3.966504427755786
COc1ccc2cc(-c3cc(OC)c(OC)c(OC)c3)c(=O)oc2c1,0.0057195089757442474,-3.164293581033277,0.014280229806900024,-3.522943332241967
OC(=NN=C(O)c1ccc2c(c1)OCO2)c1cccc(-c2ccncc2)c1,0.007760969456285238,-4.010048663288122,0.006346687208861113,-3.907051331433184
O=C(c1ccccc1)c1cc(O)nc(-c2ccc(O)c(OCCN3CCOCC3)c2)n1,0.011336599476635456,-3.1661101895229775,0.009590057656168938,-3.420539626597949
COC(=O)C1=C/C(=C/C=C/c2cc(OC)c(OC)c(OC)c2)C(CCCCC)=C(O)C(C)=O)C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(c1cccs1)N1CCN(C(=O)c2ccco2)CC1,0.003685829695314169,-4.368326595756398,0.04581950977444649,-2.313939406165046
CCOC(=O)CN=C1Nc2ccccc2N(C)C1=O,0.004808844532817602,-3.678993827494922,0.014660169370472431,-2.934570105650708
COC(=O)c1cc(-c2ccc(O)cc2)nc2ccccc12,0.006746609695255756,-2.6795632785133914,0.011586440727114677,-3.365096622257637
Cc1c(CC(O)=NC2CCN(Cc3cccc(C(F)(F)F)c3)CC2)ccc2oc(-c3cccc3)cc12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C#CCN(C)[C@H](C)Cc1ccc(Cl)cc1,0.004374979995191097,-3.2761815255947506,0.01015172153711319,-2.8841157035603144
Cc1c(O)c(=O)ccn1CCC(O)=NC1CCCc2ccccc21,0.00546393683180213,-2.515683281287104,0.017339585348963737,-2.7801964085643758
O=C1c2ccccc2C(=O)N1c1cc(-n2cnnn2)ccc1O,0.0020379829220473766,-3.5857876889499645,0.013319944962859154,-3.804865251631225
C=CCOc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1,0.005689385812729597,-3.1316984739783678,0.01270252838730812,-2.805787192536445
Cc1cc(-c2ccc(=O)n(-c3c(F)cccc3Cl)n2)ccc1F,0.0039061401039361954,-1.8459982922988818,0.016648996621370316,-1.1080949841534655
C=CCN1C(=O)C2C(OC(=O)c3ccc(Cl)cc3)C=CC21,0.0086593022570014,-3.2676168811786743,0.010819336399435997,-3.3268299390072564
COc1cc(CN2CCN(c3ccccc3F)CC2)cc(OC)c1OC,0.5335405468940735,-2.1346363352383344,0.16507820785045624,-3.2763379225737914
CC1(C)COC(=O)N1CCC(=O)c1ccc(-n2ccnc2)cc1,0.00789190549403429,-1.6104396478972351,0.016926145181059837,-2.9875112188289767
CC(C)c1ccc(N=C(O)NCC2CCC2)cc1,0.0063651143573224545,-4.297472587758823,0.0028031279798597097,-3.4878783012717083
COc1ccc(C=NN=C(O)COc2ccc(Cl)cc2)cc1,0.011198657564818859,-4.318053063492038,0.006889089941978455,-3.486346322813163
Cc1ccc(S(N)(=O)=O)cc1C(=O)OCC(=O)c1ccc(F)cc1,0.003849800443276763,-2.8525931602421757,0.009341560304164886,-3.202701935185088
Cc1cc(N2CCN(Cc3cccc(Oc4cccc(C(F)(F)F)c4)c3)CC2)nc(-c2ccccc2)n1,0.12292343378067017,-3.2987117631584386,0.19316458702087402,-3.1538598450430864
C#CCN(C)Cc1ccccc1,0.0011357907205820084,-3.633031694251317,0.005276751704514027,-4.38687963918923
c1ccc(-c2ccc(-c3nc4ccccc4s3)cc2)nc1,0.0030517494305968285,-2.5208375386472617,0.018095560371875763,-2.9512683215728073
COc1ccc(N2C=NS(=O)(=O)c3ccc(C)c(C(F)(F)F)c32)c(C)c1,0.005904473830014467,-3.791125094209793,0.017267705872654915,-3.1467366959923035
COc1cccc(/C=C\C(=O)c2c(C)nc3c(C)cc(C)cn23)c1,0.00628579081967473,-3.5971613380891134,0.021418923512101173,-3.1962612849556518
CCCCCCCCCCC(=O)N1CC(=O)N(c2cccc(C(F)(F)F)c2)C1,0.013816938735544682,-3.921954782262731,0.016284776851534843,-2.7530839900781063
CN(C)Cc1nc(C2CCN(C)CC2)nn1-c1ccc(OCc2cc(F)cc3c2OCOC3)cc1,0.02098993770778179,-3.4660597587604425,0.009054416790604591,-3.1690593308991772
CC(C)C(Sc1nnnn1C1CC1)C(=O)N(Cc1ccco1)C1CCCCC1,0.0064645432867109776,-3.735845088639748,0.004943083971738815,-3.1794009243475245
COc1cc2nc(-c3ccc(OC)cc3)[nH]c(=Nc3ccc(Cl)cc3)c2cc1OC,0.006389667745679617,-3.2907367318891083,0.015800807625055313,-3.34869730602602
CNS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(C#C)c(C(F)(F)F)c2)c(C)c1,0.00461957510560751,-3.2836516818572505,0.01556408405303955,-3.6932338072730784
Cl.OC(=NC1=NCCN1)c1ccc(C(F)(F)F)cc1,0.015397303737699986,-4.040462270930577,0.03274495527148247,-3.8406554334011354
O=C(CSc1nnc(-c2ccncc2)o1)c1ccc(Cl)cc1,0.01036819163709879,-3.0879253862724214,0.006867604795843363,-3.5485674317750426
Cn1c(O)c(C(=O)c2ccco2)c(=O)c2cc(O)ccc21,0.0024449725169688463,-2.397316145932703,0.012054222635924816,-3.1023721232137302
C#CCN1CCC(/C=C\c2ccc(Cl)cc2)CC1,0.01990521140396595,-3.18473005731304,0.0009624780504964292,-3.1604661327189785
Cc1cccc(C(C)(C)N=C(O)c2ccc(OCC(F)(F)F)cc2)c1,0.008368435315787792,-4.479309559137331,0.013503922149538994,-3.468245226231419
O=C(c1coc(-c2ccccc2)n1)N1CCC(N=C(O)c2ccccc2)CC1,0.006678569596260786,-4.128789966453143,0.009500661864876747,-2.9471319528673474
Fc1ccccc1CN[C@H]1CNc2c(OCc3ccccc3)cccc21,0.019711870700120926,-3.0068257479312392,0.007342235185205936,-2.9049110618015273
O=C(/C=C/c1csc(-c2ccccc2)n1)N=c1[nH]nc(-c2ccc(Cl)cc2)[nH]1,0.007161768153309822,-3.629328877536081,0.010187139734625816,-3.6422980759283035
COc1ccc(-c2c(-c3ccc(OC)c(C)c3)c(-c3cnccn3)c3ccccc3n2(=O)C2CCC2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(CCN=C(O)CSc2nc3nc(C)cc(C)n3n2)cc1,0.008764519356191158,-3.9423399356603666,0.029400331899523735,-4.113042116821652
Cc1cn2c3c(=O)n(C)c(=O)n(C(=O)COc4ccccc4)c3nc2n1-c1ccccc1,0.003427119692787528,-3.6539813070450156,0.023984093219041824,-2.8804829640412004
CCN=C(O)c1snc(-c2ccc(Cl)cc2)c1N/N=C/c1ccc(OC)cc1O,0.00497432379052043,-3.1828712643680657,0.014926010742783546,-2.8420534644200943
COC(=O)c1c(C2=CN=C/C2)sc2c(-c3ccccc3)c(C)c(=O)oc12,0.0064565883949398994,-3.3300451673098177,0.012109075672924519,-3.3895106146393115
COc1ccc(Cc2c(C)nc(N3CCCC3)[nH]c2=N)cc1,0.004425173159688711,-3.5824856707135027,0.022044427692890167,-3.5033819931273937
OC(=Nc1nc2c(s1)C(F)(F)F)c1cc2ccccc2o1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C=CCN(CC=C)Cc1cc(C(F)(F)F)ccc1OC,0.008743896149098873,-3.1960341990236962,0.012308523058891296,-4.307007328056135
COc1cc2sc(=Nc3ccc4nc[nH]c4c3)n(C)c2cc1OC,0.006387633737176657,-3.4721817662936703,0.032935380935668945,-3.3287629132303365
Cc1ccccc1OCCN1C(=O)C(=O)C2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.0043622287921607494,-1.5585836908697184,0.026422971859574318,-2.084940229377574
CC1CN2CC(C3CCN(C(=O)Cc4cccs4)CC3C2)CC1(C)O,0.009195791557431221,-3.7727650715873366,0.06463052332401276,-2.8931968806734023
CCCCSc1ccc2c(c1)N(C(=O)Cc1ccc(OCC)c(OC)c1)CC2,0.007186320144683123,-3.54676494475261,0.021040117368102074,-2.923906439389807
OC(=Nc1ccc(Cl)c(Cl)c1)c1ccc(-c2ccccc2O)o1,0.00306892953813076,-2.695809970695428,0.013319029472768307,-2.998947859840006
COc1cccc2cc(C(O)=Nc3c(C)[nH]n(-c4ccc(F)cc4)c3C)c(=O)oc12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C1CC(C(O)=Nc2ccc(CC(O)=Nc3ccccc3)cc2)CN1c1ccc(F)cc1,0.0036057746037840843,-3.6506948887493444,0.008120390586555004,-2.820360533917327
CCOC(=O)C[C@@H]1CCN(C2=Nc3ccc(C)cc3S(=O)(=O)N2)CC1,0.00903643574565649,-3.614027274074664,0.06561463326215744,-3.2289611797683215
CN1CCN(c2nc3ccccc3s2)CC1,0.01445381622761488,-2.5389558775716403,0.1868898570537567,-2.9933018126079656
CN1c2c([nH]c3ccc(OC(=O)c4ccccc4)cc13)CCC2,0.004120012279599905,-3.5968677084343503,0.012736005708575249,-2.7322633429080248
O=C1Nc2ccc(F)cc2C1Nc1ccccc1,0.005104981362819672,-3.192509166249068,0.004619423765689135,-2.3134461041309278
Cc1ncc(C(O)=NC2CCSC2)c(-c2ccc(Oc3ccccc3C)cc2)n1,0.003757742466405034,-3.5145469131895926,0.01453495118767023,-2.40048349423206
CCN(CC)CCN=C(O)c1cc(F)ccc1SCc1ccc(F)cc1,0.07739691436290741,-2.901955353657818,0.0011148899793624878,-2.4382599484058143
Cc1ccc(NC(=S)Nc2ccc(Oc3ccccc3C)cc2)s1,0.013257766142487526,-4.113756700434793,0.011350915767252445,-0.6933947023940643
CCCCCn1c(SCC(=O)N2CCN(C)CC2)nnc1-c1ccc2[nH]c(=N)[nH]c2c1,0.010953892953693867,-3.352992403290793,0.023728908970952034,-2.974280239316475
COc1ccc(C2=NC(=S)(=Nc3cccc(C(C)=O)c3)C2)c(OC)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(Nc1nnc(-c2ccc(-c3ccco3)nc2)s1)c1ccc2c(c1)CCCC2,0.00472848117351532,-3.329449923415212,0.020408764481544495,-3.211167446104251
Cc1c(C(=O)N2CCN(C(=O)c3ccco3)CC2)sc2ccc(F)cc12,0.005159248597919941,-3.662473305582972,0.03279172256588936,-1.7499153375900154
COC(=O)C1=C(C)c2ccccc2C(=O)C1Nc1cc(C)ncn1,0.005143723450601101,-3.7942492361983047,0.00800950825214386,-3.971548779835615
Cc1ccc(N2CCC(C(=O)N3CCN(S(C)(=O)=O)CC3)CC2)nn1,0.006571837700903416,-1.6591719244729497,0.006240578833967447,-2.3518080826477963
O=C(CS=O)(=O)c1nc(-c2cccc3ccccc23)nc2cccc(F)c12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(=O)[C@]12OC(CO)O[C@H]1C(O)=NC(=S)N=C2O,0.002022252418100834,-2.3712521756274074,0.024175405502319336,-4.01912071421424
COc1ccc2nc(SCc3nc4ncccc4[nH]3)sc2c1,0.004129955545067787,-3.5431869275636987,0.012634344398975372,-3.672923136709736
CCc1ccc(-n2c3c(c(O)nc2-c2ccc3c(c2)OCCO3)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C#CCN(C)[C@@H](C)Cc1ccccc1,0.002352452836930752,-3.4616639908291402,0.008363494649529457,-3.827796835885046
O=C(Nc1ccccc1)c1ccnc(-c2ccc3c(c2)OCO3)c1,0.00336058484390378,-3.7426474935905354,0.012112190946936607,-2.807114710173006
O=C(O)C(=O)c1ccc2c(=O)c3c(oc2c1)CC3,0.0042879413813352585,-3.4972418711783555,0.025865472853183746,-3.2611104274658054
N=C(O)C1CCC2C(=O)N(c3ccccc3)C=C21,0.004832761827856302,-2.831519428688799,0.005283137317746878,-1.714314335815216
CS(=O)(=O)c1ccc(NC2=Nc3cccc4cccc(c34)N2Cc2ccccc2)c(C(F)(F)F)c1,0.005903502926230431,-3.3546302586127954,0.014086415991187096,-1.9608933818590066
COc1ccc(Br)c(N2CCCC(Cc3ccccc3)C2)c1,0.006622286979109049,-2.989908973677106,0.0046408153139054775,-2.8074183116563725
COc1cc(CN2CCC(COc3ccc(C(C)C)cc3)CC2)cc(OC)c1OC,0.1592060774564743,-3.560192524557629,0.007777344901114702,-3.766956710661666
CCC(O)=NNc1cccc(N=C(O)COc2ccc(F)cc2)c1,0.005592881236225367,-3.9870947811785253,0.006218598689883947,-3.167280911325041
Cn1c(=O)c2c(nc3n2CCN(Cc2ccc3c(c2)OCO3)C3)n(C)c1=O,0.022947276011109352,-2.785944992050619,0.07126740366220474,-2.7435615832870908
CCCn1nc(C(=O)Nc2cccc(OC)c2)c2ccccc2c1=O,0.0031634699553251266,-3.6241637279095724,0.00777109619230032,-1.8586050716460558
O=C(NCC(O)=Nc1nnc(Cc2ccc(Cl)cc2)s1)c1ccc(F)cc1F,0.0066839298233389854,-3.2148326353667738,0.006830013357102871,-3.8630280416495193
O=C1C2CCCN2C(=O)c2ccc(OCc3ccc(Cl)cc3)cc21,0.009495516307651997,-2.9523556239026836,0.007650545798242092,-2.5021405719582175
O=c1c(=Cc2ccncc2)sc2ncn(CCCO)c(=O)c2o1,0.0027216181624680758,-3.1789115563201653,0.011304141022264957,-3.123689514802006
Cl.Oc1ccc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,0.47673335671424866,-2.5187765464697316,0.4117109775543213,-2.854410044793113
C#CCN(CC#C)Cc1c(N)n(Cc2ccccc2)c(=O)n(C)c1=O,0.0005868157604709268,-3.6922859924292917,0.0017694681882858276,-3.617176933896876
COc1cc(Cl)ccc1N=C(O)c1[nH]c2c1CCCCC2,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cc(=NC(=O)c2cc(S(=O)(=O)NC3CCCCC3)ccc2F)[nH]o1,0.004609617870301008,-4.0764172729253545,0.00813407450914383,-2.8297534398986235
COc1ccc(N=C(O)c2cn(C[C@@H](O)CN=C(O)[C@@H]3O[C@H](C)[C@@H]4O[C@H](C)[C@H](O)[C@@H](C)O4)[nH]c2/C)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CSCCNCc1cc(-c2cccc(Br)c2)on1,0.009861312806606293,-2.793527976731034,0.002537960885092616,-2.781759217350546
C#CCNCCCOCc1ccc(OCc2ccc(Cl)cc2)cc1.O=C(O)C(=O)O,0.016883043572306633,-3.660258298605388,0.0050983671098947525,-3.615691973367171
CCOc1ccc(NC(=O)CC(NC(=N)O)c2ccc(N3CCCC3)cc2)cc1,0.006000634282827377,-3.972204499232866,0.006245753262192011,-3.4466199343777113
COc1ccccc1-c1cc(C(C)(C)C)n2nc(-c3ccc(C(C)C)cc3)nc2n1,0.005832098424434662,-2.9468004988332455,0.02506924420595169,-3.9957867908264886
COc1cccc(C(=O)N2CCN(c3ncnc4sc(C)cc34)CC2)c1,0.005102693103253841,-4.162641284124736,0.051284946501255035,-3.661681687271862
COc1ccc(C2N=C(O)C3=C(c4cccc(C)c4)OC3=N2)c(OC)c1,0.0034906717482954264,-4.117480193994627,0.0066278791055083275,-2.7979947096843905
COc1ccc(Cl)cc1N=C(O)NC1(C(O)=NCC2CCCO2)CCCC1,0.007204042747616768,-4.1395152488223905,0.013257583603262901,-2.309718245662559
COc1ccc(C)cc1N=C(O)COC(=O)Cn1c2cc(OC)c(OC)cc2c2ccccc21,0.006609250325709581,-4.018824691517278,0.016673363745212555,-3.630785265872553
O=C(CN1CCN(c2cccc(Cl)c2)CC1)N1CCC(c2ccccc2)CC1,0.02198748290538788,-3.119510212546454,0.14584431052207947,-2.9951152269548524
Cc1cc(N)n2ncnc2n1,0.007599436677992344,-3.6262858737011485,0.08227059245109558,-4.838265458420593
CCOc1ccc(Br)cc1S(=O)(=O)Nc1cc(OC)ccc1OC,0.0056125507690012455,-3.691344826770705,0.004398836754262447,-3.2711550019408238
COc1cc2c(cc1OC)CCN(CCC(=O)N1CCN(c3cccc(C)c3C)CC21)CC1CCO1,0.023784639313817024,-3.024067513259565,0.022580211982131004,-2.6692448098730197
CC(C)(O)C(O)C1CCN(C(=O)c2cc(OCc3ccc(F)cc3)ccc2O)CC1,0.004811199847608805,-2.8569294937836758,0.007597074843943119,-2.5011707935916583
Clc1ccc(NCc2cc(CSc3nc[nH]n3)no2)c(Cl)c1,0.008022741414606571,-3.2790071456393757,0.004243045579642057,-3.522874283055042
CCC(=O)OC1(c2ccc(OC)cc2)CCN(C(=O)COc2ccc(-n3cccn3)cc2)CC1,0.0048852781765162945,-3.710529061649489,0.021576058119535446,-3.5963316023141534
Cn1cc(/C=C/c2ccc(OCc3ccc(Cl)cc3)cc2)ccc1=O,0.011891298927366734,-3.360673297214979,0.01013135351240635,-3.0784875527107936
Cc1ccc(NC2CCCN(Cc3ccc(Br)cc3)C2)nc1,0.1589660942554474,-3.807323832727683,0.010548394173383713,-2.6466895369710928
O=C(NCC(O)=Nc1cc(Cl)cc(Cl)c1)c1ccc2c(c1)OCO2,0.004805000498890877,-3.845256334909191,0.007509543094784021,-3.6971064725662157
O=C(Nc1cccc(COCc2ccccc2)c1)c1ccc(CSc2nnnn2-c2ccc(Cl)cc2)cc1,0.006149540655314922,-3.703977917283506,0.004964788910001516,-3.2291182868191166
COc1cc(OC)c(C2(C(=O)N3CCN(C(C)C)CC3)CCOCC2)c(OC)c1,0.0073748086579144,-2.679986980751389,0.005316358990967274,-3.2978083239362057
CCOc1ccc(NC(=S)CN2C(=O)C3(CCCC3)N=C2O)cc1,0.00556006096303463,-3.1920446757043437,0.008281175047159195,-1.7634456533880531
CCCCCCCCCCCCCCCCC(O)=Nc1nc(C)no1,0.0019684461876749992,-5.0316131859527395,0.040977735072374344,-3.897588100064037
Cc1nc2ccccc2n1CC1OC(CO)C(O)C1O,0.0019287356408312917,-4.571985022773383,0.07703973352909088,-2.8149091409106837
Cc1cccc(-c2nc3c(cnn3CC(O)c3ccco3)c3c(n2)c1C)N(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
N#Cc1ccc(-c2ccc(/C=N/c3ccncc3)o2)cc1,0.005715695209801197,-3.546359346292054,0.02880699746310711,-3.948677647204588
O=C(CN1CCOCC1)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,0.0022653823252767324,-3.828084492392397,0.0029274888802319765,-3.2437619535878497
CN(Cc1ccco1)C(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,0.0031758921686559916,-3.9147197328001937,0.007899566553533077,-3.184770909168805
CCCCN=C(O)CN1C(=O)C(Cc2ccccc2)Oc2cc(OC)ccc21,0.005709479097276926,-3.9148744399053124,0.01091125700622797,-2.917606171262193
CCCn1cc(-c2ccccc2OC)c2cc(C(C)C)ccc21,0.014953173696994781,-2.711612664562655,0.006723600905388594,-2.7308280534617158
O=C(/C=C/c1ccco1)[C@@H]1CCN(c2ccccc2)C(=O)C1,0.003771810559555888,-2.8484127914933284,0.00760870985686779,-3.0108846372769538
CC[C@@H]1CN(C(=O)C=C(/C#N)C(=O)c2ccc(O)cc2)C[C@H]2C(O)=Nc3ccccc32-c2ccccc3C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(-c2csc(N/N=C/c3ccco3)n2)c(OC)c1,0.0032928900327533484,-3.889828504197618,0.011627452448010445,-3.4544419713564656
CCC1(c2ccccc2)CCN(C)CC1,0.20183604955673218,-1.7800383272644895,0.031583935022354126,-2.8627905204295456
O=C(Nc1ccc(OC(F)(F)F)cc1)C(=O)OCCN1CCC(c2ccccc2)CC1,0.05449390038847923,-4.288464498871988,0.07615325599908829,-2.5358850036443012
CC1(c2ccccc2)C23CCCC4=CC(=O)C(O)C(C)(C)C(=O)N4CC3CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CSc1ccc(/C=N/Nc2nc[nH]c2C(=O)OCc2cc(-c3ccc(F)cc3)cc2OC)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(C)(C)C(O)=NN=C(O)C1CCCN(C(=O)c2cccc([N+](=O)[O-])c2)C1,0.006285257171839476,-4.149238442687361,0.017962869256734848,-3.695220381935036
CCOC(=O)C1=C(CSc2nc3ccccc3n2CC)OC1C,0.006126908585429192,-3.38643858403854,0.0037586300168186426,-3.9240226543533736
O=C1C/C=C\C1\C(=O)COC(=O)c1cc(F)cc(F)c1O,0.0035181718412786722,-2.699984812542176,0.007540525868535042,-3.8588305496365676
Cc1ccc2oc(S(=O)(=O)Nc3ccc(S(=O)(=O)NCc4ccccc4)cc3)cc2c1,0.006565017160028219,-3.4547038787846205,0.009208421222865582,-2.2988469616615945
COc1cc(C(O)=NCc2ccccc2OCC2CCCO2)cc(OC)c1OC,0.005658317357301712,-4.229280169659217,0.006673073396086693,-3.736245136891168
C#CCN(C)Cc1ccc(C=CC(=O)OC(C)C(=O)N2CCC(C(=O)OCC)=CC2)cc1,0.006989043205976486,-3.6956746872598503,0.012381837703287601,-4.424455696233421
Fc1ccccc1/C=N/Nc1nc2ccccc2s1,0.00615707878023386,-3.4917663381145188,0.008240126073360443,-3.1225096334620024
C=CCOC(=O)c1cc2ccc(OCc3cc(C)no3)cc2nc1N1CCCC1,0.005228270776569843,-3.842330838320569,0.011898113414645195,-3.8674901774333703
CN(C)CCOc1ccc(-c2ccccc2)cc1C(O)=Nc1ccc(Cl)cc1Cl,0.024624768644571304,-3.192267967164536,0.006867331452667713,-2.7631333335144785
CCOC(=O)N1CCC(N2CCC(C(O)=Nc3cc(S(=O)(=O)N4CCOCC4)ccc3F)CC2)CC1,0.039228860288858414,-4.157704779784253,0.011730418540537357,-2.3958878107381865
Cc1cc(/C=N/NC(=O)c2cccc(Cl)c2)nc(-c2ccc(F)cc2)n1,0.007349443156272173,-3.482556188456142,0.009094683453440666,-2.8086421211756067
O=C(O)C(=O)O.O=c1scc(-c2ccccc2OCc2ccccc2)o1,0.04519728571176529,-3.3621401070323365,0.020758796483278275,-3.5636135720146456
CCOC(=O)C1=C(n2c(C3CC3)nc3ccccc32)C(=O)NC1c1ccco1,0.005342391785234213,-3.6732103109846483,0.006165861617773771,-2.638495655343685
CS(=O)(=O)N(C[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)[C@@H]2C(O)=Nc2cccnc2)c1cccc(-n2cccn2)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1c(Cl)cccc1NC(=O)c1ccc(N(C)S(C)(=O)=O)cc1,0.0036585931666195393,-3.0810524815892144,0.005400242283940315,-2.895176469814504
CCC(C)(C)c1ccc(OCCCCN2CCN(c3ccccn3)CC2)cc1,0.8715469241142273,-2.529411413797533,0.2444119155406952,-3.410461400719575
CN1C(=O)/C(=C/c2cccs2)C(=O)/C1=C/c1ccco1,0.001167382812127471,-3.837158027184678,0.01327004749327898,-3.618058452894155
CCOC(=O)c1cccc(NC2=Nc3ccccc3Sc3ccc(O)cc32)c1,0.01024564728140831,-3.273274628935533,0.010327772237360477,-1.9558825972219458
COc1ccc(C(O)=Nc2cc3c4c(c2)CCN4C(=O)CC34)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cccc(N2CCN(C/C=C/c3ccc(Cl)cc3)CC2)c1C,0.7254917025566101,-2.798461296468219,0.23229432106018066,-2.800223090837525
COc1ccccc1N=C(O)CSc1nnc(-c2ccc(OC)cc2)n1Cc1ccccc1,0.00474087567999959,-3.7593666609023755,0.0076669049449265,-3.4061349452446623
Cc1onc(-c2ccccc2)c1C(=O)OCc1ccc(-n2cccc2)cc1,0.004900875501334667,-3.229245365278822,0.008538342081010342,-2.8053402535385863
Fc1ccccc1N1CCN(Cc2cc(COc3ccc4c(c3)OCO4)no2)CC1,0.10650445520877838,-2.9301067852709495,0.07680771499872208,-3.4708352424258027
Cc1ccc(Nc2ccc3c(c2)nc(C2CC2)n3C)cc1,0.011065912432968616,-3.183159632504337,0.0054488405585289,-1.2214344555294283
C#CCN1CCC(/C=C/c2ccc(F)cc2)CC1,0.01720665581524372,-2.8259325845089807,0.0026589049957692623,-3.1174754909895785
CN(C)C/C=C1\c2ccccc2C2CCC12,0.03079240955412388,-2.5046179386700893,0.008103976957499981,-2.668266232436921
Cc1cc(C)n(Cc2ccc(C(O)=NCC(F)(F)F)cc2)n1,0.009093394502997398,-4.405949406805642,0.0079555194824934,-2.8831570751597377
C#CCC(N)=O,0.00041788959060795605,-3.6367974645737675,0.02442985028028488,-5.365327305804556
Cc1cc(N2CCN(c3cccc(-c4ccccc4)c3)CC2)n2nc(-c3ccc(Cl)cc3)nc2n1,0.006014826241880655,-2.591165717871382,0.057135339826345444,-3.318004270753179
O=c1c2ccccc2nc2ccc(CCc3ccccc3)cn12,0.0041473363526165485,-2.784860986549564,0.017082907259464264,-3.609463575502212
