SMILES,AChE_Activity,AChE_pIC50,MAOB_Activity,MAOB_pIC50
CC1OC2(C(OC(=O)NCCCc3ccccc3)CCCC2)ON(C)C1=O,0.5091936588287354,inf,0.05814900994300842,-3.348892885064928
CCN(CC)CCCN1CCN(C)CC1,0.47063660621643066,inf,0.1346796602010727,-4.150000809414887
C[C@H]1[C@H]2C[C@H]3[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.5438076853752136,inf,6.123208884378784e-11,-4.501949224660351
CN(Cc1ccccc1)C1CCN(C(=O)OC(C)(C)C)CC1,0.49581965804100037,inf,0.19938962161540985,-3.9793345879848023
CNCCOCCC(O)c1ccoc1,0.49270099401474,inf,0.005451073404401541,-3.8001607312512204
CN(C)C[C@H]1NCCC[C@@H]1OC(N)=O,0.4896577000617981,inf,4.142568286624737e-05,-4.345642075410142
CC(C)N1CCC[C@H]2C[C@H]3c4c5cc(O)c4O[C@H]3C[C@@H]21,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCC[n+]1ccccc1C,0.5062748193740845,inf,0.15816257894039154,-3.5446043030412433
C/C(=N\N=C(O)N[C@H]1Oc2ccccc2O1)c1ccccc1Cl,0.5052950978279114,inf,0.00018038642883766443,-3.323490588287351
C[C@H](C(=O)O)c1ccc(OCCCN(C)C)cc1,0.4897119402885437,inf,0.053760986775159836,-3.1977118153986392
CN(C)CCO[C@@H]1C[C@H]2[C@@H]3c4cccc5[nH]cc(c45)[C@@H]3[C@@H](O)C[C@@]2(C)[C@@]1(OC(=O)OC(=O)C(C)(C)C)[C@H](O)C(=O)C,0.5080471038818359,inf,9.924590358423302e-07,-3.980355901180766
C[C@@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]2(C)[C@@H]1C(=O)CO,0.5322580933570862,inf,3.9193484568933457e-10,-4.755834828915064
CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)CC[C@H]3C1C5,0.5282631516456604,inf,0.0020196144469082355,-4.630413092446043
CClCc1ccccc1Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN1CCC(Nc2ccc(CN=C(O)C3CCN(C)CC3)cc2Cl)C1=O,0.4975997805595398,inf,0.01520107127726078,-4.173675117204168
CN1C(=O)COc2c(Cl)cc(N)cc21,0.5046441555023193,inf,0.38052746653556824,-3.4368907602836614
COc1ccc(NC(=O)c2ccc(OC)c(OC)c2)cc1,0.4892788827419281,inf,0.3834444582462311,-3.865351412288517
CC(C)(C)NCCC[C@@](CC(=O)Cl)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,0.5129235982894897,inf,1.831993898804285e-07,-4.245539578468526
OC[C@@H]1C(=O)N2CCC[C@@H]2[C@@]2(F)C(O)=N[C@@H]1CCCN1CCN(CCOc2ccccc2F)CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
OSC(=O)C1CCN(Cc2cnc3[nH]c(=NCc4ccc5c(c4)OCO5)[nH]c3c2)CC1,0.5119871497154236,inf,0.002829561475664377,-4.564624807602103
CC(=C1OC(=O)CCCC(O)=NCCN1CCN(c2ccccc2)CC1)c1cccc(Cl)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCC1(CO)C(=O)OCC1C,0.4993276596069336,inf,0.17548033595085144,-3.558524841108104
COc1ccc(Cl)cc1S(=O)(=O)NCCCNC1CC1,0.4935700595378876,inf,0.00126937055028975,-4.741255305334366
CN[C@H]1c2ccccc2S(=O)(=O)N=C1O,0.5156060457229614,inf,0.011783371679484844,-3.959072580370486
CN1CC[C@@H](C)OC[C@@H]1CC(=O)O,0.48776695132255554,inf,1.923193195807471e-07,-4.144424834690892
CN(C)S(=O)(=O)c1ccc(N=C(O)CCC2C=CCCC2)cc1,0.5001524686813354,inf,7.234459189930931e-05,-4.496004551298595
Clc1ccc(C=c2sc(=CCN3CC[C@H]3c3ccccc3)[nH]c2=O)cc1,0.5078437924385071,inf,0.03848859667778015,-4.142527678452677
COC(=O)C1CCN(C(=O)C2CCN(c3ncnc4c3[nH]c3ccccc34)CC2)CC1,0.5143154859542847,inf,0.6838752627372742,-3.5477629901745042
CC1(C)O[C@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.5391793847084045,inf,1.4402899983778639e-09,-4.355165020509098
OC(=NCC1(O)CCCC1)c1ccc2c(c1)OCCCO2,0.5084549784660339,inf,0.00033122810418717563,-2.994374799996547
CN(C)C(=O)C1CCN(S(=O)(=O)Cc2ccccc2Cl)CC1,0.5003020167350769,inf,2.94486599159427e-05,-4.675825100868792
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=CC5(C)C4(Cl)[C@@H](O)CC3(C)C2(C(=O)CO)O1,0.532696545124054,inf,2.06813251679705e-06,-4.052306370346224
COc1ccc(S(N)(=O)=O)cc1CNCCCC(=O)c1ccccc1,0.4999648928642273,inf,0.024113208055496216,-5.054516174153023
Cc1ncsc1[N+](=O)[O-],0.4874114692211151,inf,0.5219864845275879,-4.119360433388967
Cc1cccc2oc(=O)c3c[C@H]1C[C@H]1[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]312,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@]12C[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]1(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc2c3c1O[C@H]1CC[C@H]4[C@@H](C(O)=NCCCn5c(nnc5=O)C[C@H]4[C@@H]4C[C@]341)CC[C@]4(O)[C@H]5[C@]21C5,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(=O)c1ccc(C)cc1OC[C@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,0.5190423130989075,inf,5.487949692906113e-06,-4.550154325377499
NC1CCC(c2ccccc2Cl)N[C@@H]1CCN,0.5103182196617126,inf,2.034173121501226e-06,-3.431804042281022
CCOC1CCN(C(=O)c2cc3ccccc3o2)CC1,0.5076828002929688,inf,0.15359549224376678,-3.8694695408370356
Cc1c(N)c2ccc([N+](=O)[O-])cc2cc1Cl,0.49323606491088867,inf,0.18789443373680115,-2.4952422806152295
CCN(C)c1ccc2oc(=O)c(C(=O)OC)cc2c1,0.49860307574272156,inf,0.27251532673835754,-3.138735335391564
CC1CC1C(=O)CCC(=O)C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cc2c(cc1OC)C(=N)O[C@H]1C([C@@H]2c2cc(Cl)ccc2OC)OC2C(=O)C(N)=C1C[C@H](O[C@@H](C)[C@H]2C=C[C@H](=O)N2[C@@H]1OCCC1C4,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(N2CCN(C(=O)c3[nH]c(=NCCl)[nH]c3C)CC2)cc1,0.49926960468292236,inf,0.19148175418376923,-5.156617272549535
Cc1cc2c3c(sc2n1CCCN1CCN(c2ccccc2)CC1)CN(C)CC3,0.5100512504577637,inf,0.3461683690547943,-4.072582671771264
Clc1ccc2c(c1)N(CC1CNCC1)c1ccccc1S2,0.5221691727638245,inf,0.09338288009166718,-4.637488610433368
O=C1Sc2cc(C(=O)c3ccccc3)cc(Cl)c2N1,0.5080444812774658,inf,0.16836906969547272,-4.60634051825053
C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)c1cn(C)c1cc2ccc21,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C#CCN[C@H]1CCCC1,0.4806425869464874,inf,0.198166623711586,-3.6885749134895733
CN[C@H]1C[C@H]2Cc3cc(F)cc(F)c3O[C@@H]2[C@H](O)Cc2ccccc21,0.5198508501052856,inf,0.0009216816979460418,-3.522042952194396
CCN=S(=O)(O)c1ccc(Cl)c(C(O)=NC2CNC3C[C@H]2C[C@@H](OC)=NN3CC2=CCCC2)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
N=C(O)Oc1ccc2cc3cc4ccccc4c(cc3c(=O)n2C2CCCO2)cc1,0.5094708204269409,inf,0.007602997589856386,-4.469788722283658
CCCS(=O)(=O)N1CC[C@@]23CCCCCC2CC1Cc1ccccc1O3,0.5195471048355103,inf,1.3617798231280176e-06,-4.037174452240229
Cn1c(C)cc(C(O)=NCC2CNC3CN4CCc5ccccc5C4C32)c1C(F)(F)F,0.5089908242225647,inf,0.05382461100816727,-4.341757997802365
C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,0.5459555983543396,inf,2.3620698730297818e-09,-4.962644543499829
CCCCNc1cc(=O)n2c(C)cccc2n1,0.5029175877571106,inf,0.29308390617370605,-3.849029391501638
CCN1CCN(c2ccc(C(=O)NCc3ccccn3)c(C)c2)CC1,0.503865659236908,inf,0.40055665373802185,-4.9877590139787475
CCCCCCCCCCCCCCCCCCC(COC(C)=C)C(=O)OCCn1ccc(=O)c(O)n1,0.48700419068336487,inf,0.16333983838558197,-4.363705368219425
C[C@H]1CCN([C@H](C)CCC(=O)C[C@@H]2CCN(Cc3ccccc3)[C@@H]2S(C)(=O)=O)CC1,0.5032660961151123,inf,1.6399117157561705e-05,-4.1008548492364225
C[C@@H]1c2cccn2CCN1C,0.5075159668922424,inf,0.38237178325653076,-1.5977583272484701
CCC(=O)N1CC[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2C1,0.5168359279632568,inf,0.12484035640954971,-4.342822437467255
COC(=O)CN([C@@H]1CCC[C@H]1N1CCc2ccccc21)C(C)C,0.5015277862548828,inf,0.0046331495977938175,-3.729772779795198
CCOC(=O)c1nnc2ccc(=O)n(C)c2c1NC,0.49372443556785583,inf,0.07435815036296844,-4.555674758436966
C[C@H]1C[C@H]2[C@@H]3CC[C@@H]4CCC5=CC(=O)C=C[C@]5(C(=O)CO)CC[C@@]4(C)[C@]3(F)C(O)C[C@]2(C(=O)CO)[C@@]1C,0.5255823731422424,inf,3.9798325701667636e-07,-4.234909393951424
CCCCP(=O)(OCC)OCCC1C(C(O)(c2ccccc2)CC(=O)O)=C(C)N(C)c2ccc(F)c2)CS1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1c2ccccc2C(=O)N1C,0.5097078680992126,inf,0.13679517805576324,-3.2368171979900384
CC(CN(CCC(C)(C)Br)C1CC1)c1ccccc1,0.4948537349700928,inf,0.20376792550086975,-4.15587311525492
CN1CCN(CCN=C(O)c2cc(Cl)cc3c2O[C@@H]1O)Cc1cccc(Cl)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc2cc3c1C(CCCC)NCC3CCc1ccccc1-2.[Br-],0.5155649781227112,inf,0.006770597770810127,-4.932206241118088
COCCNCCCCCCOc1ccc2c(c1)N(CCCN1CCCC1=O)c1cc(C(=O)OC)cc(C)c1S2,0.4993293881416321,inf,0.1148529052734375,-3.8038500863174765
Cc1cc(C)n(-c2ccc(C)c(Cl)c2)c(=O)c1C#N,0.49639272689819336,inf,0.026189465075731277,-2.385472430246885
CCC=C1C(=O)CC[C@@H]2C3C[C@H]4CCC5=CC(=O)C=CC5(C)C4(Cl)C(O)CC3(C)C21C,0.533388078212738,inf,0.0005135806277394295,-4.428342307029272
COC1CCCC(OC(=O)C2CCN(C(=O)c3c[nH]c4ccc(OC)cc34)CC2)C1,0.5039830803871155,inf,0.1947437971830368,-3.6192644703253896
CCCCCC,0.472339928150177,inf,0.325483500957489,-4.6343462590837925
COC[C@H]1CC2OC3(O)CC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.5298172831535339,inf,2.892808879551012e-06,-3.985025239910263
CC[C@@H]1C[C@H]2[C@H]3C[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4C(=O)C[C@]3(C)[C@@]2(C(=O)CO)O1,0.5384935140609741,inf,1.2368230051240658e-10,-4.9426247138786366
CN=c1[nH]c(O)c(O)nc1SCc1ccccc1,0.5005477666854858,inf,0.22889597713947296,-5.0576715941295465
CC(=O)OCC(=O)[C@@]12OC(c3ccc(Cl)cc3)O[C@H]1C[C@H]1[C@@H]3CC[C@@]4(C)[C@H]3[C@@H](OCCO)[C@H](O)CC[C@]12C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN(C)C1(CNC(=O)n2nnc3ccccc32)CCCCC1,0.5030812621116638,inf,0.6062501668930054,-3.9046441586613807
[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C,0.5389676690101624,inf,3.334746361360885e-05,-4.216186707233711
CN1[C@H]2CCc3ccc(Cl)cc3C1Cc1ccc(O)cc13,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCc1ccc(C(=O)CSc2nnc(-c3ccccc3)n2Cc2ccccc2)s1,0.5148393511772156,inf,0.13191047310829163,-4.150487942484363
CC(=O)c1sc2nc(-c3ccc(F)cc3)oc(=O)c2c1C,0.5106021165847778,inf,0.1286538988351822,-2.9714722354679868
C[C@@H]1[C@H]2C[C@@]34C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC[C@@H](C)OCCO)[C@]2(Cl)[C@H]1O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCC(=O)N1CCC(CCN2CCN(c3ncccn3)CC2)CC1,0.4985775947570801,inf,0.6582497954368591,-4.7451388111897135
CC(O)(CN[C@H](CO)C(=O)O)C(F)(F)F,0.46901556849479675,inf,2.64758818957489e-06,-3.3634912764757825
CS(=O)(=O)C1CCC2OC(=O)C(c3ccccc3)C(=O)CCC2C1,0.5149865746498108,inf,9.101256637222832e-07,-4.728676425181524
CCOC(=O)N1CCN(CC(O)COc2cccc(COC)c2)CC1,0.4938272535800934,inf,0.7271947860717773,-3.9756964456003976
CCOC[C@H]1O[C@@H](C(Cl)(Cl)Cl)O[C@@H]1C(=O)CSc1nc(-c2ccccc2)cs1,0.5051380395889282,inf,0.0012605037773028016,-3.505482183928966
FC(F)(F)c1cccc(N2CC(N3CCNCC3)C2)c1,0.5054643750190735,inf,0.35797107219696045,-3.756951113184833
CC1(C)N=C(O)CC(C(=O)O)=C1Cl,0.4974997639656067,inf,8.893213816918433e-05,-4.242799822507858
CN1CC2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@H]4C(O)[C@H]3CC[C@@]12C,0.5321742296218872,inf,2.718035602811142e-06,-4.241991854646816
CCC(=O)OCC(=O)[C@@]12O[C@H](C)(C)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CN1c2ccc(Cl)cc2C(c2ccccc2)=NC2=N[C@@H](N)CN2CCN1CCN(C)C1c1ccc(F)cc1S(=O)=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COC[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@]2(C)[C@]13(C(=O)CO)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN1CCN(C(=O)c2cccc(SC)c2)C[C@H]1Cc1ccccc1,0.5062464475631714,inf,0.15717047452926636,-4.501257404221307
CC1(C)CCCC1NS(=O)(=O)CCc1ccccc1,0.5038657188415527,inf,2.8945144094905118e-06,-4.261721070676258
CCCCNCCC1(C)CCc2ccccc2C1,0.5071152448654175,inf,0.034605350345373154,-4.433833417357024
CCN(CCO)C(=O)c1ncn2c1Sc1ccc(Cl)cc1-2,0.5050029158592224,inf,0.027461081743240356,-4.2790864171276155
C)CC[C@H]2Oc3cccc4[nH]cc(c34)[C@@H]2C(=O)C1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1[C@@H]2CC3c4[nH]c5ccc(O)c4[C@]3(O)CN2C1C5,0.5313993096351624,inf,0.008758261799812317,-4.479322367320929
COC1=C2C=C(C)C3c4c5c(C)c4C(C)(C)C(=O)N(C)C[C@@H]3(C(=O)C2)Cc2c(OC(=O)N3ccc(OC)c3cccc3)cc(OC12C)(=O)c(O)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1CCC(N(C)C2CCc3ccccc3N2)CC1,0.5056242346763611,inf,0.004860237240791321,-3.7271291599215135
CCOC(=O)CC(C)COc1nncs1,0.4937334358692169,inf,0.012954664416611195,-2.637655355768148
C[C@@H]1NCCNC[C@H]c1ccccc1O.O=C(O)C(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C/C(=C\CCN1CCCCC1)CN(C)c1ccccc1,0.5037867426872253,inf,0.22786837816238403,-4.3227166816238825
CC(=O)Oc1ccc2c3c1O[C@H]1C[C@@H](OC(C)=O)CN(C(=O)C(C)(COC(=O)CCC(C)C)[C@H]13CC[C@@H]4CC5=CC[C@]413,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(C)COC(=O)OC1COC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)C(=O)CC21C,0.5197916030883789,inf,0.10120756179094315,-4.373222514115174
CCC1(O)CCCN(CCO)C(=O)N(Cc2ccccc2)[C@@H](C(=O)OC)C2CCCC21,0.5080663561820984,inf,0.2791336476802826,-4.075327655182711
CC(=O)OCC1=Cc2cc(O)ccc2OC1c1ccccc1Cl,0.5096310377120972,inf,0.005735954735428095,-4.011868689734364
CC1(C)O[C@H]2C[C@@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]3(C)[C@@]2(C(=O)CO)O1,0.5386778116226196,inf,6.685714482035365e-11,-4.464743987245088
CC(=O)c1oc2ccc(Br)cc2c1N,0.5023767352104187,inf,0.46635863184928894,-5.4938064705937695
CC(=O)OCC(=O)C1CC(OC(C)=O)C1(Cl)Cl,0.4928170144557953,inf,1.5920025475679722e-07,-3.7859823736783573
C[C@@H]1N[C@H]1C[C@H]2c3cccc4[nH]ccc3[C@@H]2C[C@H]1CCN2C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@@]12C=CC(=O)C=C1C[C@H]1[C@@H]3CCCc4cc(O)c(O)c5c4C[C@@H]2[C@@H](OCCN=c2ccc3c(c2)OCO3)[C@@H](OC(C/)cc1C(F)(C=O)OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C#C[C@@]1(OC(=O)CNCC)C[C@H](O)[C@@H](O)[C@@H](O)[C@H](c2ccccc2)C[C@H]2C[C@@H]3CCC4=CC(=O)CC4(C)[C@H]31C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc2oc(=O)n(CCc3nc(-c4ccccc4)[nH]c(=N)n3)c2c1,0.5115368962287903,inf,0.27135246992111206,-3.7256976960366885
C=CCO[C@@H]1C[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@H]1C(=O)CO,0.5238109827041626,inf,2.3465831944236015e-08,-5.097916594172847
CC1(C)COC2OCc3ccc(S(=O)(=O)N(CCCCC(C)C)CC4=NCCCC4)cc3C21,0.5071049332618713,inf,4.285894465283491e-05,-4.144767477753677
CC(C)(C)CC(=O)[C@H](CCCCC(=O)Nc1ccc(C#N)cc1)C[C@@H](Cl)CCl,0.48594287037849426,inf,0.0027309188153594732,-3.8836192699489915
O=C1CC(C(O)COC(=O)C2=CCCCC2)=NN1CCN1CCOCC1,0.49454811215400696,inf,0.021954724565148354,-4.53540801344538
Cc1cccc(OCc2ccc([N+](=O)[O-])cc2NC(=O)COc2ccc(Cl)cc2)c1,0.49187347292900085,inf,0.010863973759114742,-2.4891304105074608
CC1CC1C(=O)N1CCCC(CN=C(O)[C@@H]n2cc([N+](=O)[O-])ccc2=O)C1,0.49328944087028503,inf,0.003394488710910082,-4.171526308218292
CN1CCN(CCCOC2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,0.5124455690383911,inf,0.1505027413368225,-4.4184357977293995
O=C1OC(C(O)=NCc2ccccc2)C(=O)N1Cc1ccccc1,0.5077125430107117,inf,0.8120430707931519,-4.098712819600775
COc1cc(CO[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)COCCl)O1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCCCC1=C(C(=O)OCC#N)C(c2ccc(C(F)(F)F)cc2)C(=N)O1,0.4999394416809082,inf,0.041018400341272354,-3.9889316975416875
NCC[C@H](O)[C@H]1CCO[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.5187571048736572,inf,8.168348358594812e-06,-3.5175147954753934
CC[C@@H]1CN(CC)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(Cl)C(=O)CO,0.5315545201301575,inf,3.3807467843871564e-05,-4.253414896425051
COc1ccc(N=C(O)Cc2ccc(Cl)cc2)cc1OC,0.4953700304031372,inf,0.005040167365223169,-4.187099374162689
CC(O)=N[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C[C@]21C,0.529379665851593,inf,3.939832626809192e-10,-4.786883926248773
COC[C@]12C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O[C@]12C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1(C)C2CCC1(C)C,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1=C(c2ccccc2)C[C@H](C(=O)N1)c1ccco1,0.5147606730461121,inf,0.23642441630363464,-4.196797438862745
Cl.NCC(O)c1cccc(O)c1,0.4988170862197876,inf,0.0002824075345415622,-3.402227901722697
C#CCN1CCC(C(O)=NCCN=CF)CC1,0.4775094985961914,inf,0.025543563067913055,-4.066057506336274
OC1=Nc2cc(F)cc(Cl)c2C(c2ccccc2)=N[C@H]1NCCN=C1O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(C2c3cc(OC)ccc3N(C)[C@H]2N2CCCC2)cc1,0.5109987258911133,inf,0.04879026859998703,-3.7625693159096523
C[C@@H](CC(O)=Nc1ccc([N+](=O)[O-])cc1)c1nc2cc(C(F)(F)F)c3cc4c(cc3nc2n1C)OCCO4.S(=O)(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc2c(=O)c(C(=O)OCC(O)=NCc3ccco3)c[nH]c2c1,0.498685359954834,inf,0.11516997963190079,-2.779201858436056
Cc1cccc(N=C(O)/C=C\C(=O)O)c1,0.4829729199409485,inf,8.347749098902568e-05,-3.5784409793423575
Cn1c(C(=O)N2CCN(c3cccc4cccnc34)CC2)cc2cc(Cl)ccc21,0.5115225911140442,inf,0.12539055943489075,-4.816853881712275
COc1cccc(CN2CCC(CS)(CCc3ccc(C(C)(C)C)cc3)CC2)c1,0.5023850798606873,inf,0.008611341938376427,-4.2707067318498275
CC=CC(CC)C(=O)O[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=CC4(C)[C@H]3CCC2(C)C1(C(=O)CF)CF,0.5166908502578735,inf,4.7647146857343614e-05,-4.411402752779654
CC1COC(CN2CCN(c3ccccc3Cl)CC2)=N1,0.5094513893127441,inf,0.05955887958407402,-4.356151456806895
CC12CC=C(CCc3ccccc3)CC1C2C(O)=NCCCN1CCN(c2ccccc2)CC1,0.5127007961273193,inf,0.028620241209864616,-4.296741642060457
CS(=O)(=O)c1ccc(Cl)c(C(=O)OCC2CC=CCC2)c1,0.5053949952125549,inf,0.003630512859672308,-4.5273467942705246
NC(=O)c1cc(N)c2oc3ccccc3c2c1,0.5100459456443787,inf,0.16523377597332,-4.539579845882763
CC(C)(C)N[C@H](CCN1C[C@@H]2C[C@H](C2)[C@@H]1C[C@H]1O)P(F)(F)F,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(O)C1(COc2ccc(Cl)cc2C(O)=NCC2CCCC2)CCN1CCC(O)CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Clc1ccccc1C[C@H]c1ccccc1,0.5122418403625488,inf,0.023244068026542664,-4.056579811358123
CN(C)Cc1nc(F)cc2sc(C(=O)CN3CCC(Cl)CC3)c(Cl)c12,0.5000596642494202,inf,0.06300759315490723,-4.464632903916033
CN1CCc2sc3ccc(O)cc3c(=O)c2[C@H]1,0.5117615461349487,inf,0.08747044950723648,-4.12527888781791
CC(C)(C)c1cc(C(=O)N2CCC(O)(C(F)(F)F)CC2)on1,0.4985177516937256,inf,0.6074706315994263,-4.0119865524136475
CCC(N=C(O)CN1CCN(c2ccccc2)C[C@@H]1C)c1ccccc1,0.5021468997001648,inf,0.026946891099214554,-4.212263913818601
CC(C)CC(=O)OCC(=O)[C@]12OC1C[C@H]1[C@H]3Cc4ccccc4C[C@H](O)[C@]3(C)[C@H]21C5,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H](C)[C@]1(O)O[C@@H](O)[C@@H]2[C@@H]3C[C@H](C#N)C[C@]4(C)[C@@]34CC[C@@]2(C)[C@@H]1C5c1cccc(Cl)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
NCCCc1ccc(O)cc1,0.5044497847557068,inf,7.926295802462846e-05,-3.2255804556148617
COc1cc2ccccc2c(=O)c2c(C)n(CC(=O)c3ccccc3)c(C)nc2c1,0.5077067017555237,inf,0.03153615444898605,-3.932056788028513
CN(C)CCN(c1ccccc1)c1ccc([N+](=O)[O-])cc1,0.4919739365577698,inf,0.1626666933298111,-2.894172695613914
C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3C[C@]2(C)[C@H]1C(=O)[C@]1(C)CO,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCOc1ccc2ccc3nc(N=CN4CCCCC4)[nH]c(=NCCCN3C)c3c2c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
C[C@H](CO)N=C(O)Nc1ccc(OCc2cccc(Cl)c2)cc1,0.49194252490997314,inf,0.0009713937761262059,-3.384236220905141
C[C@H](C)[C@H](Cc1ccccc1)O,0.5023333430290222,inf,0.18094494938850403,-2.394677072600747
COc1cccc2c1OC1[C@@H]3CC[C@@H]1CC[C@@]2(C)C(=O)COC(=O)C1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc2[nH]c3c(N)cccc3c2c1,0.5071248412132263,inf,0.5097063779830933,-4.2757401135187365
