SMILES,MAOB_Activity,MAOB_pIC50
O=C(c1ccc(=O)[nH]c1)N1CCC(N=C(O)CCN2CCCC2=O)CC1,0.07716712355613708,-5.175922574992361
CCOC(=O)C1=C(CC)NC(=O)NC1c1ccncc1,0.04645635187625885,-4.941487253260676
CC1CN(CCSc2nnc(-c3ccco3)n2C)CC(c2cccc(Cl)c2)N1,0.07281060516834259,-4.578172644764198
CCN1c2ccc(C)cc2C(c2ccccc2)=N[C@H]1c1ccc(OC)cc1,0.1138448417186737,-3.5071537429944963
CCCC1=C(C(=N)O)C(c2ccccc2)N(CC)C(=O)N(C)C1,0.017554689198732376,-4.412039358269845
CN(C[C@H]2C[nH]3ccccc3[C@@H]2c2ccccc2)C(=O)C1(C)C,Invalid SMILES,Invalid SMILES
CN1CC[C@@H]2Cc3ccc(O)cc3[C@]12,0.008224651217460632,-4.183330055435297
Cc1c(C(O)=NCC2COc3ccccc3O2)c(C(=O)N(C)C)nn1C,0.0792730376124382,-4.23291071081761
OC1=NC(c2nnc(-c3ccccc3)o2)=NC1,0.10831249505281448,-1.5662119686594007
CC(C)=CC1C(c2ccccc2)c2c(C)cc(C(O)=NCC(C)C)c(CC(=O)O)c21,0.0033206583466380835,-4.413308812019977
C[C@H](CO)N=C(O)N[C@H]1C(=O)N(Cc2ccc(Cl)cc2)C(=O)[C@@H]1O,0.010115628130733967,-4.448826481301699
OC(Cc1ccccc1)=NC[C@H](CN1CCN(c2ccccc2F)CC1)Cc1ccco1,0.011917099356651306,-4.772605471161382
CCc1c(C(O)=Nc2ccc(Cl)c(Cl)c2)nnn1-c1ccccc1,0.3000943660736084,-3.0751088669012594
COc1cc2nc3nc(Nc4ccc([N+](=O)[O-])cn4)[nH]c(=N)c3cc2cc1OC,0.7625930309295654,-3.2636782496210586
CC1(C)CN2CC[C@]3(CCNC3=O)CC2CC1CCc1ccccc1,0.07358658313751221,-3.8582127156577917
C[C@H]1NCCc2cccc(OCCN3CCN(c4ccccc4F)CC3)c21,0.05722685530781746,-3.7399810926986436
CC1CN(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)CC(C)O1,0.0006603989750146866,-4.897489596989342
Clc1ccc(CN2Cc3[nH]cnc3C2)cc1Cl,0.06101569905877113,-3.4100752038102025
N=C(O)C(NC(=S)N1CCN(c2ccccc2)CC1)c1ccccc1,0.001832621986977756,-5.133196659480876
COc1cc2c(cc1OC)C(c1ccc(Cl)cc1)NCC2,0.011553721502423286,-4.260571684936208
CCC(C)c1cc(OC)c(OC)c2c1C(C)CN(C(=O)CC)C2,0.8821184635162354,-4.55073857468098
CCC1(CC(=O)O)CC(O)=NC(SC)=NC1=O,5.762190539826406e-06,-4.907384834598472
CCOc1ccc(S(=O)(=O)N2CCCC(C(=O)N3CCc4ccccc43)C2)cc1,0.006378784775733948,-4.548146085810229
CC(=O)C1(O)C(=O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.00015386227460112423,-4.636882716216506
CN(C)S(=O)(=O)c1ccc(CNCC2=C3C=CC4=CC(=O)C=CC4(C)C3C3)cc1,Invalid SMILES,Invalid SMILES
C/C(=N\N[C@@H](CC)CC(C)C)Sc1cc(N)ccc1OC1CCCCC1,0.00016795386909507215,-3.9139132456818784
C[C@H]1CO[C@@H]2C3CC[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@H]4[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,1.178443731486567e-10,-4.769843580213822
OC(COCc1ccccc1)CN1CCN(c2ccccc2)CC1,0.1217183992266655,-4.308940306848038
C[C@]12CCC(C(=O)N3C(=O)[C@@H](C(=O)O)[C@H](O)C[C@H]3C3(F)[C@@H]1CCCN(CC2)C(=O)c1ccco1,Invalid SMILES,Invalid SMILES
Clc1cnc(N2CCN(CC3=Cc4cc(Cl)ccc4OC3)CC2)nc1,0.14037717878818512,-5.048265286526098
CCCC1CCC(N=C(O)Cc2cccc([N+](=O)[O-])c2)CC1,0.005465004593133926,-3.9800417640605104
COc1cc(-c2ccc3c(c2)OCO3)cc(N2CCCC2)c1OC,0.11797776818275452,-4.911092404063536
CCOC(=O)N1CCC(NC(=O)C23CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C2)CC1,Invalid SMILES,Invalid SMILES
CCCOC(=O)[C@@]1(O)C(=O)CC[C@H]2C3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,7.14426496415399e-05,-4.819574116411441
CCCCN(Cc1cc(C(=O)OCCC)ccc1OC)CC(O)=NC(C)(C)C,0.010668291710317135,-4.448492659562104
O=C(NCC=Cc1ccccc1)c1ccc2ccccc2n1,0.3564070761203766,-4.897349109249654
CC1(c2ccccc2)C2=CC(=O)N(CC(N)=O)C21,0.0047212992794811726,-5.100134013450199
CCn1cnc2cc(OC(=O)c3cccc(S(=O)(=O)N4CCCCC4)c3)ccc21,0.007438466418534517,-4.568088075422164
CCC(=O)O,1.2577787856571376e-05,-4.742373816443252
Cl.N[C@H]1CCC[C@@H]1Oc1ccc2c(c1)OCO2,0.00018000774434767663,-3.6774169606410805
CCC(CC)C(=O)O[C@]1(C(=O)CC)[C@@H](C)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,3.36214770868537e-06,-4.547076500373477
CC1(C)CN2CCN(CCc3ccccc3)CC2,Invalid SMILES,Invalid SMILES
CC#CCN(C)Cc1ccc(O)c(OCCCCC)c1,0.13703052699565887,-3.097829961292813
CC(C)CS(=O)(=O)N1CCN(c2ccc(Cl)cn2)CC1,0.002510502003133297,-4.410088457303307
CCN(CC)CCCOc1c(OC)ccc2c1c1ccc(C(=O)OC)cc1n2C,0.11008578538894653,-4.288683281647746
CCOP(=S)(O)OCC,8.093950856769005e-13,-3.2572352327582728
O=C1CCc2ccccc2N1Cc1ccccc1,0.1781022995710373,-4.385866083971407
Cc1cc(C)n2cc(CN(Cc3ccc(Cl)cc3)C3CCCC3)nc2n1,0.35426244139671326,-4.430216184775736
C/C=C(\NC(=O)c1ccno1)C(=O)O,0.00016207486623898149,-3.5093504158265687
O=C(CSc1ncnc2sc3c(c12)CCC3)N1CCCc2ccccc21,0.23199646174907684,-3.117350018031903
O=C1N2CCC[C@@]32CCN1CC(=O)c1ccco1,Invalid SMILES,Invalid SMILES
O=C1c2ccc(Cl)cc2C(c2ccc(O)cc2)N1CC(O)=NC1CCCC1,0.03030155971646309,-4.52005417371803
COc1cc(-c2cc(N)n(CCN3CCN(c4ccccc4)CC3)n2)cc(OC)c1OC,0.4798555374145508,-4.882382754311303
Cc1cc(C(O)=NCc2ccc(-c3ccc(F)cc3)o2)c(C)n1C1CC1,0.2537020742893219,-4.163567024333627
OC[C@@H]1O[C@@H](c2ccccc2)/C=C/c2ccccc21,0.07567751407623291,-2.7962067558204122
Cn1c(=O)c2c(nc3n2CCN(CC(=O)Nc2ccc(Cl)cc2Cl)C3)n(C)c1=O,0.01857003942131996,-4.158801386159309
CCOC(=O)c1cc(-c2ccc(OC3CCN(CCCN(c4ccc(F)cc4)CC3)cc2)n[nH]1,Invalid SMILES,Invalid SMILES
O[C@@](COC(c1ccccc1Cl)C1CC1)C1CCCCN1,0.0014463126426562667,-4.1540447326660175
COc1ccc(N=C(O)COC(=O)C2CC3CCC2O3)cc1F,0.013397039845585823,-3.8837211643997245
C#C[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@H](O)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.904554818883298e-08,-4.480469956124774
CCOC(=O)c1c(N1CCCCC1)c1ccccc1,Invalid SMILES,Invalid SMILES
CC(O)=NC1(C)CCN(C(C)=O)CC1,0.0016178070800378919,-4.38765811944161
O=C(Cc1ccc(Cl)cc1)NCCOc1n[nH]cc1Br,0.0337211973965168,-4.624893067781168
Cc1nc(C)c(C(C)C)c(CCC(O)=NCC(C)N2CCOCC2)n1,0.2340197116136551,-4.844452698173953
CCC[C@H](O)CCCCC,0.031191376969218254,-3.1301713824738133
COc1ccc(/C=C/C(=O)N2CCS[C@@H](N=C(O)c3ccccc3C)C2)cc1,0.008823023177683353,-3.6042115765729696
CCOC(=O)c1c(SC)nc(SCC(O)=Nc2ccc(Cl)c([N+](=O)[O-])c2)c2ccccc12,0.22935329377651215,-4.150294935200129
CC(NS(N)(=O)=O)C(=O)Nc1ccc(Cl)cc1,2.291701848905134e-14,-4.090672836944709
CC1(C)O[C@H]2C[C@@H]3c4ccc(O)c4O[C@H]3C[C@H]2O1,Invalid SMILES,Invalid SMILES
COCCC1(c2ccccc2)CCN(C)CC1,0.03392229229211807,-4.1959438124863055
CN1CCN(Cc2c[nH]nc2-c2ccc(F)cc2)CC1,0.19013452529907227,-4.225487077279965
CN(C)Cc1ccccc1,0.1799464374780655,-3.0987117668961095
CCCN(CC)CCCOCCC(O)=NCc1ccccc1,0.009326731786131859,-4.6493278063009695
OC(CN1CCC2(CCOCC2)CC1)=NCc1ccc(Cl)cc1Cl,0.0008908958407118917,-4.141530215500894
CCC(CC)(C(=O)O)c1ccc(Br)cc1,0.048809714615345,-3.5584122058795984
CO1=CCOC2=NC3(CC2)C(=N1)c1ccccc1NC2O,Invalid SMILES,Invalid SMILES
COc1cccc(/C=C/C(=O)c2ccc(-c3cn(-c4cc(C)c(Cl)cc4C)nn3)cc2)c1OC,0.01727498136460781,-3.063499158164833
COP(=O)(OC)OC(C)(C)c1ccccc1,0.00042130108340643346,-2.8843445163968098
CC1CCC2(CC1)OCCC2NC1CCN(c2cccc(Cl)c2)CC1,0.00032726809149608016,-4.4206787008293
CCCn1c(N)c(C(=O)COC(=O)Cc2ccc(OC)cc2)c(O)nc1=O,0.03310508280992508,-4.678875971829735
COc1ccc2c(c1)C1CCCC(C)(C)N1CCN2,0.08889561146497726,-3.200733116038646
COc1cccc(OC)c1OCCN1CCN(Cc2ccccc2)CC1,0.13175345957279205,-4.892379273779278
N=c1[nH]c(CN2CCN(c3ncccn3)CC2)cs1,0.4590654671192169,-5.2258261071392
COc1ccc(CCN=C(S)Nc2nc3c(OC)cc(OC)cc3s2)cc1,0.29319265484809875,-3.4946892541669063
Clc1cc(Cl)cc(Cl)c1,0.012433987110853195,-5.410163500898199
CCC12CN3CC(c4ccccc4)(c3)N1C1(CCCC1)C(=O)C2=O,0.4491153657436371,-4.143870071476963
CC(O)=NC[C@H]1CNCCN1Cc1ccccc1,0.0002427632425678894,-4.60628252621845
CN1CCC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)C1C5,4.3218729842919856e-05,-4.33371482966848
Cc1ccc(-c2nc3scc(N)n3n2)cc1,0.18671055138111115,-3.303974258148914
CC1C[C@@H]2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0.019818486645817757,-3.9533912398417255
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3C(=O)C[C@]2(C)[C@@]1(Cl)Cl,3.8787814560237166e-07,-4.501636394402791
C[C@]12C=Cc3c(nc4nc(-c5ccccc5C)cnn43)[C@H]1C[C@H]1CCC2C3CC(=O)CO,Invalid SMILES,Invalid SMILES
O=C(C[C@@H]1CC[C@@H]23C[C@H](F)C4=CC(=O)C=C[C@@]4(C2C)C1(OC(=O)CCCCl)c1ccccc1)Cl,Invalid SMILES,Invalid SMILES
c1ccc(CN[C@H]2CN3CCCC[C@@H]3C2)cc1,0.01990603469312191,-4.523678430686303
COc1ccc(-c2noc(-c3c[nH]nc3-c3ccc(C)cc3)n2)cc1,0.012434250675141811,-2.7700081202178035
CCCC(=O)OC[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC(=O)C=C4C(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,1.191894360985657e-09,-4.747763971627834
c1ccc2nc(N3CCOCC3)cc(COCC3CC3)c2c1,0.04232677444815636,-3.4042047357458336
CCCN1CCN(Cc2cccc3ncccc23)CC1,0.11171315610408783,-4.721301308921422
FC(F)(F)c1ccc(N2CCN(CCOc3cccc4c3OC(C)(C)C4)CC2)cc1,0.020927494391798973,-3.2950777393049386
O=C1c2cc(Br)ccc2CCN1CCOc1ccccc1,0.08676376193761826,-4.288243522350955
CCO[C@H]1CN2CCC1[C@H]2CN(C(=O)c1cccs1)CCN2C,Invalid SMILES,Invalid SMILES
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]21C,4.769794514913883e-08,-4.283229825301386
Cc1cc(C)c(NC(=O)CC2CCC2)c(C)c1,0.0006817448884248734,-5.863408150478033
CC1=C(C(F)(F)F)C2=C(C)NC(O)=C2=C1C(=O)CC1CCCN1C(=O)CO,Invalid SMILES,Invalid SMILES
CN(C)C[C@@H](CCNC(=O)N1CC2CCC(C1)c1ccccc1)C(=O)O2,0.012983719818294048,-4.477717703289587
C#CCCC12CCC(C)C2CCC1C(=O)C1CC[C@H]2[C@@H](OC(=O)CCF)C1,Invalid SMILES,Invalid SMILES
COc1cccc(/C=C/c2cc3c(cc2OC)OCO3)c1,0.007655192166566849,-3.544398104611684
CN1CCC[C@H]1CN=C(O)c1cc2ccccc2cc1O,0.020848248153924942,-4.066564814098601
CCOC(=O)c1c(CC)nn(-c2ccc(Cl)cc2)c1-c1ccc2nc(O)nn2c1,0.14022627472877502,-4.919273364532801
COc1ccc2c(=O)c(C(=O)OCC(=O)C(C)C)cn(C)c2c1,0.03537413477897644,-4.395581627960006
COCCNCC[C@H]1OC(=O)[C@@H](O)[C@H](CC(=O)OC)O1,0.12622465193271637,-4.312787710621444
Cc1ncsc1C(O)=Nc1ccc(C#CCO)cc1,0.4939919114112854,-4.550913612603161
CCN=c1scc(-c2cccs2)n1/N=C/c1ccccc1,0.1132989153265953,-4.66525192823675
Cc1ccc(NS(=O)(=O)c2ccc3c(=O)n(CCCCO)ccc3c2)cc1,0.006331210490316153,-3.9346353914831322
COc1ccc(NC2C(O)=NC(N=C(O)c3cccc(C)c3)=N2)cc1,0.006255065090954304,-3.47603146134988
OC1=Nc2cc(Cl)nn2[C@@H](c2ccc(Cl)cc2)C1,0.01316535659134388,-4.205466185832833
CCC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3C4CCC(=O)CC4(C)C3(F)C(O)CC12C,0.004512818530201912,-4.366742027048561
CN(C)CC1(CN2CCOCC2)CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,1.003224588203011e-05,-4.5490613797700785
CCc1ccc(NC(=O)C2(C)Oc3ccc(Cl)cc3N(CCCN)C2=O)cc1,0.002483706921339035,-3.119683227385985
COc1ccc(-c2ccc(O)c(OC)c2)cc1,0.22834505140781403,-4.540655720596233
O=C1CN(C(=O)c2cccc(Cl)c2Cl)C(C(O)=Nc2ccccn2)N1,0.042419981211423874,-4.1037414638924155
Cl.O=C1CN[C@H](C(O)=NC2c3ccccc3CC2O)[C@H]1O,0.0001518475910415873,-3.995311882896477
COc1cccc(N2CCN(CCOc3ccc4c(c3)OCO4)CC2)c1,0.1551656275987625,-4.123957649633497
CCC[C@@H]1CN=C(O)N1CCN(Cc1ccccc1)CC1CCCO1,0.005646302830427885,-4.565840434944995
CC(C)C[C@H]1C(=O)COC(=O)CC(N=C(O)c2ccc3c(c2)OCO3)C1(O)C(=O)c1ccccc1,0.06369516998529434,-4.584659094391856
C[C@@]1(CN(C)C)N=C(O)N2C[C@@H]3C[C@H]2CCC3(O)CCC1C2,Invalid SMILES,Invalid SMILES
CC1(C)C2CC(C)(C)C3=CC4=C/C(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)COC(=O)CC(Cl,Invalid SMILES,Invalid SMILES
CNCC(O)c1cccs1,0.0013219882966950536,-3.3969278485950007
CN1CCN(C(=O)CNC(O)C2=NS(=O)(=O)c3ccccc32)CC1,0.007660642731934786,-4.5726185599903415
N=S(=O)(c1ccccc1)N1CCC(Oc2nc3ccccc3s2)CC1,0.004131844732910395,-4.4942882321857685
Cc1cccc2[nH]cc(C(=O)c3ccccc3)c12,0.269545316696167,-4.209196788752893
CCC(=O)O[C@@H](CC)C(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,2.8639106641747958e-09,-4.664041610023556
Clc1cccc(N2CCN(CC3COc4ccccc4O3)CC2)c1Cl,0.345651775598526,-3.7228362384875697
CC(C)(C)c1ccc(-c2nc(CN3CCN(c4ccccc4)CC3)cs2)cc1,0.3838402032852173,-4.624002277496846
CC(C)(C)c1nn(Cc2ccc(Cl)cc2Cl)c2nc[nH]c12,0.18727056682109833,-4.015749581864322
CCN(c1ccccc1)S(=O)(=O)c1c(C)noc1C,0.08047400414943695,-4.370481124576137
CNCCOc1ccccc1-c1nc2sc(C)c(C)n2c1C[C@H]1CCCCC1,0.04748799651861191,-3.315982325180355
NC(=O)C1CCCC1N=C(O)CCc1ccco1,0.0008250299142673612,-4.471335067567246
CCC(CN=C(O)[C@@H]1CCN(c2ccccc2Nc2ccccn2)CC1)Oc1cccc2ncccc12,0.11005658656358719,-4.385855138996337
CN1CCN(C2CCCN(C3CCCCC3)C2)CC1,0.26796698570251465,-4.96106356635483
C[C@H]1C[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,1.2666896698210195e-10,-4.079601994662714
CC(C)(C)/C=C/c1c(C#N)c(N)nc2c1Cc1ccccc1-2,0.0030215252190828323,-4.77258488807394
C#CCNC(=O)C(C)(C)c1ccc2c(c1)N=C(O)CS2,0.46862444281578064,-4.544262906670554
CN(C)C[C@H](CO)[C@@]1(O)[C@@H](O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@]21C,5.308231632028537e-10,-4.440004096286058
CC(=O)C12CC3CC(C(F)(F)F)CC(C1)C3(O)C(=O)C2=O,0.00035821457277052104,-4.630998730291137
C[C@H]1C[C@H](C)C[C@H](O)[C@@H](C=C2OC3C=C([C@H]4C=C(C5C(=O)OCCO5)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]2(O)O1,Invalid SMILES,Invalid SMILES
COc1cc(OC)c(C(O)=NC2CC3CCCC(C2)N3Cc2ccccc2C(=O)O)cc1OC,0.10227575898170471,-4.6964681406375535
COC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(=O)OC,0.7101806402206421,-3.406191738794314
CC(C)N(C)C(=O)[C@@H](O)c1ccc(N=C(O)c2ccccc2Cl)cc1,0.013000926934182644,-4.060458171441611
C[n+]1nc(C(=O)O[C@@H](C)C)c2ccccc2n1,0.10723602771759033,-4.267367370949015
C/C1=N[C@@H](CCc2ccccc2)CN(CC(=O)C(C)C)C[C@@H]1C(O)=NC(C)(N)C(=O)O,2.1415231458377093e-05,-4.084676215790835
[C@]12CCc3ccc(OCC[C@H](CC[C@H]4C[C@H](C5)CC[C@]5(C)[C@H]4[C@H](O)C[C@@]34)[C@@]2(C(=O)CO)[C@H]1C5,Invalid SMILES,Invalid SMILES
CCn1c2cc(NCCN3CCOCC3)ccc2c2ccccc21,0.24523289501667023,-4.868907529707686
CC(C)N=c1onc(SCC(O)=NC2CCCC2)c1N,Invalid SMILES,Invalid SMILES
CNCC[C@@H](OC)c1cccc(OC)c1,0.014093443751335144,-2.8349087185763207
CCOC(=O)Nc1ccccc1C(=O)N1CC2CCCC(C1)N2Cc1ccccc1,0.017038678750395775,-4.946690690437742
COc1cccc2ccn(CC(O)=NCC3CCC(C(=O)O)=CC3)c(=O)c12,0.0009594163857400417,-4.058429757181489
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3CC(F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,5.113646728283072e-10,-4.533883231396257
CC1(C)O[C@H]2C[C@@H]3[C@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@@]2(C(=O)CO)O1,3.498956957503907e-10,-4.219987227307941
CCOC(=O)C1C(=O)OC(C)(C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,3.195679054712741e-09,-4.739344508716774
CC(C)(C)c1ccc(-c2nnc(N=C(O)CCCc3ccccc3)o2)cc1,0.036823056638240814,-3.6247326288770654
Clc1cc(Cl)cnc1NCC1(N2CCOCC2)CCCCC1,0.1384126991033554,-5.266689743310637
CN1CC[C@@]23c4c5ccc(O)c4O[C@]2(C)C(=O)CC[C@@]3(O)CC1C5,1.092244247047347e-06,-4.773141774939749
N=c1cc(O)c2cc(OCc3ccccc3)ccc2o1,0.008108635433018208,-2.6861520093846076
CCC(=O)N1CCCC1C(=O)c1ccccc1,0.48816320300102234,-4.4349399216649035
COc1ccccc1CN1CCN(C(=O)c2ccc3ncccc3c2)CC1,0.20711855590343475,-5.0308591822944475
C[C@]12C[C@H](O)[C@@]3(CC[C@]4(O)CC[C@@]4(C)[C@@H](C)C[C@]3(Cl)[C@@H]1CC[C@]2(C)[C@H](O)C(=O)CO,Invalid SMILES,Invalid SMILES
Br[C@H]1c2ccccc2C(O)=NC1=O,0.03204594925045967,-3.466656191735432
COc1cc(C(O)=N/C=C/c2ccccc2)cc(OC)c1OC,0.12379001826047897,-3.961707542278817
CC(O)CN=C(O)CN(c1ccccc1)S(=O)(=O)c1ccccc1,0.02396322228014469,-4.220260933363577
Cc1cc(O)nc(SCC(O)=NCCSC(=O)N2CCCC2)n1,0.47380706667900085,-4.718886880092834
CC(Cn1cccn1)N1CCN(C(=O)c2ccc(C(F)(F)F)nc2)CC1,0.23255209624767303,-3.679328859924071
Cc1ccc2cccc(C)c2c1N,0.2323448657989502,-4.578344905603153
COc1ccc2c(c1)N=C(O)[C@@H]1[C@@H]3C(=O)N4[C@H]CC[C@@]4(C)[C@@]21C(=O)OC,Invalid SMILES,Invalid SMILES
C[C@@]12CC[C@H](O)[C@@H]1CC[C@]3(C)[C@@H](O)[C@@H]1CC[C@@]3(O)C(=O)COC(=O)C12C,1.4851073046884267e-06,-4.340329188482388
COCC(C)(C)CC(C)(C)C,0.005763297434896231,-1.7891076927962608
COC(=O)c1ccc2c3n1OC1C(OC)C(CCN(CC[C@H](C)c4ccccc4Cl)cc3[C@@H]1CCN1CCCCC1)C(=O)O2,Invalid SMILES,Invalid SMILES
CCOC(=O)[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)[C@@H]2C(O)C1,0.003293548943474889,-4.285798055533366
CCC(=O)O[C@@H]1CC[C@@H]2[C@@H](COC(=O)c3cccnc3)C(C)=C[C@@]2(C)[C@H]1Cc1ccccc1,0.003242488019168377,-4.2528619301473265
CCN1c2ccc(Cl)cc2C2CC(C(=O)O)=C(C)CN2CC2CCCC2)S1(=O)=O,Invalid SMILES,Invalid SMILES
CC1CC(C)CN(CCC(O)=NCCCN2CCCCC2)C1,0.006173999048769474,-5.235171155553832
CCN(CC)CCCCC(=O)Cc1c(C)nc2cc(C)c(C)cn12,0.0694274827837944,-4.225298807372999
FC(F)(F)OCCN(Cc1ccccc1Cl)Cc1c(O)nc(=N)[nH]c1O,0.49496975541114807,-4.241922100850482
COc1cc(OC)cc(C(=O)N2CCC(C(O)=NC3CCCC3)CC2)c1,0.08019429445266724,-4.832119344849891
CN(C)C[C@@H](CO)OCn1cc(C(C)(O)C(=O)/C=C/c2ccco2)nn1,0.007404335308820009,-3.9075897454964754
Cn1c(C2CCC2)nc2c1c(N)nc(=O)n2C,0.19514819979667664,-4.672934320587959
CC(C)N(C)Cc1ccccc1,0.07094778120517731,-2.4357218726132466
CN1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2O)CC1,0.0032184324227273464,-4.522427436371734
CCC(CC)(COC(=N)O)CC,8.823877095665011e-08,-3.6273196860997414
OC(C1CCCC1)C1(c2ccccc2)CCN(Cc2ccccc2)CC1,0.003035757690668106,-4.668607951636922
COc1ccc(CN2CCN(Cc3cc4ccc(OC)cc4oc3=O)CC2)cc1,0.15977215766906738,-4.503999855586283
C#CCN1CC[C@@H]([C@H](C(=O)O)c2ccccc2F)Oc2ccc(C(C)=O)cc21,0.0006119911558926105,-3.985235644804121
CN[C@H]1CCN(Cc2ccccc2CCCOc2ccccc2)CC1,0.009320437908172607,-4.337851866886614
CCOC(=O)C1(CCOC)CCN(CCCCn2c(C)cc(C)c(C#N)c2=O)CC1,0.1606786698102951,-3.688631925374633
CC(C)C(=O)OCC(=O)[C@@]1(O)CCC[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.978534550697077e-07,-4.618978860655984
CCC1(c2ccccc2)CCN(C)CC1,0.03480830788612366,-3.6239908209399463
CC(C)CCN1CCOC(CN2CCCCC2)C1,0.03611741214990616,-5.202971692333051
NC[C@@H]1CCC(=O)O=C1c1ccc(Br)cc1,Invalid SMILES,Invalid SMILES
Cc1cc2c(s1)C(O)=N[C@](C)(C)C(=O)N2C,0.0001803339837351814,-4.03274451442063
CC(C)CC(=O)N1CCN(S(=O)(=O)c2ccc(F)c(F)c2F)CC1,0.011206073686480522,-4.261140333566269
CN1CCN(C2Cc3ccccc3Oc3ccccc32)CC1,0.12776437401771545,-4.6788204301652065
CC(C)C(C)(C(=N)O)c1ccc(Br)c(Cl)c1,0.6128697991371155,-3.6535622649604615
CC(C)C(=O)OCC(O)=NCCSC1CCCC1,0.011026063933968544,-3.604632100484471
Cn1c2ccccc2c2nnc(O)c(N3CCC(O)=Nc4ccccc43)c21,0.01461599301546812,-5.396299484642888
CC[C@@]1(CC)C(=O)O,Invalid SMILES,Invalid SMILES
CC1(C)O[C@H]2CC3[C@H]4CCC5=CC(=O)C=CC5(C)C4(Cl)[C@@H](O)CC3(C)[C@@]2(C(=O)CO)O1,9.44533695701466e-08,-3.8287454122582654
COc1cc2c(cc1OC)N(CC(C)C)C(=O)c1ccccc1S2,0.6549186110496521,-4.452784314972813
C#CCN(C)C[C@H](O)[C@@H](CC)C(=O)O,4.071868534083478e-05,-3.084141881427785
CC(C)=CC(=O)C1(C)OC(C)(C)CC1Cl,0.0368814617395401,-3.7085206603317555
CC(C)N(C)CC[C@@]1(c2ccccc2)OC(F)(F)C(O)=NC1=O,0.5523571372032166,-2.968659254356952
CCC(=O)OC1(C(=O)COC(C)C)CC2C3CC4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)C3(C,Invalid SMILES,Invalid SMILES
COc1cc(N)c(C(=O)OCC(=O)N2CCCC2)cc1OC,0.7288899421691895,-4.536010640505507
CN(C)CC[C@H](N)Cc1ccccc1,1.1116519090137444e-05,-3.314734271306849
O=C(COc1ccc2oc(-c3ccccc3)nc2c1)N1CCOCC1,0.043760038912296295,-3.325899054554895
C#CCN(Cc1ccco1)C(=O)c1cccc(F)c1,0.02970079518854618,-4.797498591771374
CC(/C=C/c1nc2ccccc2c(=O)[nH]1)C(O)=NCCc1ccc(Cl)cc1,0.13154232501983643,-2.930705552172718
C[C@H](Cc1ccccc1F)NNC(=O)C(C)(C)NCC1CCCO1,4.85367621649857e-08,-3.296846266561434
C[C@H](N)C(F)(F)F,0.4268231987953186,-3.0454788080469104
