SMILES,_5HT2A_Activity,_5HT2A_pIC50
Clc1ccc(-c2noc(-c3ccccn3)n2)cc1,0.012717241421341896,-3.6049014930353414
CC1=Nc2ncnn2C(c2ccccc2)=Nc2cc(Cl)ccc21,0.015866804867982864,-2.6816817573201193
Cc1ccc(OCCC(O)=NCc2ccc3c(c2)OCO3)cc1,0.01859498955309391,-3.651338817622589
N#CCCSc1ccccc1C(=O)N(CCCN1CCOCC1)C1CC1,0.0019975092727690935,-3.0214577604406028
C#C[C@H]1C[C@H]2[C@H]3C[C@H](F)[C@H]4C=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.03549731895327568,-2.819295443492163
COC(=O)/C=C/c1ccc(N2CCN(c3ccc(OC)cc3)CC2)nn1,0.03917861729860306,-4.419482677068489
COc1ccc(CN(C)Cc2noc(-c3ccc(N=C(O)NC(C)C)cc3)n2)c(OC)c1,0.01130262203514576,-4.45037238162082
CCN1CCN(C(=O)C2(OC(=O)c3ccco3)CC2c2ccc(C(C)C)cc2)CC1.O=C(O)C(F)(F)F,0.00947622861713171,-3.5069111588661204
O=S(=O)(O)c1ccc(CN2CCN(c3ncccn3)CC2)cc1,0.5685014724731445,-3.9680169273580974
C)Oc1ccc(NS(=O)(=O)c2ccc(F)c(Cl)c2)cn1,Invalid SMILES,Invalid SMILES
Cc1nc(-c2ccc(/N=C/c3ccc(F)cc3)nc2)n(-c2ccc(Cl)cc2)n1,0.019220510497689247,-2.9625694166118386
CCN(CC)CCN=C(O)c1ccc(S(=O)(=O)N2CCCCC2)cc1,0.0012075463309884071,-2.8413956164271537
C#CCN1CCC(/C=C/c2ccc(Cl)cc2)CC1,0.003011557040736079,-3.3987452045373567
C#CCNCc1ccc(OCCCCN2C(=O)CCC2=O)cc1,0.004249055404216051,-3.3832329151175404
CCCC1CN(C)c2ccccc2CN1Cc1ccccc1,0.009071902371942997,-2.912357761371199
Cl.c1ccc(CCN2CCN(c3ncccn3)CC2)c(OCC2CCCO2)c1,0.4122855067253113,-3.2268839948406423
CCC1c2cccn2CCN1C(=O)NCc1cccnc1,0.015389767475426197,-2.7573260147865164
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1S(=O)(=O)NCc1ccco1,0.010034997947514057,-2.4340622548874533
C[C@H](C)N(C)S(=O)(=O)N1CCCC(C(=O)OCC(=O)c2ccc(F)cc2)C1,0.006270856596529484,-2.0388450441832244
COc1ccccc1N1CCN(Cc2ccc(OC)c(OC)c2)CC1,0.1742219775915146,-3.587941857428892
COc1ccccc1CN1CCN(c2cccc(C)c2C)CC1,0.1083575040102005,-2.9168528097052375
CCN1CCN(C(=O)Cc2cccc(NC(=O)C3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)c2)CCC1,0.0127601008862257,-1.5342444002592739
COc1ccc(-c2nc3ccc(Cl)cn3c2NCCc2cccc(F)c2)cc1,0.03035045973956585,-2.512464768772894
CCC1(CC)C(O)=Nc2ccc(OC)cc21,0.042889948934316635,-2.6648010110814164
Cc1ccc2c(c1)OCC(C)(C)C2NC1CCC(C(O)=Nc2ccc(Cl)cc2)CC1,0.0068359156139194965,-2.2707400216237144
Cc1nc2nc(-c3cccs3)cc(-c3sc(C)nc3C)c2[nH]1,0.0318063348531723,-2.4766901029195005
O=C1OC2CC1C13CC4C=C(C3)C(CCO)C(O)CC4(Cc3ccccc3)C2C1,0.011209370568394661,-2.679472015417346
C=CCN1CC[C@@H](CN(c2ccc(-c3ccc(F)cc3)cc2)C(=O)c2ccc(OCC)cc2)CC1=O,0.0124398497864604,-3.145184566992827
COc1ccc2c(c1)CCCC2,0.02353975549340248,-2.7348679010761137
Cl.N=c1ccc(O)c(/C=C/c2ccc(O)c(O)c2)c1,Invalid SMILES,Invalid SMILES
CCc1cccc(N2CCN(Cc3nc(-c4ccccn4)no3)CC2)c1,0.09633973985910416,-3.959707381625743
C#CCOc1ccc(/C=N/NN2CCN(c3cccc(C)c3C)CC2)cc1OC,0.017314286902546883,-3.297311613102247
COc1cccc(-c2ccc(CC#N)c(=O)n2C2CCC(C)CC2)c1,0.01166539080440998,-2.9670824660957758
CN(CCCCN1CCN(c2ccccn2)CC1)Cc1ccccc1.O=C(O)C(=O)O,0.2374386340379715,-3.790760410326998
C#CCN1CCC(/C=C/C(=O)c2cc(/C=N/N(C)C)ccc2OC)CC1,0.007542838808149099,-4.160665770922001
C#CCNc1ccc(NC(=O)CN2CCN(C(=O)CCc3ccsc3)CC2)cn1,0.038092710077762604,-3.9578845636930877
CCOc1ccc2nc(S)c(C#N)c(N3CCN(CCOc4ccc(Cl)cc4Cl)CC3)c2c1,0.13960716128349304,-2.981192949551464
Cc1cc(=O)oc2cc(OCCN3CCN(c4ccccn4)CC3)ccc12,0.5103402137756348,-3.161366996235552
C=C(C)c1cc(C(=O)OC)c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)ccc2n1,0.047646887600421906,-3.5276284673454583
C=CCN1C(=O)c2ccccc2C(=O)/C1=C/c1ccc(OC)c(OC)c1,0.011993036605417728,-3.563129959032292
CC(=O)Oc1ccc(/C=C2\OC(=O)CSc3cc(N=C(O)OCc4ccc(C)cc4)ccc32)cc1,0.011834955774247646,-3.709140778621271
COc1ccc(CCNc2c(OC)nc3c(C#N)cnn3c2C)cc1.O=C(O)C(=O)O,0.03343265876173973,-4.277606345467815
COc1ccc(S(=O)(=O)CC(=O)N2CC=C(c3ccc(/C=N/N=C(O)O)cc3)CC2)c(F)c1,0.013439850881695747,-4.247709122224826
COc1ccc(C(=O)N2CCN(C(=O)c3ccc4c(=O)n(C)c(=O)n(C)c4c3)CC2)cc1,0.01522036548703909,-2.9522676540660657
C=C1CNc2ccccc2N1C(O)=Nc1ccccc1,0.007254795636981726,-2.6399181491965025
COc1cccc2sc(N=C(O)CSc3nnc(-c4ccc(N)cc4)n3-c3ccc(Cl)cc3)nc12,0.014611976221203804,-3.1913618824335894
Fc1ccccc1N1CCN(c2cc(C(F)(F)F)ccc2-n2cncn2)CC1,0.04091957211494446,-2.9330649945800715
C#CCN1CCC(/C=C/c2ccc(OCCCN3CCOCC3)cc2)CC1,0.0027472979854792356,-3.7383751834045573
COc1cccc(-c2nc3nc4ccc(NC(S)=NCCNCc4ccncc4)cc3[nH]2)c1,Invalid SMILES,Invalid SMILES
CCOC(=O)C1CCN(c2cc(-c3cccc(-c4ccc(F)cc4)c3)nc(-c3ccccc3)n2)CC1,0.020407425239682198,-2.6147258085871172
Cc1nc(NCCN2CCN(c3ccccc3F)CC2)c2c(C)nn(C)c2n1,0.1312914341688156,-3.1628259625674557
COc1cccc(-c2csc3nc(NCCCN4CCN(c5ccccc5)CC4)[nH]c(=N)c23)c1,0.14124971628189087,-3.4342180824560673
O=C(CNC(=O)c1ccc2c(c1)ncn2Cc1ccccc1)Nc1ccccc1F,0.007792624179273844,-3.3855204045240743
COc1ccc2[nH]cc(CN3CCN(Cc4ccccc4)CC3)c2c1,0.008754747919738293,-3.3584262558615823
COc1cc(OC)c(-c2cc(OC)cc(OC)c2)c(OC)c1,0.012513039633631706,-3.698054757022448
C#CCOc1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1,0.008059673011302948,-4.150140471708829
C#CCN1CCC(/C=C/Nc2cc(-c3ccc(O)cc3)nc(-c3ccc([N+](=O)[O-])c3)n2)CC1,Invalid SMILES,Invalid SMILES
Cl.O=c1c(SCc2cccs2)cc(-c2ccccc2)nc1O,Invalid SMILES,Invalid SMILES
C#Cc1cccc(NC(=S)COc2ccc(F)cc2)c1,0.00985657423734665,-2.3276547039288342
CN(C)Cc1cc(=O)c2cccc(OCc3cccc(C(=O)N4CCCCC4)c3)c2o1,0.007324653677642345,-3.2232529345332726
CC(C)(C)c1ccc(OCCCN2CCN(Cc3ccccc3F)CC2)cc1,0.007978535257279873,-2.8361603715562347
Cc1ccc(C(=O)CSc2nc(=O)c3cc(N)ccc3[nH]2)cc1,0.012307676486670971,-2.737930514623809
CCS(=O)(=O)N1CCN(C/C=C2/c3ccc(OC)cc3O2)CC1,0.006933941040188074,-3.478585140468022
C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1Cl,0.011032149195671082,-3.1585383304680708
CCOP(=O)(OC)Oc1ccccc1OC1CCCCC1,0.004102467093616724,-3.3588710454684083
CC(=O)N(C)c1ccc(/C=C/C(=O)O)cc1,0.009695337153971195,-4.404049646443003
O=C(O)/C=C/c1c(O)n(-c2ccc(F)c(F)c2)c2ncccc12,0.01600244827568531,-3.8529824596474542
C=C1C[C@H]2[C@@H]3CCc4cc(O)c(O)c5c4CC2(C#N)C3CC12C5,Invalid SMILES,Invalid SMILES
C#CCNCCN1CCC(c2ccccc2)CC1,0.016164978966116905,-3.740762216483292
COc1ccc(N2CCN(CCC=C3c4ccccc4Sc4ccc(OC)cc43)C(=O)C2=O)cc1,0.013164947740733624,-1.5495027256948846
COc1cc(C)c(NC(=O)C=C(C)C)cc1OC,0.0183393694460392,-2.5000015248698784
CCCn1c(SCC(=O)c2ccc(OC)cc2)nc2ccccc21,0.006751276087015867,-3.3254215505330906
O=C(O)C(=O)O.O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(Cl)cc2)CC1,0.04301954060792923,-2.6818359089582446
O=C(OCc1nc(-c2cccs2)no1)c1cc(Br)ccc1O,0.004752334672957659,-3.6117360191715164
CN(CCC1CCCCO1)C(=O)c1cc(-c2ccccc2)on1,0.006216647569090128,-2.241930910798903
CC1=C2C=C(c3ccccc3)C(=O)C(=C2)N=C1O,0.012469537556171417,-2.43035648644958
COc1ccc(S(=O)(=O)N2CCC(=O)CC2)c2ccccc12,0.015424848534166813,-2.1334405495532613
CC(O)=Nc1ccc(N2CCN(C(=O)Cc3cccc(C#N)c3)CC2)cc1,0.04364551976323128,-3.986954405725434
Cc1cc(CN2CCN(Cc3nnc(C(F)(F)F)c4ccccc34)CC2)no1,0.005700061563402414,-3.746606679375037
CC(C)(C)CCN=C(O)c1nc(-c2ccccc2O)nc2c1[nH]c1ccccc12,0.02261551097035408,-3.386583547063615
CCC(=O)OCCc1cc2cc(O)ccc2oc1=O,0.013028942979872227,-3.7019274223155856
CC(=O)O[C@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,0.0626751035451889,-3.636740288065542
CN1CCCN(Cc2ccc(Sc3n[nH]c(=N)[nH]3)cc2)CC1,0.006671600509434938,-2.412336059200032
N#Cc1ccccc1[C@H]1COc2cc(O)ccc2O1,0.021589340642094612,-3.835892248535769
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@H](O)CC2(C)[C@@]1(C(=O)CO)CO,0.03834095597267151,-3.0975665550439384
COc1ccc2c(CC(=O)N(C)Cc3cccnc3)coc2c1,0.012498266063630581,-3.796079750122071
C#CCn1c(C2CCc3ccccc3C2)nc2ccc(OC)cc21,0.005353270564228296,-3.3233363725575087
Cl.Nc1ccc(N)c([N+](=O)[O-])c1,0.04760449379682541,-2.848176676461391
COC(=O)C(=O)c1ccc(-c2ccc(N3CCOCC3)nc2)cc1,0.01667366921901703,-3.711637296305733
Cn1c(=O)oc2cc(N=C(O)c3ccc(OCC(=O)Nc4ccc5c(c4)OCO5)cc3)ccc21,0.010141530074179173,-3.1376308680508096
CN(C(=O)C1CCN(Cc2ccccc2)CC1)C1CCc2ccccc21,0.00701931631192565,-2.020366830227949
CCC(NC1=NCCN(c2ccc(C(F)(F)F)cc2)C1)c1ccc(C)cc1,0.00923545565456152,-3.047965394025051
CC1NN=C(O)C1C(=O)c1ccc(Cl)cc1,0.010745123028755188,-3.0015323682198685
Cc1nc2ccc(-n3ccnc3)cc2s1,0.020217876881361008,-3.1018796439933665
CN(C)CCOC(=O)c1c(Cl)ccc2ccc(N)cc12,0.009348605759441853,-2.7283098403615176
C#CCN1CCN(CCN2CCN(c3ccccc3)c3cc(OC)ccc32)CC1,0.0077906399965286255,-3.117415979725361
Cc1cc(Br)ccc1N=C(O)CSC1CCCN=NC1O,0.006867767311632633,-2.4190154933395047
Fc1ccccc1-c1ccc(CN=C(O)CN2CCC(n3cccn3)CC2)cc1,0.014447513036429882,-2.6851432844097864
Cc1cccc(N=C(O)c2ccc(S(=O)(=O)NCCCN3CC(=O)N(C)CC3C)cc2)c1,0.007668233010917902,-2.8784250564643457
Cc1cc(/C=N/Nc2nc3ncccc3[nH]2)c(O)cc1O,0.022545255720615387,-3.442752239551337
COc1ccc(/C=N/N=C(O)c2cccc(-c3ccc(OC)c(OC)c3)c2)cc1OC,0.008950306102633476,-3.7562922383791273
N#CCCN(CC1CC1)Cc1cc2ccccc2[nH]c1=O,0.003939339891076088,-3.2692003323020074
C#CCN1CCN(CC(O)=NC(CCC(C)C)Cc2ccccc2)CC1,0.0006383008440025151,-4.332953701907173
O=C1OC(C(O)=NC2CCN(C(=O)c3ccc(O)c(Cl)c3)CC2)Cc2ccccc21,0.007884431630373001,-3.188372348181006
CC(F)(F)c1cncc(N2CCN(CCc3ccccc3)CC2)n1,0.5723259449005127,-3.1319062337091363
O=C1C(=O)N(c2ccccc2OCCCc2cn[nH]c2)C1c1cccc(Br)c1,0.0032349792309105396,-3.103305630606613
CCC(CC)CN(CC)Cc1cc(O)ccc1O,0.00420799246057868,-3.986173370758933
N=c1[nH]nc(SCC(=O)N2CCCCC2)n1-c1ccccc1,0.008447487838566303,-2.0939560347774564
CCC(=O)Oc1ccc(/C=N/N=C(O)Cn2cc3c(nc2-c2ccccc2)CCC(=O)N3)cc1,Invalid SMILES,Invalid SMILES
OC(=Nc1cccc(F)c1)c1ccccc1CSc1nc2ccccc2[nH]1,0.0068797823041677475,-3.0111461241297732
O=C1CN(C(=O)CCc2nccc3ccccc23)CCN1Cc1ccc(O)c(O)c1,0.025681020691990852,-2.897179635088495
COC(=O)C1(c2ccc(Cl)cc2)CCN(Cc2ccc(Cl)cc2)CC1,0.09840831905603409,-2.038849477302229
Cc1ccc(/C=N/N=C(O)c2ccc(O)c(O)c2)cc1,0.01817701756954193,-3.4614890185309974
Cn1c(=N)n(CC(O)=NCCCN2CCN(c3ccccc3)CC2)c2ccccc21,0.07840599864721298,-2.911528096432583
CCc1ccc2c3c1O[C@H]1C(O)=NC(O)=N[C@@H]4C=C(c3ccccc3)N(C)CC14,Invalid SMILES,Invalid SMILES
CCOc1ccc(/C=C2\CC(O)=Nc3ccc(Cl)cc32)cc1OCC,0.005522485822439194,-3.6877285451536785
CN(C)C(=O)c1nn(-c2ccccc2)c(=O)c2n1C(C#N)=C(c1ccccc1)c1cccc1S2=O,Invalid SMILES,Invalid SMILES
CCCCN=C(O)Nc1ccc(Cl)cc1C(=O)OC,0.011322920210659504,-3.439832023159558
Cc1c(-c2ccc3c(c2)OCO3)oc2ccc(O)cc12,0.016165198758244514,-2.729629364950176
CCCN1CCC23c4c5cc(OC)cc4O[C@@H]2C(=O)[C@@H]3C1C5,0.15851354598999023,-2.1197070155499302
COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(Cl)c2cccnc12,0.0064567564986646175,-3.2590622593170675
COC(=O)C[C@H]1[C@H]2[C@H]3CCC4=CC(=O)CCC4(C)[C@H]3CCC2(C)[C@H](O)C1C(=O)COC(=O)CC(C)(C)(C)/c1cccc(O)C,Invalid SMILES,Invalid SMILES
COc1ccc(NC(=O)C2CCCN2C(=O)CN2CCc3cc(F)ccc3C2)cc1,0.01825353316962719,-2.1284894692897685
COc1ccc(NC(=O)c2cc(-c3ccc(OC)c(OC)c3)no2)cc1,0.013101508840918541,-2.8999647756875646
COc1ccc(NC(=O)c2cc(N3CCOCC3)n(-c3cccc(F)c3)n2)c(OC)c1,0.01322498731315136,-1.8856344027352179
c1cncc(CN2CCN(c3ccccn3)CC2)c1,0.6930760145187378,-3.972432985571685
CC[C@H](C)[C@@]1(C)N(C)C(=O)C2=C1C(=O)CC(=O)OC2=O,0.02335214987397194,-3.3041748201750143
CSC[C@H]1O[C@]2(CCCCC2)O1,0.008180629462003708,-2.3804527482664897
C=C(C)CNc1cccc(S(=O)(=O)c2ccc(C(O)=NCC(=O)N3CCCC3)cc2)c1,0.009666906669735909,-3.714559393414666
Cc1cc(C)c2cc(/C=N/Nc3ccc(Cl)cc3C)oc2c1,0.008253386244177818,-2.0131936406671866
Brc1ccc(C=c2sc3ncnn3c2Nc2ccccc2)cc1,Invalid SMILES,Invalid SMILES
C[C@]12C[C@H](O)C[C@H]1CC[C@]3(C)[C@@H]1[C@@H](C)C[C@H](C3)C(=O)C(=O)[C@]4(C)[C@H]3C(=O)C[C@]2(C)C(=O)C[C@]12C,Invalid SMILES,Invalid SMILES
CN1C(=O)c2ccc(Cl)cc2S1(=O)=O,0.006815460976213217,-3.492487939015177
CC(C)(C)C(=O)OCC(=O)c1ccc(Cl)c(Cl)c1,0.027716519311070442,-3.6739668003930435
CCOC(=O)C1(N)CC1c1ccc(OCC)cc1,0.009903687052428722,-3.2585451292682976
O=S(=O)(N[C@H](NCc1ccc(OCc2ccccc2)cc1)/C=C/c1ccccc1,Invalid SMILES,Invalid SMILES
O=S(=O)(Nc1ccc(F)cc1)c1cccc2[nH]c(=Nc3cccc(Cl)c3)[nH]c12,0.008767933584749699,-2.0663082751910506
C#CCN1CCC(/C=C/c2cc(F)cc(Br)c2)CC1,0.0013712927466258407,-3.257198401449382
Brc1ccccc1OCCCN1CCN(c2ccccc2)CC1,0.16324955224990845,-2.413876920688704
CCCCC(=O)OCc1nc(-c2ccc(Cl)cc2)oc1C,0.011852891184389591,-3.4855630041186894
O=C(c1coc2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,0.020199362188577652,-2.6065489877510313
COC(=O)/C(S)=N/N=C/c1ccc(OC(C)C)c(OC)c1OC,0.006722250487655401,-4.412249841906569
C#CCN(C)Cc1ccccc1,0.005276751704514027,-4.38687963918923
COc1ccccc1C1=NC(O)=Nc2nc(SC)n3c2C(=O)N(Cc2ccncc2)C1=O,Invalid SMILES,Invalid SMILES
CC(CCc1ccccc1)NCCC(O)=Nc1nnc(-c2cccc(N(C)C)c2)o1,0.014256260357797146,-4.360946027347447
COc1ccc(N=C(O)Cn2cc(-c3ccccc3F)c3ccc(N(C)C)cc32)c2ccccc12,0.009982203133404255,-2.7485313111970036
COc1ccc(CN2CCOCC2)c(OCCOCC(O)=Nc2cc(F)c(F)cc2Cl)c1OC,0.0044675953686237335,-3.654100516425708
OC(COCc1ccccc1)=Nc1ccc(C(F)(F)F)cc1,0.010116621851921082,-3.5818490055359318
Fc1ccc(Br)cc1NC1=Nc2ccccc2NC1c1ccco1,0.002945735352113843,-2.142825798329004
CCN(CCCCN=C(O)c1cc2ccccc2oc1=O)Cc1ccc(Cl)cc1,0.005476780701428652,-3.1908201015564135
CC(=O)N1CCN(C(=O)C2CCS(=O)(=O)c3nc(N)nc(C)c32)CC1,0.02764369547367096,-3.0037519503034633
COc1ccccc1CN1CCC(N=C(O)CN2CCN(c3ncccn3)CC2)CC1,0.046408236026763916,-3.9828716374588518
c1nnnn1-c1ccc(CN2CCN(Cc3ccncc3)CC2)cc1,0.006116496864706278,-4.1823388867261855
COc1ccc2cc(/C=N/Nc3nc(-c4ccccc4)cs3)ccc2c1,0.01084474939852953,-2.905056011359294
COc1ccc(CCc2cccc(CN3CCCCC3)c2)cc1OC,0.004521139897406101,-3.39578025394471
FC(F)(F)c1ccc(NCCC2=CCCCC2)c(F)c1,0.016946755349636078,-2.7413370979052027
Cc1ccccc1N=C(O)C1=C(C)Nc2ncnn2C1c1ccc(F)cc1,0.0067633287981152534,-3.059301954016121
Cc1sc2ncnc(N3CCN(c4cccc5c4ccc(Cl)cc45)CC3)c2c1C,Invalid SMILES,Invalid SMILES
CCN(c1ccc(C(=O)N2CCCC2)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,0.005709598772227764,-3.282609173922464
CCc1cc2c3c(=O)n[nH]c3ncn2cc1OC,Invalid SMILES,Invalid SMILES
Cc1ccc2cccc(OCCN3CCN(C[C@H]4C[C@H](CN5CCCC5)N=C(C(=O)O)c6c5ccccc56)CC4)C3C2c1,Invalid SMILES,Invalid SMILES
CC1(C)C2OCC1(C)C(O)CCC2NC(O)=Nc1ccc2ccccc2n1,0.012749544344842434,-3.411688837336177
C#CCN(C)CCCOc1ccccc1COc1ccc(C#N)cc1,0.01001026201993227,-4.180500351371604
CN1CC(F)C(Cl)(F)[C@H](Cc2ccccc2)c2ccccc21,0.011783072724938393,-2.0706335552177424
CN1CC23c4c5ccc(O)c4C(O)CC3(CN(C)C)CC2C1=O,Invalid SMILES,Invalid SMILES
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C(=O)N1CC1c1ccc(F)c(Br)c1,Invalid SMILES,Invalid SMILES
Cc1ccc(OCC/C=C/C(=O)O)cc1,0.0057730660773813725,-4.174595571194004
COc1cc(C(O)=Nc2ccccc2C(=O)Nc2ncc(C)s2)cc(OC)c1OC,0.012423258274793625,-3.5659017331058767
O=C(NCCN1CCOCC1)c1ccc(=O)n(Cc2ccc(Cl)c(Cl)c2)n1,0.0031637148931622505,-1.8156971478871793
CN(C)C(=O)CC(Sc1ccc(Cl)c(Cl)c1)c1ccccc1,0.008099745959043503,-3.438614124465663
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)c(-c2ccccc2)c1,0.008898328989744186,-3.335483924652598
CN(C)C[C@H](c1ccccc1)c1ccccn1.Cl,0.022453447803854942,-2.9372345445095984
COC1=Cc2cc(O/C=C/C(=O)c3ccc(F)c(C(=O)O)c3)ccc2C[C@@H]1C,0.00825159065425396,-3.558549606741643
COc1ccc(-c2nnc(SC3CC3=NC(O)=CCc3ccccc3)[nH]2)cc1,0.008411306887865067,-3.7162505611465697
C#CCN(C)[C@H](C)Cc1ccccc1,0.00861305557191372,-3.538434127751456
CCC(C)(C)c1ccccc1,0.010398318991065025,-3.0929631639681583
CCOC(=O)CN=C(O)c1ccc(NC(=O)COc2cc(C)cc(C)c2)cc1,0.010549275204539299,-3.65793650773435
COc1cc2c(cc1OC)/C(=C/c1ccccc1)OC2=O,0.011418596841394901,-3.9745602110093436
O=C1N=C(O)C(Cc2ccccc2)(c2ccccc2)C1c1ccccc1,0.0043022059835493565,-3.1183294709142517
C=CCN1CCN(CCCc2nc3c([nH]2)c(=O)n(C)c(=O)n3-c2ccc(C)cc2)CC1,0.021165190264582634,-2.8799454819460903
CCCCCN=C(O)c1ccc(N=C(O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1,0.011021431535482407,-1.8208529660425938
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CC[C@H]4C[C@@H](O)CC[C@H]4[C@@H]3CC[C@@]21C,0.054451633244752884,-3.310440160698347
O=C(O)C(=O)O.N=C(O)C1(C#Cc2ccccc2)CCCC1,0.030233662575483322,-3.775762497048691
O=C1N=C(c2cccnc2)CC1c1ccc2c(c1)OCCCO2,0.00952100194990635,-2.8123212741073327
CCOc1ccccc1/C=C(/c1ccc(OCC)c(OC)c1)C(=O)OC,0.005546338856220245,-4.204710285942113
Cc1oc(-c2ccccc2)nc1CCC(O)=NC1=NCCN1,0.012062111869454384,-3.9137292206978525
Cc1nc2c(c(O)n1)CCN(CC1CCN(Cc3ccccc3)CC1)C2,0.0035721701569855213,-3.7117458405528834
O=C(C1CCN(C/C=C2\SC(=O)N(C3CCCCC3)C2=O)CC1)N1CCN(c2ccccc2)CC1,0.010630367323756218,-2.2543603857537406
COc1ccc(C(O)=N/N=C/c2ccc3c(c2)COC3)cc1F,0.006711841095238924,-3.4190306197560654
COc1ccc(CN=c2c3ccccc3n(Cc3ccccc3)c2=O)cc1,0.013205965049564838,-2.08847031868276
CCc1ccc(NCc2cc(C#N)ccc2OC)cc1,0.009404047392308712,-4.029847653173666
COc1ccc(C2NC(=O)c3ccc2ccccc3N2)cc1,Invalid SMILES,Invalid SMILES
C#CCOc1cc(OCC(=O)N2CCN(c3ccccn3)CC2)ccc1Cl,0.0624462366104126,-3.899820645662297
CC(NC(=O)N1CCN(C/C=C/c2ccco2)CC1)c1ccncc1,0.12757167220115662,-3.5016143876768906
Cc1ccccc1N=C(O)CN(C)C(=O)C1CC1,0.013703442178666592,-2.975043944817775
Cc1cccc(-c2cc(C(O)=Nc3ccc(-c4ccccc4)cc3)on2)c1,0.008733276277780533,-3.0662233961521803
c1cc2c(cc1OCCNc1ccc3nncn3n1)OCO2,0.01638803817331791,-4.684094207102152
N[N+]([O-])C/N=C/C(=O)/c1ccc2c(c1)OCCO2,0.005400882102549076,-3.273032091997054
C#CCOC(=O)Cc1csc2nc(-c3ccco3)cn12,0.023231057450175285,-4.49175030839101
CCCCn1c(SCC(=O)Nc2ccc(C)cc2)nc2cc(F)ccc21,0.009632077999413013,-1.8133069243061306
COc1cc2c(cc1OC)/C(=C/c1ccccc1O)O/C1=C(c3ccccc3)[C@@H](O)[C@H]1O2,0.016719967126846313,-3.4790025253391814
CC(=O)c1ccc(/C=N/N=C(O)c2ccc(OCc3ccccc3)cc2)cc1,0.005065998528152704,-3.8313941104521207
COc1ccc(N=C(O)C2CN(Cc3ccc(-c4ccccc4)cc3)C2=O)cc1,0.010872144252061844,-2.804830310516082
CCOC(=O)C1CCN(C(=O)c2ccc(S(=O)(=O)NC(CC)c3ccccc3)cc2)CC1,0.006667339708656073,-3.0323135285250498
Nc1cccc(-c2csc(Sc3ccc(C(=O)Nc4ccccc4)cc3)n2)c1,0.011825712397694588,-2.179922490271801
CN(CCCCN=C(O)Nc1ccc(F)cc1)C(=O)/c1ccc(/C=C2\C(=O)O)cc1,Invalid SMILES,Invalid SMILES
Cc1cc(C)c(O)c(-n2nnnc2SC2CCCC2)c1,0.011448062025010586,-3.2630622760288914
O=C(O)C(=O)O.c1ccc(-c2ccc(OCc3ccc(Br)cc3)cc2)nc1,0.011830517090857029,-3.0665765007977686
CN(C)c1ccccc1C#CCN=C(O)CCc1ccc(Br)cc1,0.005327768623828888,-3.691593418904322
O=C(CC1CCCCC1)NCC(O)c1ccc(Cl)cc1,0.011548244394361973,-2.7651426782876887
COc1ccc2c(c1O)C(c1ccc(F)cc1)CC(C)(C)C2,0.0135483518242836,-2.2303971735667893
Cc1cc(C)c2c(c1)N=C(S)N(CCCN1CCN(c3ccccc3)CC1)c1ccccc1S2,0.12150818109512329,-2.1969349711965966
Cc1ccc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c(C)c1,0.17863856256008148,-3.148230321254609
C#CCN1CCC(/C=/c2ccc(Cl)cc2)CC1,Invalid SMILES,Invalid SMILES
CCCCS(=O)(=O)N1CCN(Cc2ccc(C(=O)OCc3ccccc3)cc2)CC1,0.00765610858798027,-2.8264699092538508
c1ccc(-n2nnnc2C2COc3ccccc3O2)cc1,0.0032709359657019377,-3.4280623608754013
COc1ccc2sc(N=C(O)C(C)(C)C)nc2c1,0.05280320718884468,-4.271381843374104
c1cncc(CN2CCN(c3ccccc3F)CC2)c1,0.3125033676624298,-3.0949247519593612
Cc1cccc(/C=N/Nc2nc(-c3ccccc3Cl)cs2)c1,0.009843426756560802,-2.4693846250575233
OC(C/C=C/c1ccccc1)=NCC#Cc1ccc2c(c1)OCO2,0.006156156770884991,-4.786032569587594
Cc1ccccc1C(=O)N1CCN(C/C=C/c2ccc(O)cc2)CC1,0.16745473444461823,-2.9308966620389123
CC(C)N1C(=O)C2=C(C1=O)C(c1ccc(F)cc1)N(Cc1ccccc1)C2=O,0.00540909031406045,-2.4908780987893047
