SMILES,AChE_Activity,AChE_pIC50
C=CCC12CC3C=CC(CC(C3)C1)C2.O=C(O)C(=O)O,0.0026952417101711035,inf
N=C(N)N1c2ccccc2Sc2ccccc21,0.02659018337726593,inf
COc1ccc2c(c1)C1=C(N(C)C)CCCCN1C2,0.09136392921209335,inf
O=c1sc(S)nc2sc3ccccc3n12,Invalid SMILES,Invalid SMILES
CSc1cc(/C=C2\SSc3[nH]c(=N)sc3N=C2O)ccc1OCCCC.[Cl-],0.043604616075754166,inf
CCOP(=O)(/OCC)OC(C)=O,0.31546860933303833,inf
CCCCCCCCNC(=O)c1ccccc1F.Cl,0.0340677872300148,inf
CCCSP(=O)(OCC)Oc1ccc(N=C(C)O)c(Cl)c1,0.38526949286460876,inf
CCCCCCCN1CCC(CO)(c2ccc(C)cc2)CC1.Cl,0.034550681710243225,inf
CCc1onc(C)c1N=C(O)C1CCN(S(=O)(=O)CCC(=O)c2ccc(C)cc2)CC1,0.038242239505052567,inf
CC(C)N=C(O)C=C(O)C1=C(S(C)(=O)=O)C(c2cccs2)CC(=O)N1,0.014404267072677612,inf
CC1CCCCN1c1ncnc2sc(-c3ccccc3)cc12,0.04691196233034134,inf
FC(F)O[C@@H](F)C(F)(F)F,0.0038296247366815805,inf
CCCCOP(=S)(OCC)O/N=C(/C)Sc1nnc(-c2ccccc2Br)n1C.Cl,0.3747023344039917,inf
CN(C)CC/C=C1\c2ccccc2SCC(=O)N1c1cccc([N+](=O)[O-])c1,0.055442892014980316,inf
CN.Cl,0.017386723309755325,inf
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)[C@@H]1CC(C2=O)C1,Invalid SMILES,Invalid SMILES
N=c1nc(CN2CCN(c3cccc(Cl)c3)CC2)nc(Nc2cccc(C(F)(F)F)c2)[nH]1,0.02088678628206253,inf
Fc1ccc(NCc2cccc([N+](=O)[O-])c2)c2ncccc12,0.02601166069507599,inf
CCOC(=O)[C@H]1[C@H]2CC[C@@]3(c4ccccc4)[C@@H](CN2C)CC[C@@H]1C(=O)N(CC)C.CS(=O)(=O)O,Invalid SMILES,Invalid SMILES
COC(=O)c1cc(CN=C(O)CCS(=O)(=O)c2cccc([N+](=O)[O-])c2)oc1C,0.01621701568365097,inf
COc1ccccc1C(=O)CCC1CC2CCC1C2,0.01908475160598755,inf
COC(=O)[C@@]1(c2ccccc2)CCN(Cc2ccc(F)cc2)C[C@@H]1C(=O)OC,0.014706804417073727,inf
CCN1CCC[C@@H]1SC,0.012586448341608047,inf
COc1cc2c(=O)n(/N=C/c3ccccc3)ccc2cc(OC)ccc1OC,Invalid SMILES,Invalid SMILES
N=C1c2ccccc2C(=O)N1CC(=O)NC[C@H]1COc2ccccc2O1,0.02141301892697811,inf
COP(=O)(OC)Oc1cc(-c2ccccc2)on1,0.247371643781662,inf
O=C(O)c1ccccc1O,0.003938120324164629,inf
CCn1c(=O)c2c(nc(SCC(O)=NCc3ccccc3Cl)n2CC)n(CC)c1=O,0.03697364032268524,inf
CC(C)CN=C(S)N=C(S)NCl.[K+].[S-].[K+],0.010681642219424248,inf
CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.002848290605470538,inf
CCOC(=O)C(Cc1ccc(N)cc1)c1ccc(NC(=O)COC(=O)CC=C)c(OCC)c1,0.014392680488526821,inf
CC[C@H](N=C(O)[C@H](c1ccccc1)c1ccccc1)C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3[C@@H](C)C[C@H]21C,Invalid SMILES,Invalid SMILES
Cc1[nH]c2ccccc2c1C(=O)CN1CC(O)CC1=O,0.03004300966858864,inf
CC(=O)Nc1ccc2c(c1)O[C@@H]1C[C@@H]3[C@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(Cl)[C@@H](O)C[C@@]3(C)[C@@H]1C(=O)CO2.Cl,0.015918966382741928,inf
CN(Cc1nc(C#N)cc(N(C)C)n1)CC(O)=Nc1ccc2c(c1)OCO2,0.05387352034449577,inf
CC(NC(=O)c1ccncc1)c1ccc(F)cc1,0.006096758879721165,inf
CCCCCCCCCCCCCCCCCC(=O)OC(O)=NCCC(=O)O.Cl,0.012240237556397915,inf
CN1S(=O)(=O)c2cc(Cl)ccc2[C@H]1N=C(O)C(C)O,0.016204064711928368,inf
CCCC[N+](CCCCC)CCCC.[Br-],0.06066885590553284,inf
CCCC(Cc1ccccc1)CC(=O)OC.O=C(O)C(=NC)C(O)C(=O)O,0.006838337983936071,inf
Br.-c1nnc(S)n1CC[C@H]1CCCC1,Invalid SMILES,Invalid SMILES
OC(CCN1CCN(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,0.025168053805828094,inf
COc1cccc(C2C(O)=Nc3nc(-c4ccc(C)cc4)[nH]c(OC)c32)c1,Invalid SMILES,Invalid SMILES
CCN=C(O)O/N=C(\C)C(C(C)(C)C)C(C)C,0.015062876977026463,inf
CCOc1ccc(CN(C(C)=O)c2ccccc2F)cc1OCC,0.022006506100296974,inf
Cc1ccc(N2CCOCC2)c(Br)c1.Cl,0.03803976997733116,inf
Cl.OCCN1CCc2cc(O)c(O)cc21,0.03970835357904434,inf
CC(O)=Nc1ccc2sc(N=C(O)c3ccc(Cl)cc3)nc2c1,0.020044509321451187,inf
CN(Cc1ccccc1)C(=O)c1oc(=O)nc1SCC(=O)Nc1ccc2c(c1)COC2,Invalid SMILES,Invalid SMILES
Cl.Clc1ccc(Cl)cc1NCCCN,0.0348530076444149,inf
CN=C(S)N1N=C(c2ccc(Br)cc2)CC1c1ccc(O)cc1O,0.0183485709130764,inf
Cc1cccc(O)c1NC(S)=NCC(O)=NC1CCCCC1,0.025564489886164665,inf
COP(=O)(CCC(C)O)OC(C)(C)Oc1ccccc1.Cl,0.13590234518051147,inf
Cc1ccc2cccc([n+]3c4cc(Cl)ccc4nc3c(C)ccnc43)c2n1,Invalid SMILES,Invalid SMILES
c1ccc(CN2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)nc1,0.04060053825378418,inf
Cc1cc(C)n(-c2ccc(N3CCN(Cc4ccccc4)CC3)nn2)n1,0.046908188611269,inf
CSc1ccc(CN(C)CC(O)=Nc2nc(N(C)C)cc(C(F)(F)F)n2)cc1,0.022913828492164612,inf
CCCCCCC(=O)OC1CCCCC1CCN1CCOCC1.Cl,0.003855806775391102,inf
CC(CCl)(Cl)Cl,0.003430389566347003,inf
Cc1nc2ccc(OCC3C-N=C(O)O3)cc2s1.Cl,0.03199378028512001,inf
CC1CCN(c2ncnc3sc(-c4ccccc4)cc23)CC1,0.04749921336770058,inf
Cc1ccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccc(F)cc2)cc1,0.012227088212966919,inf
Cc1ccc(S(=O)(=O)N(C)C)cc1N=C(O)CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,0.027744242921471596,inf
CP(N=C(N)O)C(c1ccccc1)c1ccccc1,0.009718852117657661,inf
OCC(O)C1CCOCCO1,0.00022729267948307097,inf
CCC(C)C(N=C(O)Nc1ccc(F)cc1)C(O)=Nc1cc(C)ccc1NC(=O)c1ccccc1OC.Cl,0.016238832846283913,inf
CCOc1cccc[n+]2ccc(-c3ccccc3)cc12.[Cl-],Invalid SMILES,Invalid SMILES
CC(C)(C)O.Cc1ccc(OC(C)(C)C(=O)c2cc(O)cc([N+](=O)[O-])c2)c(Cl)c1,0.01931365765631199,inf
CC1CCN(CCCCCCN2c3ccccc3Sc3cc(Cl)ccc32)CC1.O=C(O)C(=O)O,0.05242563411593437,inf
C[C@]12CCC(O)(c3ccc(F)cc31)[C@@H]2C[C@H]1CCCCN1,0.028041785582900047,inf
Oc1ccc(CN=C(O)c2ccccc2Cl)c(Cl)c1,0.008347268216311932,inf
CCCCCCn1cc(CN(C)Cc2ccccc2)nn1,0.04245179519057274,inf
CCCCCN=C(O)c1ccc(S(=O)(=O)C=C(C)C)cc1[N+](=O)[O-],0.029511554166674614,inf
CCOC(=O)N1CCC(N=C(O)N2CCOCC2)CC1,0.005549006629735231,inf
c1cc(N2CCN(c3ncccn3)CC2)c2nonc2c1,0.057307351380586624,inf
O=C(N/N=C/c1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1)c1ccoc1,0.011471040546894073,inf
CCOP(=S)(OCC)Oc1ccc(CSC)cc1,0.5166016817092896,inf
CC(=O)N1CCN(C(=O)c2ccc(C)o2)c2cc(Cl)ccc21,0.03360791504383087,inf
CC(C)CCCN=C(O)CSc1nnc(-c2cccc([N+](=O)[O-])c2)n1C,0.047843899577856064,inf
COc1ccc2oc(C(=O)c3ccc(Cl)cc3)c([N+](=O)[O-])c2c1,0.027514131739735603,inf
Cc1ncccc1C(=O)OCC(O)=Nc1nc2ccccc2s1,0.0150886420160532,inf
CCCC[n+]1cccc(C)c1.[Br-],0.21831592917442322,inf
CCc1ccc2c(c1OC)-c1c3c(c(N)c(OC)c1C[C@@H]2C(=O)O)C2,Invalid SMILES,Invalid SMILES
CCCNCCCN=C(O)c1ccc(C(=O)C[n+]2cc(-c3ccc(C)o3)cc([N+](=O)[O-])c2)cc1,0.057912517338991165,inf
Cc1cnc(C)c(OCCc2sc(-c3ncccn3)nc2C)n1,0.023044927045702934,inf
COc1ccc2c[O-][K+].P(=O)(Oc3cccc(OC)c3)SC2,Invalid SMILES,Invalid SMILES
CCC[C@](O)(/C=C/C)[C@H]1[C@@H]2CCCCN2C(=O)N1C[C@H](C)C,0.004394647665321827,inf
COc1cc2[nH]c(C)c(C-c3ccc(OC)cc3)c(=O)c2cc1OC,0.022502774372696877,inf
CCCCNc1ccc(C)c(C)c1.O=C(O)C(=O)O,0.020632000640034676,inf
N#C/C(=C/C=C\c1ccc(O)cc1)C(CSCC(C)C)CN1CCN(c2ccc(C(F)(F)F)cc2)CC1,0.02013906091451645,inf
COP(=S)(OC)Oc1cccc(Cl)c1,0.4711891710758209,inf
COc1cc(NC(=O)Cc2cccnc2)cc(OC)c1,0.011347309686243534,inf
COC(=O)[C@@H](C)COc1c2oc(=O)c(C)c(C)c2c(OC)c1Cl,Invalid SMILES,Invalid SMILES
CC(=O)Nc1ccc(OCC(O)CN2CCN(c3ccc(Cl)cc3)CC2)cc1,0.030331971123814583,inf
O=S(=O)(/CCCN1CCN(c2ccc(F)cc2)CC1)(Cc1ccccc1)OC(F)(F)F,Invalid SMILES,Invalid SMILES
CCc1nnsc1C(=O)OCC(=O)c1c(O)cc(C)cc1O,0.016874032095074654,inf
N#CC1(C(=O)NCCN2CCN(c3ccccc3)CC2)CCCCC1,0.024536743760108948,inf
Cl.Clc1ccccc1NC1=NCCN1,0.026965118944644928,inf
ClC(Cl)=CCN1CCN(c2ccc(Cl)cc2)CC1,0.048415325582027435,inf
CCOC(=O)c1cncn1[C@H](C)c1ccc(N)cc1,0.012337308377027512,inf
CCOC(=O)C1=C(CSc2nc(=N)[nH]c(-c3ccc(Cl)cc3)c2C#N)N=C(O)NNC1c1ccccc1,0.018321659415960312,inf
CCCN(C(=O)c1cc2c(cc1Br)N(C)C(=O)CO2)C1CCCCC1.Cl,0.04960587993264198,inf
OC(CC1CN2CCCCC2C1)=Nc1ccncc1,0.03326461464166641,inf
CC1=N[C@@H](CCCCCCCCCCCF)Cc2ccc(O)cc21,0.04619598016142845,inf
CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,0.0018834888469427824,inf
Cc1cc(C)cc(N2CCN(C(=O)Cn3c(=O)[nH]c4ccccc43)CC2)c1,0.04427582398056984,inf
Cl.Clc1ccc(NC(=N)N2CCc3ccccc3C2)c(Cl)c1,0.025899263098835945,inf
CCCC[n+]1ccccc1C.F[B-](F)(F)F,0.24850775301456451,inf
O=C(C1CCCN(C/C=C/c2ccccc2)C1)N1CCCC(C(O)=Nc2cccc([N+](=O)[O-])c2)C1,0.038310885429382324,inf
O=C(O)[C@H](CN1C(=O)N2CCN3CCc4ccccc4[C@@H](CC[C@@H]3CC(F)(F)F)CC2C1=O)C(O)=NCc1nc2cccccc2[nH]1,Invalid SMILES,Invalid SMILES
COc1ccc(C(CN=C(O)c2cc(C(C)=O)ccc2N=C(O)OCC(=O)c2c(C)[nH]c3ccccc23)cc1,Invalid SMILES,Invalid SMILES
COc1ccc(NC(=O)c2nc3c(C)cccc3s2)c(OC)c1,0.025199508294463158,inf
CCOP(=O)(OCC)Sc1nc(=O)n(CC)c2ccccc12,0.3836311101913452,inf
CC(C)n1ncc2ccc(NC(=O)CCCCN3C(=O)COc4ccccc4S3(=O)=O)cc21,0.02685593254864216,inf
COc1cc(Cl)c(C)cc1N=C(O)CNCc1ccc(C)cc1.O=C(O)C(=O)O,0.01582309976220131,inf
COP(=O)(OCC(N)=O)C(Cl)(Cl)Cl,0.11631771177053452,inf
OCc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@]4(O)[C@H]([C@H]2CC2)N(CC2CCCC2)C[C@](O)(CC(O)=N2CCCCCC2)CC[C@@]31O,Invalid SMILES,Invalid SMILES
COC(=O)[C@H]1C[C@H](O)C[C@H]2O[C@H](c3ccnc(O)n3)C1=O,Invalid SMILES,Invalid SMILES
O=[N+]([O-])c1c(N2CCc3ccccc3C2)cc(Cl)cc1Cl,0.0437256395816803,inf
COc1cccc(C(COCCOCCOc2ccccn2)N)N2C(=O)C2(C)CCC2)c1OC,Invalid SMILES,Invalid SMILES
CSc1ccc2nc(O)c(C/C=C3\SC(=N/O)N=C3O)sc2c1,Invalid SMILES,Invalid SMILES
NC(=O)NCCCCCCCCCCC/C(=O)O,0.009556664153933525,inf
CCN(CC)c1ccc(/C=C2\COc3c(OCC)cccc3C2=O)cc1[N+](=O)[O-],0.05921654403209686,inf
Cl.OC(COc1ccccc1)=NC1CCCc2ccccc21,0.015134068205952644,inf
CCOP(=O)(OCC)SCN1CCCC1=O,0.2009560912847519,inf
CCC(=O)N(C[C@H](C)N=C(O)[C@@H](CC)N=C(O)N=c1cc([N+](=O)[O-])cc[nH]1)c1ccc(OC)cc1,0.02887943759560585,inf
N#CCSc1ccc(Cl)cc1,0.008306927047669888,inf
CC(C#N)CN(C)CCc1cc(Br)cs1,0.015473014675080776,inf
Cl.Clc1ccc(CCN=C(O)COCCN2CCN(c3ccccc3)CC2)cc1.O=C(O)C(F)(F)F,0.028758684173226357,inf
CCCC(O)=Nc1cccc(C2OCC(CO)O2)c1O,0.007068582810461521,inf
CC(C)Cc1nn2ccccc2c1C(=O)O.Cl,0.024119528010487556,inf
[N+]([O-])1P([O-])(C[O-](O)=Nc2ccc(C#N)cc2)CC2CCC1N(Cc1cnc(N)nc1)CC2,Invalid SMILES,Invalid SMILES
CC(C)N(C)c1ccc(O)c(N=C([O-])c2cc3ccccc3c(Br)c2[N+](=O)[O-])c1,0.036862812936306,inf
Cc1ccsc1C(=O)N1CCC(CCOc2ccc3c(C)cc(=O)oc3c2)CC1,0.03860396519303322,inf
COc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(OC)cc3)C2)c(CN2CCN(C)C[C@H]2Cc2ccccc2)c1,0.029808955267071724,inf
CN(C)C=O.CS(=O)(=O)/C(=C\c1ccc2c(c1)OCCO2,Invalid SMILES,Invalid SMILES
CCN(CC)CCN=C(O)N(Cc1ccccc1)Cc1ccco1.Cl,0.026649488136172295,inf
O=C1N=C(O)/C(=C/c2ccc(Cl)cc2)S1,0.013476590625941753,inf
Cn1c(=O)cc(OCCCCCCN2CCOCC2)c(C#N)c2ccccc21,Invalid SMILES,Invalid SMILES
NS(=O)(=O)c1c(-c2ccc(Cl)cc2)oc2ccc(Cl)cc12,0.014178210869431496,inf
c1ccc2oc(SCCN3CCCCC3)nc2c1,0.08562418073415756,inf
OC(CN1CCCCC1)=N[C@@H](Cc1ccccc1)c1ccccc1,0.016712600365281105,inf
CCOP(C)(c1ccccc1)=N/N=C\c1ccc(F)cc1,0.02878124639391899,inf
CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]12C,0.0025022942572832108,inf
CCNCCCN1c2ccccc2CCc2cc(C(C)(C)C)ccc21.Cl,0.047848910093307495,inf
O=C(O)c1ccc(-n2c[n+](-c3cccc([N+](=O)[O-])c3)nn2)cc1,0.03534458205103874,inf
c1nc2ccc(Nc3nc(NC4CCCCC4)[nH]c(N4CCCCC4)n3)cc2[nH]1,Invalid SMILES,Invalid SMILES
C=CCN1C(=O)O[C@@H]2C3CCc4ccc(O)cc4[C@]2(CCN3CC2CC2)C1=O.O=C(O)C(=O)O,0.01715964451432228,inf
CC1=C(C(=O)CO)C(c2ccccc2)CC2C=CCCC2(C)C(=O)CC2=COC1=O,Invalid SMILES,Invalid SMILES
O=C(c1ccco1)N(c1ccccc1)c1ccccc1,0.007567344233393669,inf
O[C@@H](OC(=NCCN1CCOCC1)C(F)(F)F)C(=Nc1ccccc1F)Nc1ccc2c(c1)OCCO2,0.03029969520866871,inf
CC(Sc1ncn[nH]1)C(O)=NC(=O)O,0.014015219174325466,inf
Cc1cc2c(c(=O)n1C)OCO2,0.04328345134854317,inf
C#CCCC(=O)OCC,0.0002758697373792529,inf
OC(=NC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1,0.02007683552801609,inf
COc1ccccc1C(=O)O.CS(=O)(=O)N=C(O)c1ccc(Cl)cc1,0.01043369248509407,inf
Cc1cc(C)cc(C)c1OCCCCN1C)c1ccccc1,Invalid SMILES,Invalid SMILES
CCN(CC)CCN=C(O)O[C@H](C)c1ccc([N+](=O)[O-])cc1,0.051358867436647415,inf
C=CCCl,0.0021290236618369818,inf
CC1(CO)CCCCC1.C=C(O)C(=O)O,0.002457606140524149,inf
C[C@@]12CCC(=O)C=C1CCC1CC[C@@H]2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,Invalid SMILES,Invalid SMILES
COP(=O)(OC)Oc1nc(C)nc2ccccc12,0.311728835105896,inf
OC(CN=C(O)c1cccc(Br)c1)CSc1ccccc1,0.008437708020210266,inf
N=C(O)C(=S)N1C(=O)C(O)=C(C(=O)c2cc(Br)ccc2O)N=C1O,0.0149640291929245,inf
CCc1noc2ncc(C(=O)N(Cc3cccnc3)C(CCO)CS3)cc12,Invalid SMILES,Invalid SMILES
CCOc1ccc2[nH]c(=N)sc2c1,0.043997667729854584,inf
CCOC(=O)c1cc(N=C(C)O)c2cc([N+](=O)[O-])ccc2n1,0.04039641469717026,inf
CN(C)C,0.00469204131513834,inf
C#C[C@@]1(O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@@H]3[C@H](O)CCC21C,0.0014338809996843338,inf
CC(C)N=C(O)CN1C(=O)C(=O)C(C)(C)S(=O)(=O)c2ccccc21,0.01675678975880146,inf
CC1(C(O)=Nc2ccc(C#N)cc2)CC1(Cl)Cl,0.022771572694182396,inf
O=C(O)C(=O)O.O=C(c1cccs1)N1CCCCC1,0.024945350363850594,inf
Cc1ccsc1C(O)=NC1CCN(CC2CCCO2)CC1,0.024417471140623093,inf
O=[N+]([O-])c1cccnc1NCCO,0.036014243960380554,inf
O=S(=O)(c1ccc(C(O)=N[C@H]2CCCN3CCCCC3CO2)cc1)N1CCCCC1,0.027325943112373352,inf
CCCN(CCC)CCN=C(O)c1nn(-c2ccc(C)c([N+](=O)[O-])c2)c(=O)cc1Cl,0.0748656690120697,inf
CCCCN=C(S)N[C@]1(c2ccccc2)CCCN(C(=O)c2cc3cc([N+](=O)[O-])ccc3o2)[C@H]1CN(C/C=C/N(C)C)C(=O)O,0.043635934591293335,inf
CCCCCN=C(O)c1ccc2nc(-c3ccccc3)c(C(=O)OCC)c(=N)n2c1,0.03255750611424446,inf
COc1cc2c(cc1OC)[C@H](c1ccccc1)CN(C)CC2.CS(=O)(=O)O,0.031039996072649956,inf
COc1ccc2c3c1O[C@@H]1C(=O)CCC4(C)N(C2)[C@H](C)CC(C2=O)CCC314.Cl,Invalid SMILES,Invalid SMILES
CN1c2cc(F)ccc2C(c2ccc3c(c2)OCO3)=NCC1S(=O)(=O)N(C)CC(=O)O,0.052939523011446,inf
CC1CCCCN1CCN=C(O)CC1SC2CCCNC21.O=C(O)C(=O)O,0.004401456099003553,inf
COC(=O)[C@H]1[C@@H](C#N)[C@H]2[C@H](OC)[C@H](CN(C)C)c3cc(OC(O)=N[C@@H]4C(C)(C)C(C)=O)cc(OC)c43C[C@@H]2CN1.C(=O)(CNS)(=O)(=O)O)O,Invalid SMILES,Invalid SMILES
OC1(CN2CCOCC2)CCCCC1,0.003501516068354249,inf
C[C@@H]1CC[C@]2(C)[C@@H]3CC[C@]4(C)CC(C)(CC[C@@H](C)C4=CC(=O)CCCC4C)[C@H]3CC[C@]12C,Invalid SMILES,Invalid SMILES
CCCCSc1cccc(CC)c1.O=C(O)C(=O)O,0.017560118809342384,inf
C=C=CCN1CCC(CC=C)CC1.O=C(O)C(=O)O,0.004451032727956772,inf
C#C[C@@H](O)CC,4.428195461514406e-05,inf
COP(=O)(OC)Oc1cccc2c1C[C@H]1[C@@H](C)CC2OC(C)=O,Invalid SMILES,Invalid SMILES
Clc1cccc2[nH]c3ncnc3c12,Invalid SMILES,Invalid SMILES
CC(=O)OCC(=O)C12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC12C,0.0020420290529727936,inf
CCCS(=O)(=O)C1CCCN(C2=NCCN2c2ccccc2F)C1,0.05715952813625336,inf
Cc1nc2ncnn2c(C)c1CCC1CCCO1,0.05417123809456825,inf
COC(=O)CCC(=O)C1(C)CCN(Cc2ccc(F)cc2)CC1.Cl,0.019326848909258842,inf
CCCCC[n+]1ccccc1C.F[B-](F)(F)F,0.23891448974609375,inf
CC(O)CNCCSCCc1ccccc1.O=C(O)C(=O)O,0.011460836976766586,inf
COCCN(Cc1ccccc1Cl)Cc1cnc2ccccn12.Cl,0.030987640842795372,inf
C=CCN=C(O)NC1CCN(C(=O)CCc2ccc(Cl)c(Cl)c2)CC1,0.020952284336090088,inf
Cl.O=C(O)CN1CCN(C/C=C/c2ccccc2)CC1,0.0365108884871006,inf
CCCNc1cc(-c2ccc(C)cc2)nc(-c2ccncc2)n1,0.024481430649757385,inf
CNCC(O)(c1ccccc1)c1ccccc1.Cl,0.004770932253450155,inf
CCl.O.NC(=NCCc1ccc(F)cc1)C(O)=NCCCN1CCN(c2ccccc2)CC1,0.040602657943964005,inf
COc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1N=C(O)CN1CCN(c2ccccn2)CC1,0.015879573300480843,inf
O=C(CCCN1CCN(c2nc3ccccc3[nH]2)CC1)N1CCCC1,0.10453743487596512,inf
CCOc1cc(OCC)cc(C(O)=NCCCN2CCN(c3ccccc3F)CC2)c1.Cl,0.05354264751076698,inf
ON=C(S)N1N=C(c2ccccc2)CC1c1ccc(Cl)cc1,0.012782164849340916,inf
CC(CCc1ccccc1)NCCc1c[nH]c2ccccc12,0.02157507836818695,inf
CCN(CC)CCN=C(O)c1cc2c(=O)n(Cc3cc(C)on3)c(O)nc2nc1C,0.05208076909184456,inf
COc1ccc(S(=O)(=O)N2CCCC(CCC(=O)N3CCOCC3)C2)cc1,0.021423442289233208,inf
Fc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,0.010638248175382614,inf
CC12C=CC(=O)C=C1CCC1C3C4CCC(O)(C(=O)CO)C5CC5(C)C4(F)C(=O)CC3(C)C12C,0.002386727835983038,inf
CC1CN(CCCOc2cc(Br)cc(Br)c2)CC(C)O1,0.019791781902313232,inf
COc1ccc(C(N=C(CCl)c2ccc[n+](C)c2)c2cc(OC)c(OC)cc2)c(OC)c1,0.02255292795598507,inf
COP(=O)(OC)Oc1ccc(Br)cc1.Cl,0.3468398153781891,inf
CC(C)(C)OC(=O)O[C@H]1C=C2C=C(c3ccccc3)C(=O)c3c(C(C)(C)C)c3cc(OC[C@@H](C)CCC)ccc3[C@]12.O,Invalid SMILES,Invalid SMILES
O=c1c2c(Cl)cc(Cl)cc2ncn1CCO,0.028985580429434776,inf
C=CCN1CCC23c4c5ccc(O)c4OC2(CCN3CC2CC2)CCC5C5,Invalid SMILES,Invalid SMILES
Cl.OC[C@@H](O[C@H](CO)Cn1cnc2c1c(=O)n(CC[C@@H](O)[C@H]3C[C@H](O)[C@H](O)[C@H](O)[C@@H]3O)c(=O)n4c(-c5ccccc5)ccc4)c21C.O=O,Invalid SMILES,Invalid SMILES
OCCN=C(O)N1C[C@@H]2Cc3cc(O)ccc3C[C@@H]2C1,0.030112700536847115,inf
CO.N=C(O)[C@@H](C)N=C(O)[C@@H](C)CN=C(O)[C@@H](C)O,0.0015288136200979352,inf
C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=C[C@H](C)CCC4(C)C3C(=O)CC21C,0.0011487992014735937,inf
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C,0.001982335699722171,inf
Cc1oc(C)c(C(=O)C(C#N)=C(N)O)c1C,0.019029641523957253,inf
O=S(=O)(N1CCCCC1)N1CCC(C(O)=NCc2ccccc2Cl)CC1,0.041613977402448654,inf
COc1ccc(NC(=O)Cn2nc(-c3cccc(F)c3)c3ccccc3c2=O)cc1,0.018482815474271774,inf
CCC(C)n1cc2c(n1)C(CN1CCN(CCc3ccccc3)CC1)=NCCc1cccs1,Invalid SMILES,Invalid SMILES
COc1ccc(C2C=CC(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,0.02014351636171341,inf
CCOP(=S)(OCC)SCc1nc2ccccc2[nH]1,0.5072329044342041,inf
COc1cc2c(cc1OC)-c1cc(Br)ccc1C23=O,Invalid SMILES,Invalid SMILES
Cl.OC(C[n+]1cc2c3c(cccc13)=NCC3)CC[C@@H]21.[Cl-],Invalid SMILES,Invalid SMILES
CCCCCCCCCCCCC[C@H]1CCCCC1.O=C(O)C(=O)O,0.007349429186433554,inf
O=C(O)C1CCCC2c3cccc4[nH]cc(c34)CC21,0.04146856814622879,inf
CC(C[N+](CC)(CCCC(O)=NC(C)(C)C)CC(=O)O)c1ccc(Br)cc1,0.0412435419857502,inf
Cc1cc(F)ccc1-n1cc(CN2CCN(c3ncccn3)CC2)nn1,0.047222062945365906,inf
CCc1cc(C(=O)OC)c(N=C(O)c2cccnc2)s1,0.014398783445358276,inf
O=C1c2ccccc2C(=O)N1Cc1nc(-c2ccc(Cl)cc2)no1,0.017556605860590935,inf
CC(=O)[C@@]1(O)CCN2CC(=O)N(CCCN3CCN(c4ccc(Cl)cc4Cl)CC3)C(=O)C2C1.Cl,0.03176448866724968,inf
CC,0.003709367010742426,inf
CCN(CC(=O)OC)C(=O)CSc1ccc(Cl)cc1C(=O)C2(CCN3CCCC3C)CCCC2)C1=O,Invalid SMILES,Invalid SMILES
O=C(NOC(O)=Nc1ccc(C(O)=NC2c3ccccc3CC2C)cc1)c1ccccc1,0.012239902280271053,inf
COP(=O)(OCCN1CCCC1)Oc1cc(C)c(C)c(SC)c1,0.3320484459400177,inf
COc1cccc(C(O)=NC(c2ccccc2)c2ccc(OC)c(OC)c2)c1OC,0.008953562937676907,inf
Cc1ccc2c(O)nc(=Nc3ccccc3)[nH]c2c1C,0.018777111545205116,inf
CN(c1ncnc2c1oc1ccccc12)C1CCCCC1,0.07319699972867966,inf
