SMILES,D2R_Activity,D2R_pIC50,D3R_Activity,D3R_pIC50
CSc1ccccc1C(=O)NCCCn1cc(-c2ccccc2)nn1,0.00967817846685648,-2.4169683790352052,0.0014303548960015178,-2.60195656298983
CCOc1ccccc1OCCCN1C(=O)COc2cc(N)ccc21,0.00548204779624939,-2.584055075628967,0.001751458621583879,-2.9141507269109237
CN1CCC(N(c2ccc(C#N)cn2)S(=O)(=O)CCCc2ccccc2)CC1.Cl,0.0390637032687664,-2.5834852508686525,0.0006039332365617156,-3.555221169941931
Cc1ccc2onc(C(O)=Nc3c[nH]c4ccccc34)c2c1,0.004566447343677282,-3.1471521999393284,0.0032743625342845917,-3.3356495561768154
Cc1nc2cc(NC(=O)c3c(F)cc(F)cc3F)ccc2s1,0.0036559656728059053,-3.184787657094421,0.002920282306149602,-3.7593756773763713
C#CCNC1(C(=O)N(Cc2ccccc2)C(=O)N=C1O)c1cccc2ccccc12,0.0020572657231241465,-3.172720410587812,0.000597079808358103,-4.185905693756226
Cc1nc(C)c(COc2ccccc2)c(CCN2CCc3ccccc3C2)c1C,0.22635456919670105,-3.4996347082502184,0.004249689169228077,-3.316549709804166
COc1ccc(S(=O)(=O)NC(=O)C2CC3C=CC2C3)cc1N=C(O)COC(=O)CC(C)C,0.00626355642452836,-4.184624923763029,0.000812672427855432,-4.5694487296978465
CCCC(=O)N1c2cccc(C)c2C(c2ccc(F)cc2)S1(=O)=O,0.006893543992191553,-3.0694507179312556,0.0012498308205977082,-4.078386113950639
CC(C)NC(=O)Cn1nnc(-c2cccc(Cl)c2)n1,0.0065705361776053905,-3.69726098893137,0.0005169513169676065,-3.8156398241134397
CN(C)Cc1cccc(/C=C/n2c3cnccc3c3ccccc32)c1,0.03300562873482704,-3.1235315818987814,0.0013636655639857054,-3.64734526956898
Cc1cc(OCc2ccccc2)c(C(=O)c2ccc(O)c(O)c2)o1,0.009879379533231258,-2.6166179443446977,0.01085988525301218,-4.181982322424424
Cc1nn(C(C)(C)C)c(C)c1CNC(=O)C(C)N1CCN(c2ccc3nnnn3n2)CC1,0.006976845674216747,-2.840613421095741,0.0018732774769887328,-2.430836426591985
O=C(N1CCCC1)C1(c2ccccc2)CCCN(Cc2cccc(Br)c2)CC1,0.03637342154979706,-3.111052298494515,0.0009629774722270668,-3.847282112474434
CC(C)N=C(O)Oc1cccc(C(=O)Nc2nc3ccccc3s2)c1,0.002773549407720566,-4.036773761853344,0.0025036607403308153,-3.8219094715629605
Cc1cc(C(N)=O)ccc1NC(=O)Cn1c(=O)c(COc2ccc3ccccc3c2)n(Cc2ccccc2)n(=N)c1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC1(C)C(O)=Nc2ccc(Cl)c(S(N)(=O)=O)c21,0.0038455782923847437,-0.45401326786834284,0.0010230643674731255,-2.952842616353843
CCOc1cccc(-c2oc3ccccc3c2C#N)c1,0.008800304494798183,-2.364315301956225,0.0013812338002026081,-3.2651721858095883
CCOP(=S)(OCC)SCN1CCN(c2ccc(Cl)cc2)CC1.O=C(O)C(=O)O,0.0632413849234581,-3.1355249363781543,0.0031408928334712982,-3.104508273796553
COc1ccccc1-c1cc(C(C)(C)O)no1,0.010269236750900745,-1.5683972536224635,0.00748273404315114,-2.134360279155748
Cl.O=C(C[n+]1cccn1Cc1ccccn1)N=C(O)CC1CCCCC1,0.004795699845999479,-4.595474656695694,7.895690214354545e-05,-5.10546485322504
Cn1c(CN2CCOCC2)nnc1SCC(O)=Nc1ccc(Cl)cc1,0.005977841559797525,-3.9546488427882176,0.0004923763917759061,-3.8003180181024447
O=[N+]([O-])c1ccccc1OCC(O)CN1CCN(c2ccccn2)CC1,0.8506656289100647,-3.7147716917004856,0.019245145842432976,-2.3768488257535463
Cc1ccc(C(C)(C)C)c(OCC(O)CN2CCN(c3ccccn3)CC2)c1,0.7630782127380371,-2.945624987910267,0.05005043372511864,-2.198448851456792
CCOc1ccc(CC2CN=C(O)C2(C#N)C(=O)N2c2ccccc2)cc1OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1ccc(-n2cnnc2)c(C(=O)OCC(O)=Nc2ccc(Cl)cc2)c1,0.004435026086866856,-4.155046328335911,0.0010776339331641793,-3.784713781000103
Br.OC(CCCN1CCN(c2ccccn2)CC1)CN1CCc2ccccc21,0.742091715335846,-2.21950259774488,0.03225962817668915,-1.7728669007730549
N#Cc1c(C(O)=NCC2CC3CCC(C2)C3)c2ccccc2c1OCCO2,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCc1nn(-c2ccc(C)c(C)c2)cc1C(=O)N1CCCN(C(=O)c2cccs2)CC1,0.004685283172875643,-4.134497052484277,0.0028128831181675196,-3.283378339514617
COc1ccc(S(=O)(=O)N(C)C)cc1N=C(O)CCc1coc2cc3c(cc12)OCCO3,0.025723164901137352,-2.8994170979071208,0.0016971509903669357,-3.802311174661382
CC(=O)C1(O)CCN(C(=O)CCCc2cc(O)n(-c3ccc(OC(C)(C)C)cc3)n2)CC1,0.005141329951584339,-0.889920474926446,0.00454245088621974,-2.9443347428526936
Fc1ccc(-n2nnc3ccc(N4CCOCC4)nc32)cc1,0.0038745240308344364,-2.499116998010379,0.0018708576681092381,-1.9760139563310097
COc1ccc(OCC(O)CN2CCc3ccccc3C2)cc1.Cl,0.43388473987579346,-3.677878847111432,0.013536681421101093,-2.8069166849386886
CCOc1cc2c(cc1OC)C(=O)N(c1ccc3c(c1)OCCO3)C2=O,0.002034709556028247,-4.104372736051513,0.0027810372412204742,-3.6599247503775896
C=CCCN=C(O)C(O)c1sc2nc3ccc(C)cc3c(=O)n2c1C,0.005737814586609602,-3.574494070276291,0.002517541404813528,-3.018067575367985
CCN(CCn1c(SCn2nnc3ccccc3c2=O)nc2ccccc21,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COC(=O)CC(NC(=O)c1[nH]nc(C)c1C2C)C1CCCCC2O1,0.008888221345841885,-3.5672147132896153,0.0006552411941811442,-3.641704394423396
COc1cccc(-c2nc3c(c(C(=O)N4CCOCC4)n2CCCO)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1nn2c(=O)c3ccccc3nc2c1-c1ccc(CN2CCCC2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCCN(CC(=O)N(C)c1ccccc1)S(=O)(=O)c1nnc(-c2cccc(OC)c2)n1C,0.005772121716290712,-3.11994221090681,0.001245681894943118,-3.77311199593514
O=C1CCCCN1CCCC(O)=NCCOc1ccccc1Cl,0.0044759358279407024,-2.499397450792078,0.00035630527418106794,-3.051569874201995
COc1cc(OC)c(-c2cc(CCc3nc(-c4ccc5c(c4)OCO5)no3)no2)cc1OC.O=C(O)C(F)(F)F,0.006167963147163391,-2.916097865364707,0.010359031148254871,-2.7335646502291313
CCOC(=O)C(=CC(N=C(C)O)c1nc(C)sc1C)c1ccccc1,0.0023500837851315737,-3.9086590173420253,0.003501772414892912,-4.1569991136406195
COc1cc2c(=O)c(-c3ccc(-c4ccccc4)[nH]3)coc2cc1OCCCN1CCOCC1.O=C(O)C(F)(F)F,0.004639105871319771,-2.6462066358873426,0.00646222522482276,-2.3266306359982383
Br.c1ccc(SCCN2CCN(c3ccccc3)CC2)nc1,0.8563129901885986,-2.8581402776496994,0.030008552595973015,-2.239015294052226
O=C(Nc1ccccc1)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,0.013633012771606445,-3.905857397206309,0.001311126397922635,-3.7921722212604028
Cc1ccc(N2C(=O)c3ccccc3N=C2O)cc1,0.0019628466106951237,-2.765311399211317,0.004185426514595747,-3.2803785178515215
COc1ccc(CNS(=O)(=O)c2ccc(N=C(O)Cc3c(C)noc3C)cc2Cl)cc1OC.O=C(O)C(F)(F)F,0.004567041527479887,-3.401711618377621,0.0023443230893462896,-3.8582575460733866
CCCN1C(=O)c2ccccc2N=C1O,0.0027526752091944218,-1.7715881439524395,0.005524455104023218,-3.097163612918767
Cc1c(N)n(Cc2ccccc2)c(=O)n(-c2ccccc2)c1=O,0.002623707288876176,-3.3597028239753213,0.0011760718189179897,-3.956560350338542
CC1(Nc2ccc(O)cc2)C(=O)N(c2ccc(Cl)cc2)C1,0.008859183639287949,-2.2036982884991696,0.003340413561090827,-3.206445885512751
CCc1onc(C)c1NC(=O)CC1SC(C(=O)N2CCN(c3ccccc3)CC2)N=C1O,0.0077182636596262455,-3.311140992906529,0.0017173903761431575,-3.7289250868316675
O=c1cc(C(F)(F)F)nc(O)n1CC1CCCO1,0.0046774293296039104,-2.8873260130294516,0.002844961127266288,-3.118852384063901
COc1ccc2cc(/C=N/Nc3ncccn3)c(C(F)(F)F)cc2c1,0.003937575966119766,-4.198677055043725,0.002394401701167226,-3.1325654625785813
Cc1ccc(N=C(O)[C@H]2CCCN2C(=S)N2CCN(c3nc4ccccc4[nH]3)CC2)cc1.O=C(O)C(=O)O,0.009824547916650772,-3.676239468718287,0.0013824846828356385,-3.2327941241083358
COc1cccc(-c2ccc(C(=O)Nc3ccc(C(=O)N4CCCCC4)cc3)c(O)n2)c1,0.002827103016898036,-4.122920788729534,0.001714802347123623,-3.58038634504316
CCOc1cccc(CNCCc2ccc3c(c2)OCO3)c1.O=C(O)C(=O)O,0.07085298746824265,-3.3085230643813057,0.002361064311116934,-3.819446511057217
OC(=Nc1ccccc1)c1cc2c(Br)cccc2s1,0.00339642190374434,-3.4749862941106584,0.0034160774666815996,-3.1744112600185765
Cc1cc(N2CCN(S(=O)(=O)c3c(O)noc3C(C)(C)N3CCOCC3)CC2)nc(-c2ccccc2)c1,0.007316798437386751,-1.6187919854268116,0.0026320545002818108,-2.7433614585365924
CCOc1ccc(-c2cnc(Br)cn2)cc1,0.003337983973324299,-3.119161844637911,0.003122363006696105,-2.8305727903715505
Cc1cc(N)c2onc(CSc3n[nH]c(=Nc4ccccc4)c3C#N)c2c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(CCCN1C(=O)C2(CC1)Nc1cccc(OC(F)(F)F)c1)N1C=C[C@H]2OCO1CCN(Cc1ccccc1)[C@H]1cccccc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1nc(-c2ccncc2)nc(N2CCCC2)c1N,0.0056673334911465645,-3.5589196986193934,0.0033827347215265036,-2.527435182867497
Cc1cc([C@@H]2CN=C(c3ccc(Cl)cc3)C2=O)c2cc(C)c3c(=O)oc(=O)n3nc2n1.O=C(O)C(=O)O,0.00672200508415699,-3.3889238207597008,0.0036140449810773134,-3.6252735218639787
Cc1ccccc1CNC(=O)N1CCN(c2ccccc2)CC1,0.004150666296482086,-3.3685582826722307,0.002651752671226859,-2.857053771580069
O=C(c1ccccc1C(F)(F)F)N1CCN(c2ccc(N3CCCOC3=O)cc2)CC1,0.002900941763073206,-3.8336829326820485,0.0038058788049966097,-2.488717935147304
CCn1c(C)nc2cc(-c3ccc(NS(C)(=O)=O)cc3)ccc21,0.0049135261215269566,-2.766319926152696,0.0020323919598013163,-3.18232102516285
O=C(NC1CCc2[nH]c(=Nc3ccccc3)sc2C1)c1ccco1,0.004942654632031918,-3.631163393650121,0.0029349657706916332,-3.1843421020525318
CC1(N=C(O)Cc2cc(N=C(O)c3ccco3)ccc2N=C(O)/C=C/c2ccc(C(C(=O)O)N3CCCC3)CCC1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1c(O)nc(SCC(O)=Nc2cc(C(F)(F)F)ccc2F)c2ccc(F)cc12,0.007987956516444683,-2.555485364834178,0.003053313819691539,-3.0336398574097063
CC1(N=C(O)CCC(=O)OCC#Cc2ccccn2)Cc2ccccc2C1.Cl,0.004443093203008175,-3.6191622392003526,0.005051176529377699,-4.208592818461973
CC(C)(C)c1ccc(C(C#Cc2ccc([N+](=O)[O-])cc2)N(CCN)Cc2ccccc2)cc1.O=C(O)C(F)(F)F,0.011720776557922363,-3.868474492938809,0.005967333447188139,-3.6670428208255177
CCOc1ccc(N=C(O)c2cc(C(=O)Nc3ccnn3C(C)C3CCCC3)no2)c(OCC)c1,0.0027598983142524958,-3.9672922717233177,0.0015087403589859605,-3.7896083925077493
N=C(O)NCCN1CCN(S(=O)(=O)c2ccc(-n3ccnn3)cc2)CC1,0.0067335148341953754,-3.0714054412813585,0.0013617371441796422,-3.3667792724543126
Cn1ccc2c(C(O)=NC3(C)CCCC3)c(-c3cccc(C(F)(F)F)c3)nccc21,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1noc(C)c1C(=O)OC1CCN(C(=O)c2cc(-c3ccco3)n(-c3ccccc3)n2)CC1,0.004968436434864998,-3.8269662812519383,0.0030110806692391634,-3.4930501786658263
Nc1ccc(C(=O)N=c2cc(Br)c[nH]2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CC(=O)Oc1ccc(-c2csc3nc(-c4ccc5nn(C)c45)cn23)cc1,0.007132975850254297,-3.2185257598111043,0.0017221154412254691,-3.511893819691325
C/C(=N/N=C(O)CSc1nc2ccccc2o1)c1ccccc1,0.00781684648245573,-3.923706498691036,0.0026832919102162123,-3.3229107842326853
COc1ccc(N=C(O)C2CCC(=O)N2)cc1OCc1ccccc1,0.0062385061755776405,-3.7307392003267754,0.0011223674518987536,-4.0385978673584075
c1ccc(OCc2cn(Cc3nc4ccccc4o2)cc1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
c1csc(-c2nc(CSc3nnc(C4CCCCC4)n3C3CC3)no2)c1,0.004556775558739901,-2.9853229372371963,0.0023301024921238422,-2.7266007064624813
Cc1cc(-c2nnc(N=C(O)CCc3ccc4c(c3)OCO4)o2)c(C)n1C,0.007903696969151497,-3.875887695571321,0.00234751938842237,-3.595669579036537
COc1c(Cl)cc(C(O)=Nc2cc(C)on2)c(C)c1Cl.O=C(O)C(=O)O,0.007357048336416483,-3.4373605753801426,0.0018102247267961502,-4.040503389584429
C#CCN1CCC(C(O)=NCc2ccc3c(c2)OCO3)CC1,0.0024280177894979715,-3.6709845963553973,7.235721568576992e-05,-3.891785344400215
COc1ccc(CN2CCC(n3nnc4ccccc43)CC2)c(OC)c1.O=C(O)C(=O)O,0.10097939521074295,-3.1255051128698077,0.003701500128954649,-3.3639842536797424
O=c1oc2ccsc2cc1COc1ccc([N+](=O)[O-])cc1,0.0035302822943776846,-3.9162954191273887,0.0016431966796517372,-3.330112292894457
CCN1CCC[C@]23c4c5ccc(O)c4O[C@@H]2C(O)CC[C@H]3C[C@H]1C5.Cl,0.11138880252838135,-0.5052250119563464,0.013014731928706169,-1.7642843040745948
COc1ccc(/C=C/C(C)=O)cc1COC(COC(C)=O)[C@@H](O)C(c1ccccc1)c1ccccc1,0.004898199811577797,-3.8063884824316396,0.002774151973426342,-3.979369808054142
CCN(CC)CCOC(=O)C(CC(O)=NC(c1ccccc1)c1ccc([N+](=O)[O-])cc1)c1ccccc1,0.013232480734586716,-4.0925298886932,0.0004997624782845378,-4.331484880485803
CN(C)c1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1,0.0088965380564332,-4.135725478591032,0.0006947893416509032,-3.608537865809699
O=C(O)C(=O)O.O=C(c1ccco1)N1CCN(Cc2cc3ccccc3o2)CC1,0.21818655729293823,-3.5418050866546125,0.003285027574747801,-3.62228717619867
Br.OC(CN1CCN(CCc2ccccc2)CC1)=NC(O)=Nc1ccccc1N1CCCC1,0.018854906782507896,-3.8863618096631063,0.009914283640682697,-3.93589317279811
O=C(NCCCN1CCCCCC1)Nc1ccc2nc[nH]c2c1,0.02952229045331478,-3.830109346245551,0.0008374505559913814,-3.5225799631581403
CC1(CCc2ccsc2)CC(O)=Nc2ccccc21,0.006276510190218687,-2.6203843262032884,0.0040863752365112305,-3.362430398509747
C#CCN1CCc2cc(F)c(S(=O)(=O)N(CC(O)=NCC)C(=O)CCn3cc(Cl)cc3)cc21,0.005105090327560902,-3.214661220632761,0.0002550606441218406,-4.4088187094157725
COC/C=C/c1c(O)nc(=Nc2ccc(C)c(Cl)c2)[nH]c1=NCCCN1CCCCC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=c1cc(-c2ccc(OCc3ccc4c(c3)O[C@H](O)[C@H](CO)O4)cc2)cc(OCc2ccc(O)cc2)co1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccc(OC)c(N=C(O)Cn2nc(-c3ccccc3)oc2=O)c1,0.006394816562533379,-3.980189361234114,0.0024953458923846483,-3.962526908879748
Cc1nc([N+](=O)[O-])c2c(n1)CCN(CCCN1CCN(C2c3cccc4cccc(c34)CC2)CC1)CC(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(OC)c(OC)c1,0.007138482294976711,-3.129083314673403,0.0011052107438445091,-3.887948639066158
CCCn1c(C)nnc1SCC(=O)NC1(C(=O)O)CCCCC1,0.005821656435728073,-3.0461054065380933,0.0005603688186965883,-4.114260188395186
O=C(c1ccc[nH]1)c1cc2oc3ccccc3c(=O)c2cn1,0.0026170697528868914,-3.1282116564433093,0.0029557154048234224,-3.2009262136526537
CCc1cc2c(O)nc(N(CCCOc3ccc(OC)cc3)nc2s1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1ccccc1-c1cnc(CN(C)C(=O)c2cccn2C)o1,0.004422271158546209,-3.4565291180107938,0.0016048095421865582,-3.6417297325270197
N=c1[nH]nc2ccc(-c3ccncc3)cc12,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COC(=O)c1c(C2=CCN(C(=O)COc3cccc(Cl)c3Cl)CC2)csc1C,0.006414910778403282,-3.272466524310376,0.003249907633289695,-3.117501153028298
O=C(NCCCc1ccccc1)c1nn(-c2ccc(F)cc2)cc1C(O)=Nc1ccccc1,0.006353071425110102,-3.0633680333257014,0.002498768735677004,-3.1587284263782425
CCS(=O)(=O)N1CCN(Cc2csc(Nc3ncccn3)n2)CC1,0.009307550266385078,-2.7914296116184296,0.0006104431231506169,-3.788106827436952
CCN(CC)c1ccc(/C=C2\CCC(=O)N2C)c(O)c1.O=C(O)C(=O)O,0.010763345286250114,-2.1135828305312643,0.0017611905932426453,-3.8009193542432222
COC(=O)[C@H]1CCC(NC(=S)N=c2ccc(C)cc2)=CC1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
COc1cccc(CSc2nc(-c3ccccn3)[nH]c2O)c1,0.0030154625419527292,-3.0355556004259046,0.003483294975012541,-3.4236056991469557
O=C(c1ccc(Oc2ccc3c(c2)OCO3)cc1)N1CCN(c2ccc(O)cc2)CC1,0.003044513054192066,-3.3725652520792133,0.010083496570587158,-2.892052914850921
COC(=O)C1(O)[C@@H](C(=O)Nc2c(C)cccc2C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)CC[C@]21C,0.006090214941650629,-0.1523467820704898,0.0038679540157318115,-2.1850775044758173
Cl.N=C(O)COc1cccc(-n2cc3c(c(=O)c2=O)CCCC3)c1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1cc(=O)oc2cc(OCC(O)Cn3c(c4ccccc4)nc4ccccc43)ccc12,0.004107669927179813,-2.8539238051917293,0.008657959289848804,-2.871131266897185
CCn1c(-c2ccccc2)cc(C(C)(C)/N=C/c2ccccc2)c1O,0.006422421894967556,-3.114422878009215,0.006418878678232431,-3.1545687005702816
COc1ccccc1C(O)=NCCC(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0.005481940694153309,-3.713944064072505,0.0016086242394521832,-3.620289581436869
c1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cc1,0.19548675417900085,-2.9823558331141875,0.00818691123276949,-2.736671230844757
CCN(Cc1ccc(C(C)(C)C)cc1)Cc1nc(-c2csc(-c3cccnc3)n2)no1,0.011054553091526031,-3.4839066910226344,0.002552480436861515,-3.2765704590995863
COC(=O)c1ccc2c(c1)nc(-c1cccs1)n2CC(O)=NCCCN1CCCCC1=O,0.005195900797843933,-3.5945612248808874,0.0008865445852279663,-3.284397673670589
COc1cc(NS(=O)(=O)c2cccc3nonc23)cc(OC)c1OC,0.004774725995957851,-3.3310361789330605,0.002306985901668668,-3.834495569328568
CCC(=O)O[C@]1(C(=O)OC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]21C,0.01249637734144926,1.1171584918457969,0.008591319434344769,-2.5326320763374826
O=C(c1ccco1)N1CCN(CC(O)=Nc2ccc(C(F)(F)F)cc2)CC1,0.019665030762553215,-4.5243448343603525,0.0030865916050970554,-3.538954107415495
CSc1ccc(N=C(O)CN=C(O)CN2CCN(c3ccccc3)CC2)cc1.O=C(O)C(=O)O,0.031550802290439606,-3.915848282362952,0.0035396330058574677,-3.85439469568973
CN1C(=O)c2cccc3cccc1c23,0.004360172897577286,-2.8459722546025095,0.0020777627360075712,-2.9643578968102564
COc1cc(/C=C2\CC(c3ccccc3)=N2C(C)C)cc(OC)c1OC.Cl,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(C1CCCCC1)N1CC2OCCN(c3ccc(C(F)(F)F)cn3)C2C1,0.005280407145619392,-3.88531781362558,0.0006302245310507715,-2.962305671805929
COc1cc(CNc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc(OC)c1O,0.007181323599070311,-3.200865149918652,0.0019305712776258588,-4.203726934231047
OC(=NCCN1CCN(c2ccccc2F)CC1)c1cc(O)nc(O)c1O.Cl,0.6610826253890991,-0.9698388792894486,0.03135380148887634,-2.7570122408219815
Cc1ccccc1N1CCN(Cc2ncnc3c2nnn3Cc2ccc(C)cc2)CC1,0.10368337482213974,-3.114510039216857,0.002551618730649352,-3.153370143713201
O=C(CN1C(=O)C2(CCCC2)Nc2ccccc21)Nc1cc(-c2ccccc2)no1,0.007856390438973904,-2.8940905950468725,0.0008622868335805833,-3.632758752730658
CCOC(=O)N1CCN(CC(O)=NC2CCCCC2)CC1,0.0009642310324124992,-4.54473755696003,0.0006464355392381549,-4.4377414284508845
Cc1nc(N=C2OCCC3(CN(c4cnccn4)Cc4ccccc4O3)C2N=C(O)OC2CCCC2)sc1C,0.0044173672795295715,-4.149293734785193,0.0018866952741518617,-3.9136750450931936
CCO[C@]1(O)[C@H](Cc2cn(-c3cccc(Cl)c3)nc2-c2ccsc2)[C@@H](CC(=O)N=C(C)O)[C@H]1O,0.0050704036839306355,-2.960450816254405,0.0028512824792414904,-2.6363053481519065
Cc1ccccc1N=C(O)Cn1c(C)cc(=O)c2sc3ccccc3c21,0.005404923111200333,-3.5093005331021625,0.0025834906846284866,-3.751632869354383
COc1ccccc1NC(=O)Cc1c(C)nn(-c2ccc(OC)cc2)c1C,0.004824936389923096,-4.111701754388161,0.001697210012935102,-4.025969969791281
COc1ccc(CN2C(=O)C(=O)c3c[nH]c4ccccc34)cc1OC,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCCCCN1CCN(C(=O)/C=C/c2cc(-c3cc=O)cc(-c4ccc(Cl)cc4)o3)nn2CC1.O=C(O)C(=O)O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
O=C(c1ccco1)N1N(CCc2ccc3c(c2)OCCO3)CCS1(=O)=O,0.0033356512431055307,-2.2480122279984736,0.0018698542844504118,-3.3632598582777353
Cc1ccc(C(=O)Nc2ccccc2CS(=O)(=O)c2ccccc2)cc1,0.003210567170754075,-3.7485953171694915,0.0007469566189683974,-4.16623025281941
COc1ccc(-c2nc(=Nc3nccs3)[nH]c(=Nc3ccccc3Cl)[nH]2)cc1OC,0.00953594222664833,-3.7399804575593913,0.002760524395853281,-3.213423950833968
Cc1ccc(S(=O)(=O)N2C[C@H](c3nn(C)c4ccccc34)CC2=O)cc1C,0.00436008395627141,-3.470893525029328,0.004418380558490753,-3.8375877863058334
CCc1n[nH]c(C2CCCN(Cc3cnc4c3cnn4CC(O)=NC3CCCC3)C2)n1,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
CCN=C(O)c1ccc(Br)c(N=C(O)c2cc3c([nH]c2=O)CCCC3)c1,0.00531247491016984,-3.7598277360754473,0.0011322243371978402,-3.4528901720627845
COc1ccc(NC(=O)C2CCCN2C(=O)c2cccs2)cc1CO,0.00722522521391511,-4.497394413573415,0.0008787810220383108,-4.545530689601409
CC(=O)Oc1ccccc1C(O)=NN=C(O)CN1CCN(c2ccc(OC(F)(F)F)cc2)CC1,0.01038498617708683,-4.329998741229291,0.00821596197783947,-3.8147617055031424
O=C1c2ccccc2C(=O)N1N1CCN(S(=O)(=O)c2cccnc2)CC1,0.003101299051195383,-4.032586423900179,0.0007663358701393008,-4.077363390621572
CCOCCCN=C(O)c1ccc(Br)c2ccccc12,0.005234598647803068,-3.3779074471875936,0.0011699431343004107,-2.5911539570451327
c1ccc2sc(-c3ccc4c(c3)OCCO4)cc2c1,0.007210136391222477,-2.12701825646035,0.0067518618889153,-2.343438796148397
Cc1cc(N/N=C2\Oc3ccccc3C(=O)N2c2ccccc2)no1,0.005122477188706398,-3.8986792090664166,0.00017037265934050083,-3.549589413285868
O=C(c1ccc2ncnc(C(O)=NCc3ccc(Br)cc3)c2c1)N1CCC(O)C1,0.005659577902406454,-4.222084166202327,0.0011049938620999455,-3.4085764917465964
CCN(C(C)C)C(O)=Nc1ccc(N2CCN(CC)CC2)c([C@@H](C)C)c1.O=C(O)C(=O)O,0.062271419912576675,-3.2546822687333727,0.0029097881633788347,-3.290076152498621
CCOc1ccc(C(C)N2CCN(CC(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)CC2)cc1OCC,0.015306972898542881,-4.393912714029221,0.0007956279441714287,-4.482920396936363
OC(CCCN1CCN(c2ccc(Cl)cc2)CC1)=NNc1ccccc1F,0.33971476554870605,-2.2632356009875823,0.009203050285577774,-2.181720573914774
O=C(NCC(=O)N1CCc2ccc(OC(F)(F)F)cc2C1)c1ccc(Cl)cc1,0.0067465645261108875,-3.310553318213964,0.0011806902475655079,-3.076452618211877
CCn1nc(-c2ccc(OC)c(OC)c2)cc(CN[C@H]2CCCCN[C@H]2n2c(=O)[nH]c3cc(-3ccc(F)cc3)n2)c1=O,Invalid SMILES,Invalid SMILES,Invalid SMILES,Invalid SMILES
Cc1[nH]c(=NC(=O)c2ccco2)sc1CC(O)=NC1CCCCC1,0.002995755523443222,-4.728226645144872,0.0006870013894513249,-4.735941535268706
COc1cc(C(=O)Nc2ccccc2O)cc(OC)c1OC,0.0044964393600821495,-3.2695569968919127,0.0035708092618733644,-3.7683960422664198
COc1ccc(CC(O)=NCc2cccc(OC)c2)cc1,0.004752973094582558,-4.143923847474225,0.0009856236865743995,-4.343660726917578
COc1ccc(C2=NN(C(=O)OC(C)(C)C)CC(=O)C2Cc2ccco2)cc1OC,0.007861774414777756,-3.4277134427649445,0.0037481277249753475,-3.7858383409112504
CCC(=O)N=C(O)C1CCC(=O)N(CCc2cccc(Cl)c2)C1,0.007102579809725285,-3.227455341303605,0.0009118505986407399,-4.141597904145657
COc1cccc(OC)c1C(O)=NCC(=S)Nc1nc2ccccc2s1,0.008933035656809807,-3.9027009476481123,0.0032271440140902996,-3.848102615142097
COc1ccccc1CN(C)C(=O)CN(C)C(=O)OC(C)(C)C,0.0053887320682406425,-2.7812329849349835,0.0010313139064237475,-4.32358391105266
