SMILES,_5HT2A_pXC50,D2R_pXC50,D2R__5HT2A_pXC50
Cc1c(Cl)cccc1N1CCN(CCn2c(C)nc3c(sc4ccc(NC(=O)CN(C)C)cc43)c2=O)CC1,6.253352165222168,6.24143123626709,6.247391700744629
COc1ccccc1N1CCN(CCC2OCCc3ccccc3C2=O)CC1,6.068686485290527,7.090229034423828,6.579457759857178
S=CCN1CCC(Cc2ccc([N+](=O)[O-])cc2)CC1,5.4403276443481445,5.190535545349121,5.315431594848633
CN1CC2CC1CN2c1ccc(-c2ccc3[nH]ncc3c2)nn1,6.585599422454834,5.9430108070373535,6.264305114746094
COc1ccc(CC2NCCc3c2[nH]c2ccc3c(c2)OCO3)cc1OC,,,
CC(C)Sc1cc(-c2ccc(F)cc2)c(CC2CCN(CCN(C)C)CC2)c2cccc(F)c2)c1,,,
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.122460842132568,7.078269004821777,7.100364923477173
Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,5.396412372589111,5.084194183349609,5.24030327796936
CNCCc1c[nH]c2ccc(O)cc12,6.451538562774658,6.919209957122803,6.6853742599487305
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,8.906339645385742,7.020926475524902,7.963633060455322
COc1cc2c(cc1N)CN(C)CC2,5.88707971572876,5.209909915924072,5.548494815826416
CC1CN(C2CCc3ccc(Br)cc32)CCC1(C)c1cccc(O)c1,6.866708278656006,7.63978385925293,7.253246068954468
Cc1ccc2[nH]c3c(c2c1)CN(C)CC3c1ccc(F)cc1,7.295471668243408,6.677732467651367,6.986602067947388
Oc1nc2cc(CCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2[nH]1,7.030926704406738,8.566795349121094,7.798861026763916
O=C1CCN(CCCCOc2ccc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)cc2)CC1,7.033370494842529,6.3795952796936035,6.706482887268066
COc1cc(NC(=O)C2CC2)c2ncccc2c1,5.837164878845215,4.990880489349365,5.41402268409729
COc1c(O)c(Cl)cc2c1C(CCN)c1ccccc1C2=O,6.293417930603027,4.5965728759765625,5.444995403289795
CN1CCN(C2Cn3cccc3Sc3ccc(F)cc32)CC1,8.428707122802734,8.455343246459961,8.442025184631348
CN(C)CCC1CC2c3ccccc3Cc3cccc4nc[nH]c34,,,
COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,7.384175300598144,6.572559356689453,6.978367328643799
ON=Cc1ccc(-c2ccc(O)c(F)c2)c2ccccc12,5.25212287902832,7.256975173950195,6.254549026489258
CCN1CCN(CCCc2ccc(F)cc2)CC1,6.10240364074707,5.488223552703857,5.795313596725464
Cc1ccccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1,8.267589569091797,6.397161483764648,7.332375526428223
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3cc(F)ccc3c2=O)CC1,8.33521842956543,7.239031791687012,7.787125110626221
Cc1cc(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)n[nH]1,7.3278961181640625,7.37328577041626,7.350590944290161
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,8.453816413879395,7.821849822998047,8.13783311843872
COc1cc(CC(=O)N2CCc3cc(OCC(O)CN(C)C)c(OC)cc3C2)ccc1N,6.291520118713379,6.158969879150391,6.225244998931885
O=S(=O)(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,8.237322807312012,7.978359699249268,8.10784125328064
COc1cccc(OC)c1C1CC(=O)N2CN(CCc3ccc(F)cc3)CSC12,6.738813877105713,6.771187782287598,6.755000829696655
CC1(C)CC(=O)c2c(C(F)(F)F)n3ccccc23,,,
COc1ccc(Cl)cc1S(=O)(=O)NCCCN1CCC(c2noc3cc(F)ccc23)CC1,8.064277648925781,7.905341148376465,7.984809398651123
O=C(c1cccc(C2=NCCN2)c1)N1CCC(c2ccccc2)CC1,6.693337917327881,5.11075496673584,5.90204644203186
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c12,8.799540519714355,8.132925987243652,8.466233253479004
COc1ccc2[nH]cc(CCN)c2c1,7.499403476715088,5.983126163482666,6.741264820098877
COc1cccc(N2CCN(CCCCNS(=O)(=O)c3ccc(C(C)(C)C)cc3)CC2)c1,6.91195011138916,6.760000705718994,6.835975408554077
CC1CN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CCN1C,7.837459564208984,7.742566108703613,7.790012836456299
Oc1nc2cc(OCCN3CCN(c4cccc5cc(F)ccc45)CC3)ccc2o1,6.589817047119141,8.791884422302246,7.690850734710693
N#Cc1cccc(-c2nc(N3CCN(CCO)CC3)c3ccccc3n2)c1,5.457931518554688,5.815041542053223,5.636486530303955
COc1cc(CCCN(C)C)c2cc(O)c3c(c21)CC(C)NC3=O,,,
N#Cc1ccc(CCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,6.951562404632568,6.344460964202881,6.648011684417725
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,6.442941188812256,5.700214385986328,6.071577787399292
Cc1ncn(CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1C,7.331070899963379,5.274306774139404,6.302688837051392
O=C(NC1CCN(c2ncnc3ccsc23)CC1)c1ccc(Cl)cc1,5.753677845001221,7.013020992279053,6.383349418640137
CN(CCc1ccccn1)C1CCN(c2nc3ccc(Cl)cc3n2C2CCCC2)CC1,7.029788017272949,6.901185512542725,6.965486764907837
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(-c2cccc(F)c2)cc1,8.358454704284668,7.321086406707764,7.839770555496216
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCN(CCc2ccc3c(c2)OCO3)CC1,6.965527057647705,6.082456111907959,6.523991584777832
O=C(NC1CC2CCCCC2C1)c1cc2cc(Cl)ccc2o1,5.922013282775879,6.045144081115723,5.983578681945801
C=C(C)CN(CC)CC(O)COc1ccc(N=S(C)(=O)O)cc1,5.722813129425049,5.456686973571777,5.589750051498413
Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,4.276547431945801,6.217086315155029,5.246816873550415
Oc1ccc(O)n1CCCCCCC(O)c1cccc(F)c1,7.230928421020508,5.175932884216309,6.203430652618408
O=S(=O)(c1ccccc1)N1CCc2cc(NCCN3CCOCC3)ccc21,5.579374313354492,6.156336784362793,5.867855548858643
Cn1ccc(NC(=O)c2cccc(C(F)(F)F)c2)n1,7.231701850891113,7.068988800048828,7.150345325469971
Brc1ccccc1-c1nnc(-c2ccc3c(c2)OCCC(CN2CCC(c4noc5cc(F)ccc45)CC2)O3)o1,7.620713233947754,6.9220380783081055,7.27137565612793
Fc1ccc(-n2cc(CCCN3CCC4(CC3)OCc3cc(F)ccc34)c3ccccc32)cc1,6.88236141204834,7.318342208862305,7.100351810455322
O=C(c1ccc(F)cc1F)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,8.282028198242188,7.08038854598999,7.681208372116089
CN(C)CC(O)COc1cccc2[nH]c3cc(CF)ccc3c12,6.578165531158447,5.739585876464844,6.1588757038116455
Cc1cccc(N(NC2=NCCN2)c2ccccn2)c1,7.182734489440918,5.696193218231201,6.43946385383606
Oc1nc2ccc(SCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2s1,6.183732986450195,8.052528381347656,7.118130683898926
CN1CC2(CCN(Cc3csc4ccccc34)CC2)c2ccccc21,6.793459415435791,6.7192606925964355,6.756360054016113
CCN(CC)CCN1CCN(c2cccc(OC(F)(F)F)c2)C1=O,5.571296691894531,7.271542549133301,6.421419620513916
O=C(CC1CCCCN1c1nc(-c2ccccc2)ccc1Br)c1cccnc1,6.3655853271484375,6.320683479309082,6.34313440322876
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1csc2ccccc12,8.31778335571289,7.942988872528076,8.130386114120483
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc(O)c2ccccc12,8.001801490783691,7.932616233825684,7.9672088623046875
O=C1N=C2CCNCCN2c2ccc(Cl)c(Cl)c21,6.855782985687256,6.4646430015563965,6.660212993621826
Cc1cc(NC(=O)NCC(C)CC(O)CN2CCC(c3cccc(F)c3)CC2)ccc1F,5.184329986572266,6.067758560180664,5.626044273376465
CCC(Cc1ccc(NC(=O)CCCN)cc1)C(=O)N1CCCC1,5.206487655639648,6.740246772766113,5.973367214202881
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4COCC5)CC3)c(F)c12,8.640323638916016,7.986995697021484,8.31365966796875
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)nc2N1,9.16368293762207,8.741589546203613,8.952636241912842
O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,7.208466529846191,8.242632865905762,7.725549697875977
Cc1cnc(-c2ccnc(NCCc3ccc(C)c(F)c3)n2)s1,5.67125129699707,5.7573442459106445,5.714297771453857
O=CC1C2CCC(CC2)C1c1ccc(F)cc1,6.2008233070373535,6.352066516876221,6.276444911956787
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccccc56)CC4)c(=O)c23)C1,7.740028381347656,7.933943748474121,7.836986064910889
O=S(=O)(c1cccc2cnccc12)N(CCCN1CCN(c2ccc(C#CCC3CCCC3)cc2)CC1)CC1CCCCC1,7.632927894592285,6.716498374938965,7.174713134765625
CN(C)CCn1c2ccccc2c2ccccc21,6.785897731781006,6.238023281097412,6.511960506439209
Fc1ccc(CCCN2CCN(c3ccccn3)CC2)cc1,6.909475326538086,6.5223612785339355,6.715918302536011
NCCC(=O)NCCc1c[nH]c2ccc(OCCF)cc12,6.99901819229126,6.789281368255615,6.8941497802734375
O=C(c1ccccc1)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,7.011139869689941,6.805179119110107,6.908159494400024
CC1c2ccccc2C(=O)N1CCc1nc2ccccc2c(=O)n1-c1ccc(C(N)=O)cc1,6.276974678039551,6.234310626983643,6.255642652511597
Fc1ccc(OCC2CCN(CC3COc4ccccc4O3)CC2)c(F)c1,7.2490081787109375,6.977322101593018,7.1131651401519775
CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1,6.922544002532959,6.781023979187012,6.851783990859985
Cc1csc(C(C#N)=Cc2ccc(N(C)C)cc2)n1,4.0277099609375,4.659521102905273,4.343615531921387
CCOC(=O)C1CCN(C2CC(c3ccc(F)cc3)c3cc(-c4cn[nH]c4)ccc32)CC1,6.750183582305908,6.777776718139648,6.763980150222778
O=C(Nc1ccccc1)N1CCCC(N2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)C1,6.593121528625488,6.713683128356934,6.653402328491211
COc1cccc2c1CCC1CN(CCn3c(=O)[nH]c4c(sc5ncccc54)c3=O)CC21,5.3672356605529785,7.334697723388672,6.350966691970825
Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(C)n2)c1,7.393265724182129,5.762156009674072,6.577710866928101
COc1ccc(-c2nc(SCCCN3CCCN(c4ccccc4)CC3)[nH]c2-c2ccc(Br)cc2)cc1,6.992374897003174,6.722340106964111,6.857357501983643
CN1CCN(CCc2c(CC(C)(C)C)[nH]c3ccccc23)CC1,6.0252766609191895,5.890771865844727,5.958024263381958
CCN1CCN(CCCC(=O)c2[nH]c3ccc(F)cc3c2C)CC1,7.0566277503967285,7.035477161407471,7.0460524559021
Cc1onc(-c2cccc([N+](=O)[O-])c2)c1-c1cccc(F)c1,7.503838539123535,5.38087797164917,6.4423582553863525
CCCN(CCC)C1CCc2c(cc(O)c(OC)c2O)C1,5.786401748657227,8.313258171081543,7.049829959869385
COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,6.76815128326416,7.751044273376465,7.2595977783203125
Cn1cc(C2CN(Cc3cccc(C#N)c3)CCO2)c2ccccc21,5.758476257324219,6.51648473739624,6.1374804973602295
O=S(=O)(c1cccc2cnccc12)N(CCF)CC1CCCO1,6.690590858459473,6.854378700256348,6.77248477935791
Oc1ccc2c(c1)CCNCCc1c[nH]c3ccc(Cl)cc13,,,
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c12,8.799540519714355,8.132925987243652,8.466233253479004
O=C(CCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(F)cc1,9.33444595336914,8.237332344055176,8.785889148712158
CN1CCN(C2=Nc3ccncc3Oc3ccc(Cl)cc32)CC1,7.387771606445312,6.032684803009033,6.710228204727173
CN(C)c1nc2c(c(-c3ccc(F)cc3)c1CCN)CC2,7.792606353759766,6.9932541847229,7.392930269241333
CN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O,7.184757709503174,6.22469425201416,6.704725980758667
CCc1c(Cl)ccc(OC)c1OCCNCCOc1ccccc1OCc1ccccc1,7.664063453674316,6.282101154327393,6.9730823040008545
CCCN(CCC)C1CCc2c(cccc2-c2ccc(O)cc2)C1,5.975053310394287,7.917147159576416,6.946100234985352
O=C(CCCN1CCC2(CC1)c1cccc3c1N2CCCS3)c1ccc(Br)cc1,8.282231330871582,8.566481590270996,8.424356460571289
Cc1cc2c(OCC(O)CN3CCC(c4cc5c(C(N)=O)cccc5s4)CC3C)cccc2[nH]1,5.9970479011535645,6.096540927886963,6.046794414520264
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2cc(Cl)ccc2c1,8.529882431030273,7.860456943511963,8.195169687271118
CC(=O)N1CC2C=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C(C(=O)N(C)C)CC1CN2,6.408907413482666,6.3369221687316895,6.372914791107178
CC(C)CCNC1CCc2c([nH]c3ccc(Cl)cc23)C1,7.181286811828613,6.239490032196045,6.710388422012329
COc1ccnc(N(C)C2CCN(CCC(Cc3ccc(F)cc3)NC(=O)C(C)(C)N)CC2)c1,7.022669792175293,6.87447452545166,6.948572158813477
CN1CC(CCO)Oc2c(Cl)cc(Cl)cc21,6.940925598144531,7.442323684692383,7.191624641418457
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,6.792308807373047,6.926215171813965,6.859261989593506
COc1ccc(CC(C)N)cc1,7.3951520919799805,5.588034629821777,6.491593360900879
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,8.284978866577148,8.028115272521973,8.15654706954956
c1ccc(N2CCCC2)cc1CN1CCOC(c2ncc[nH]2)C1,5.859482765197754,6.268611907958984,6.064047336578369
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,8.187575340270996,7.7599005699157715,7.973737955093384
COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)CN(C(=O)CCC2NC(=O)c4ccccc4N2c2ccccc2)CC3)CC1,6.613134384155273,7.0842485427856445,6.848691463470459
Cn1cc(Cl)c(C(=O)N2CCCc3cc(NC(=O)CC(F)(F)F)ccc32)n1,6.776329517364502,5.824167251586914,6.300248384475708
Fc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,4.743523597717285,6.251736164093018,5.497629880905151
CN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,7.035548210144043,6.232208728790283,6.633878469467163
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,8.799490928649902,7.927631378173828,8.363561153411865
N#Cc1ccc(OCC2CN(CCc3ccc(F)cc3)CCO2)cc1,6.521859645843506,6.61484956741333,6.568354606628418
O=S(=O)(c1ccc2ccccc2c1)N(CCCN1CCN(c2ccc(Cc3c[nH]c4ccccc34)cc2)CC1)CC1CCCCC1,7.864066123962402,6.701196193695068,7.282631158828735
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(F)ccc2F)cc1,7.11948823928833,6.7003984451293945,6.909943342208862
O=C(O)CC1CCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1,6.028498649597168,6.076756954193115,6.052627801895142
O=C(CCCc1cc(F)ccc1F)NCCN1CCCC1,5.603548049926758,6.540188789367676,6.071868419647217
O=C(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccccc1F,8.09305191040039,7.688602447509766,7.890827178955078
O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2C(F)(F)F)cc1,5.354701519012451,6.819194793701172,6.0869481563568115
O=C(c1cccc(F)c1)C1CCN(CCc2ccc(I)cc2)CC1,8.76253890991211,6.892410755157471,7.82747483253479
Cc1c(OCCCN2CCN(c3cccc4cccc(F)c34)CC2)ccc2c[nH]c(O)c12,8.403693199157715,7.942543983459473,8.173118591308594
COc1cccc(N2CCN(CCCCc3c[nH]c4ccc(Br)cc34)CC2)c1,7.415246963500977,7.496837615966797,7.456042289733887
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2sccc21,8.88327407836914,6.989493370056152,7.9363837242126465
COc1ccc(OC)c(CN(C)C)c1,6.327876567840576,5.705595016479492,6.016735792160034
CN1CCC(Cc2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,6.779044628143311,6.843657493591309,6.81135106086731
O=C1CC(c2ccc(Cl)cc2)Cc2nc3cc(F)ccc3c(O)c21,6.76596736907959,5.978949069976807,6.372458219528198
CN1CCN2c3c(cccc31)C1CN(CCC(=O)c3ccc(F)cc3)CCC12,8.453150749206543,7.291045665740967,7.872098207473755
Oc1[nH]cc2cc(F)c(OCCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc12,8.33874797821045,8.304299354553223,8.321523666381836
CN1CCN(CCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,6.79435920715332,7.034425258636475,6.9143922328948975
Cc1[nH]c2ccccc2c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,8.749189376831055,6.979045391082764,7.864117383956909
CCc1ccccc1N1CCN(CC2CCc3c(C)ccc(C)c3O2)CC1,6.558383464813232,7.792078018188477,7.1752307415008545
CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)oc34)CC2)c1,6.493638515472412,6.574100971221924,6.533869743347168
COc1cccc2c1CCC1CN(CCn3ncc(=O)[nH]c3=O)CC21,5.2427239418029785,7.32314395904541,6.282933950424194
O=C1NCCc2[nH]c3c(ccc4cnc(C=Cc5cccc(F)c5)cc43)c21,7.559314250946045,6.065185070037842,6.812249660491943
CCC(C)(C)c1nnc(SCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1C,7.569721698760986,7.077758312225342,7.323740005493164
Clc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=S)NC4)CC2)c1Cl,8.442411422729492,8.022769927978516,8.232590675354004
COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,9.390037536621094,7.199215412139893,8.294626474380493
Oc1cc2c(cc1O)C1CC2c2ccc(CN3CCN(c4nsc5ccccc45)CC3)cc21,6.760185718536377,7.74355936050415,7.251872539520264
CCCCc1ccc(-c2ccc(C(=O)Nc3ccc(S(=O)(=O)N4CCCC4)cc3)c(F)c2)cc1,7.213329792022705,6.81429386138916,7.013811826705933
CCN1CCN(c2cccc3c2=NC(=O)CC3)CC1,,,
O=C1CC(c2ccccc2)c2cc(N3CCN(c4ccccn4)CC3)ccc2N1,6.441277503967285,5.648131847381592,6.0447046756744385
CN(C)CC1CC2c3ccccc3Oc3ccc(Cl)cc3C2O1,7.438196182250977,7.716570854187012,7.577383518218994
CCCCCc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1,6.141705989837647,6.51750373840332,6.329604864120483
COc1ccc(S(=O)(=O)N(C)c2c(CN3CCN(C)CC3)cc(Br)cc2C(O)=NO)cc1,4.977632999420166,6.331517219543457,5.6545751094818115
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,8.799617767333984,7.927631378173828,8.363624572753906
Cc1[nH]nc2c1C(c1ccccc1I)C(C#N)C(=N)O2,4.458891868591309,6.461446285247803,5.460169076919556
CC(C)C1CCc2[nH]c3nc(S)nc(O)c3c2C1,5.107807636260986,6.062143802642822,5.584975719451904
CC1CCN(CCCNC(=O)C2CNCC2c2ccc(F)cc2)CC1,5.311950206756592,5.809048652648926,5.560499429702759
Cc1ccc(F)cc1OC(c1ccccc1)C1CNCCO1,7.506368637084961,6.107397556304932,6.806883096694946
NC(=O)c1cc(Cl)cc2[nH]c(-c3ccc(C4CCCNC4)cc3F)nc12,6.92802619934082,5.931025505065918,6.429525852203369
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCNCC1)n2Cc1ccccc1,5.248556137084961,6.27583646774292,5.76219630241394
Oc1cc2c(cc1O)CNCC2c1ccccc1,6.096659660339356,5.534566402435303,5.815613031387329
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1c2ccc(Cl)cc2s1,,,
Cn1nccc1-c1cc(NC(=O)Nc2ccc(F)cc2)ccc1OCCN1CCOCC1,9.159958839416504,6.9457807540893555,8.05286979675293
NC(=O)C1CCN(CCc2ccc(C(F)(F)F)cc2)CC1,7.006516933441162,6.569475173950195,6.787996053695679
O=S1(=O)C=Cc2cc(Cn3ccnc3)ccc2O1,5.31078577041626,6.605684757232666,5.958235263824463
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4nnnn4C)cc32)CC1,6.483476161956787,8.439308166503906,7.461392164230347
CC1CN(c2ccc(C(=O)Nc3ccc(F)cc3)cc2)CCN1C1CCN(Cc2ccc(Cl)cc2)CC1,6.743971824645996,5.6555867195129395,6.199779272079468
O=C(c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1,8.710174560546875,7.344881057739258,8.027527809143066
CN1CCN(CCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.907548904418945,8.197992324829102,8.052770614624023
CCN1CC=C(C2=Cc3ccccc3Cc3ccccc32)CC1,7.706793785095215,7.193935394287109,7.450364589691162
CC1=NCCN1CCC(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,6.189380168914795,5.886833190917969,6.038106679916382
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,8.810114860534668,7.932953834533691,8.37153434753418
NCC1Oc2ccccc2Cc2ccccc21,6.864755630493164,4.5678863525390625,5.716320991516113
CCSc1nc(CC(C)N)cc(O)n1,7.068532943725586,7.387013912200928,7.227773427963257
N#Cc1ccc(N2CCN(CCCc3cn(-c4ccc(F)cc4)c4ccccc34)CC2)c(F)c1,6.673277378082275,7.343206405639648,7.008241891860962
NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,6.66391134262085,6.645355224609375,6.654633283615112
O=C(c1ccccc1)c1ccc(N2CCCC2)cc1O,5.211665630340576,6.147188186645508,5.679426908493042
O=C(CCc1c[nH]c2ccccc12)NCC(O)c1cccc(Cl)c1,6.340993404388428,6.076056480407715,6.208524942398071
O=S(=O)(c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccc(F)cc1,8.808709144592285,5.975332260131836,7.3920207023620605
COc1ccc(OC)c(-c2nn3c(C)cc(C)nc3c2CCN)c1,6.570253372192383,5.696231842041016,6.133242607116699
CC(C)N1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc2CC1,9.733749389648438,6.84133768081665,8.287543535232544
O=C(c1ccc(F)cc1F)C1CCN(CCc2ccc(F)cc2F)CC1,8.566372871398926,6.531583309173584,7.548978090286255
CN1CCN(CCn2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,6.849898338317871,5.963680744171143,6.406789541244507
O=C(NCCCCN1CCC(c2cccc(F)c2)CC1)c1ccc(I)cc1,7.292167186737059,6.878058433532715,7.085112810134887
COc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccc(Cl)cn2)c1OC,5.853278160095215,6.987268447875977,6.420273303985596
Cc1ccc(-c2nn(-c3ccccc3)cc2CNCCCCc2ccc(F)cc2)cc1,7.036745071411133,6.9182281494140625,6.977486610412598
CN1CCN(C2=Cn3cccc3Sc3ccc(Cl)cc32)CC1,9.119335174560549,8.414504051208496,8.766919612884521
Cn1nccc1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCC1,9.326360702514648,6.907782077789307,8.117071390151978
CC1CC1C(=O)Nc1snc(-c2ccnc(Nc3ccc(F)cc3)c2)c1-c1ccnn1C,6.694735050201416,6.114591598510742,6.404663324356079
CN1CCN(C2Cc3ccc(Cl)cc3Cc3ccccc32)CC1,7.936436653137207,7.587376594543457,7.761906623840332
O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,7.208466529846191,8.242632865905762,7.725549697875977
N#Cc1ccccc1OCC(O)CNCCN1CCN(c2nsc3ccc(F)cc23)CC1,6.329063415527344,6.730837345123291,6.529950380325317
CC(=O)N1CCCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,9.178606986999512,7.360213756561279,8.269410371780396
O=C(Cc1ccc(F)cc1)NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C1,6.247671127319336,6.984806060791016,6.616238594055176
COc1ccccc1N1CCN(CCC2CC(C(=O)c3ccccc3)CC2)CC1,6.460219383239746,7.351159572601318,6.905689477920532
CC1CSc2c(C(=O)CN3CCN(c4ccnc5cc(F)ccc45)CC3)cc(F)cc2N1C(=O)CO,7.005686283111572,6.659383296966553,6.8325347900390625
CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,9.169960021972656,7.4745330810546875,8.322246551513672
Cc1ccc(CCCCN2CCN(c3cccc(Cl)c3)CC2)cc1N,7.621204376220703,7.301235198974609,7.461219787597656
NC(=S)NN=Cc1c(O)ccc2ccccc12,5.783280372619629,6.978280544281006,6.380780458450317
CC1CC(C)(C)N1C(=O)CCCCN1CCN(c2noc3cc(Cl)ccc23)CC1,8.290672302246094,7.138093948364258,7.714383125305176
Cc1c(OCCN(C)C)cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5cccc(F)c5)CC4)cc3F)c12,7.51021146774292,5.672048091888428,6.591129779815674
Oc1cc2c(cc1O)C1c3ccccc3CNC1CC2,6.402293682098389,5.678276062011719,6.040284872055054
COc1cccc(C2=NN(CCCCCNCC(O)c3ccc(O)c4nc(O)ccc34)C(=O)C2)c1,6.807066440582275,6.963425159454346,6.8852458000183105
CN(C)CCC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,5.702897548675537,6.048495769500732,5.875696659088135
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21,7.6347198486328125,6.116193771362305,6.875456809997559
COc1ccnc(NC2CCN(CCN3C(=O)C4COc5cccc(O)c5C43)CC2)c1,6.374782085418701,7.226214408874512,6.8004982471466064
Cc1cc2c(cc1C1CCCN1CCC(c3coc4cc(F)ccc34)CC1)OCCO2,,,
CSc1nc(C)c(CCC(=O)NC23CC4CC(CC(C4)C2)C3)c(O)n1,6.356529235839844,6.485283374786377,6.42090630531311
c1cc(-c2cnc(SC3CCN(C4CCCCC4)CC3)[nH]2)ccn1,7.000633239746094,5.782865047454834,6.391749143600464
