SMILES,D2R_pXC50,D3R_pXC50,D2R_D3R_pXC50,_5HT2A_pXC50,D2R__5HT2A_pXC50
COC1=CC(c2c[nH]c3ccc(OC)cc23)C(=O)N(CC2CCCN(S(=O)(=O)c3ccccc3OC)C2)C1=O,6.02159595489502,4.871523857116699,5.446559906005859,5.30615758895874,5.66387677192688
Fc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,5.073801040649414,5.658241748809815,5.366021394729614,5.98276424407959,5.528282642364502
O=S(=O)(NC1CCC(N2CCC(c3cccc(C(F)(F)F)c3)CC2)CC1)c1cccc2scnc12,7.140989780426025,7.592155933380127,7.366572856903076,6.826389789581299,6.983689785003662
COc1cc2c(cc1OC)C1=NOC(CN3CCN(CC(C)=Cc4ccccc4F)CC3)C1CO2,5.917037010192871,6.264880657196045,6.090958833694458,5.66881799697876,5.792927503585815
CN1CCN(C2=Cc3c(cnn3-c3ccc(F)cc3)CC2)CC1,6.211348533630371,6.860577583312988,6.53596305847168,7.831881523132324,7.021615028381348
Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,6.217085838317871,6.279051780700684,6.248068809509277,4.276547431945801,5.246816635131836
O=C1CN(CCCCc2c[nH]c3ccc(-n4cnnc4)cc23)CCN1,7.374773025512695,6.059903144836426,6.7173380851745605,5.254823207855225,6.31479811668396
COc1cccc(CN2CCC(CCOc3cccc(-c4[nH]nnc4C)c3)CC2)c1,7.127201080322266,6.895795822143555,7.01149845123291,6.4326863288879395,6.7799437046051025
COc1cccc(OC)c1C1CCC(=O)N1CC1CCN(Cc2cccc(C(F)(F)F)c2)CC1,6.5519700050354,7.415903091430664,6.983936548233032,6.294914245605469,6.423442125320435
CCc1nc(CC)c(CN2CCN(c3cc(C(C)=O)ccc3OC)CC2)n1C,6.856914520263672,6.742586135864258,6.799750328063965,5.990602016448975,6.423758268356323
CC(C)c1cc(N2CCC(N3CCN(c4ccccc4OC(C)C)CC3)CC2)ccc1N1CCN(C)CC1,6.653298377990723,6.968942642211914,6.811120510101318,6.455590724945068,6.5544445514678955
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c12,8.354814529418945,7.957778453826904,8.156296491622925,9.018909454345703,8.686861991882324
CC(Cc1ccc2c(c1)OCCO2)NCCc1ccc2c(c1)OCO2,5.785781383514404,6.065483570098877,5.925632476806641,6.812923431396484,6.299352407455444
N#Cc1ccccc1CN1CCc2cc(O)ccc2C1,6.295969009399414,6.091087818145752,6.193528413772583,5.656074523925781,5.976021766662598
Oc1ccc(-c2cccc3sc(Nc4ccccc4)nc23)cc1,7.491113185882568,6.05942964553833,6.775271415710449,4.920004844665527,6.205559015274048
CCCN(CCN1CCN(c2cc(C)ccc2)CC1)C1CCc2c(O)cccc2C1,7.396458625793457,8.371337890625,7.8838982582092285,6.9543914794921875,7.175425052642822
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccc2)cc1,7.198726177215576,8.894172668457031,8.046449422836304,6.909572601318359,7.054149389266968
CN(C)CC1CC2c3ccccc3Oc3ccc(F)cc3C2O1,7.53953742980957,7.370771884918213,7.455154657363892,7.360119819641113,7.449828624725342
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,7.458228588104248,9.089479446411133,8.27385401725769,6.472662448883057,6.965445518493652
CCOc1ccccc1N1CCN(CC(O)CNC(=O)C=Cc2ccc(OC)cc2)CC1,6.184919357299805,7.140966892242432,6.662943124771118,5.480019569396973,5.832469463348389
Cc1nc(-c2ccccc2)c(C(=O)NCc2ccc(C(F)(F)F)cc2)s1,5.752744674682617,5.351153373718262,5.55194902420044,5.9307403564453125,5.841742515563965
OCC1Cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2N1,7.387632846832275,8.041431427001953,7.714532136917114,8.137297630310059,7.762465238571167
O=C1COc2ccc(OCCN3CCOCC3)cc2N1,6.666512489318848,5.400605201721191,6.03355884552002,5.629827976226807,6.148170232772827
COc1cc(CN2CCN(c3cc(C(=O)NCC(C)C)c4ccccc4n3)CC2)cc(OC)c1,6.960563659667969,6.253840446472168,6.607202053070068,5.762596130371094,6.361579895019531
Oc1nc2c(OCCNCc3ccccc3)cccc2[nH]1,8.358394622802734,8.122057914733887,8.24022626876831,6.719009876251221,7.5387022495269775
CN1CCc2cc(O)c(O)cc2C(c2ccc(O)cc2)C1,6.021006107330322,6.270174503326416,6.145590305328369,6.491520881652832,6.256263494491577
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1N2,6.285355567932129,6.567668437957764,6.426512002944946,7.853564262390137,7.069459915161133
COc1ccc(-c2csc(CN3CCN(c4ccc(OC(F)(F)F)cc4)CC3)n2)cc1,5.03468132019043,5.697951316833496,5.366316318511963,5.558730125427246,5.296705722808838
Fc1ccc(OCCCN2CCN(c3nsc4ccccc34)CC2)cc1,7.673816680908203,8.012411117553711,7.843113899230957,8.90916919708252,8.291492938995361
CCCCC(=O)NCC1CCc2cc(OC)c(OC)cc2C1,6.998834133148193,5.636837482452393,6.317835807800293,6.320024013519287,6.65942907333374
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1,6.465182304382324,6.170848846435547,6.318015575408936,6.637442588806152,6.551312446594238
COc1ccccc1N1CCN(CCCc2ccc3c(c2)sc(=O)n3CCN2CCC(C(=O)c3ccc(F)cc3)CC2)CC1,7.822451591491699,7.311993598937988,7.567222595214844,7.9140625,7.86825704574585
COc1cc(OC)cc(C(=O)N2CCN(Cc3ccccc3)CC2)c1,5.147530555725098,5.988781452178955,5.568156003952026,5.678033828735352,5.412782192230225
O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cc2ccccc2s1,7.60076904296875,8.926794052124023,8.263781547546387,6.806793212890625,7.2037811279296875
COc1ccccc1N1CCN(CCCCc2ccc3c(c2)sc(=O)n3C)CC1,7.9870924949646,7.794760704040527,7.8909265995025635,6.068063735961914,7.027578115463257
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,7.238006114959717,9.093591690063477,8.165798902511597,6.59303092956543,6.915518522262573
COc1cccc(N2CCN(CCCCc3c[nH]c4ccc(F)cc34)CC2)c1,7.569071292877197,7.519247055053711,7.544159173965454,7.433302879333496,7.501187086105347
CCOc1ccccc1OCCNCCOc1ccccc1OCc1ccccc1,6.14300012588501,7.528677940368652,6.835839033126831,7.092648983001709,6.617824554443359
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1,7.925442218780518,8.398067474365234,8.161754846572876,8.442695617675781,8.18406891822815
CCCC(O)CCN1CCN(C(=O)CCc2ccc(Cl)c(Cl)c2)CC1,5.615065574645996,6.560917854309082,6.087991714477539,5.812901496887207,5.713983535766602
CC#CC1(O)CCC2C3CC=C4CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,6.373306751251221,6.785031795501709,6.579169273376465,6.296322822570801,6.334814786911011
CCc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,6.576076507568359,6.307194232940674,6.441635370254517,6.430325508117676,6.503201007843018
OCC(CO)N1CCN(C2CCC(n3ncc4cc(Cl)c(C(F)(F)F)cc43)CC2)CC1,5.593031883239746,6.4311137199401855,6.012072801589966,7.1475605964660645,6.370296239852905
Cc1cccc(N2CCN(CCCNS(=O)(=O)c3ccc(Br)cc3)CC2)c1C,6.391590118408203,6.815351486206055,6.603470802307129,6.499627590179443,6.445608854293823
O=C(NCc1cccc(F)c1)c1cccnc1NCC1CC1,6.700775623321533,5.905242443084717,6.303009033203125,6.08521032333374,6.392992973327637
O=C1CCc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2N1,8.785455703735352,8.286078453063965,8.535767078399658,8.590685844421387,8.68807077407837
CCN(CC)CCCCOc1ccc2c(c1)C(C)(C)CN2CCC(NC(=O)CNc1ccc(Cl)c(Cl)c1)CC2,,,,,
Cc1c(OCCN(C)C)ccc2c1C(=O)N(CCN1CCOCC1)CC2,5.883258819580078,7.233387947082519,6.558323383331299,6.122150897979736,6.002704858779907
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cnn(C)c4)cc32)CC1,8.523214340209961,7.4359450340271,7.97957968711853,7.68663215637207,8.104923248291016
N#Cc1ccc(F)cc1CC1CCC2CCOC(CN3CCN(c4cccc5ccccc45)CC3)C12,7.039640426635742,6.896363735198975,6.968002080917358,6.43189811706543,6.735769271850586
CC(C)(C)OC(=O)N1CCC(NCCCCN2CCN(c3nsc4ccccc34)CC2)CC1,7.332575798034668,7.053452014923096,7.193013906478882,7.843150615692139,7.587863206863403
COc1ccccc1N1CCN(CCCCc2ccc3c(c2)sc(=O)n3CCN2CCC(C(=O)c3ccc(F)cc3)CC2)CC1,8.005274772644043,7.863858222961426,7.934566497802734,7.983646392822266,7.994460582733154
N#Cc1cccnc1N1CCN(CCCCN2C(=O)C3Cc4c(cc5c[nH]c6c5c4C=CC6)N(C(CO)Cc4ccccc4)C3)CC2=O)CC1,,,,,
Oc1cccc(N2CCN(Cc3cn(-c4ccccc4Br)c4ccccc34)CC2)c1,7.203600883483887,6.568910121917725,6.886255502700806,6.211370944976807,6.707485914230347
COc1ccccc1N1CCN(CCC2CCC(NC(=O)c3cc(Cl)ccc3Cl)CC2)CC1,8.114489555358887,8.64849853515625,8.381494045257568,6.8880085945129395,7.501249074935913
CN1CCc2cc(Br)cc3c2C1Cc1ccc(O)c(O)c1-3,8.117682456970215,8.610336303710938,8.364009380340576,8.11205005645752,8.114866256713867
OC1(c2ccc(I)cc2)CCN(Cc2cn(-c3ccccc3)nn2)CC1,6.8349714279174805,6.627711772918701,6.731341600418091,5.354189872741699,6.09458065032959
COc1ccccc1N1CCN(CCCNc2ccccc2OC)CC1,7.525563240051269,7.079809188842773,7.302686214447021,6.12101936340332,6.823291301727295
O=C1NN=C(Cc2ccc(F)c(C(=O)N3CCN(c4ncccn4)CC3)c2)C2CCC=CC12,5.712876319885254,5.352762699127197,5.532819509506226,6.155871868133545,5.934374094009399
COc1ccc2[nH]cc(CCCN)c2c1,6.020391464233398,6.214115142822266,6.117253303527832,7.362784385681152,6.691587924957275
COc1cccc(C2CC3CCC(N3)C2C(N)=O)c1,6.523102760314941,6.532585620880127,6.527844190597534,5.928837299346924,6.225970029830933
Nc1c(Cl)cc(C(=O)NC2CCCCC2)c2c1CCO2,8.450052261352539,7.426878929138184,7.938465595245361,6.913578510284424,7.6818153858184814
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,8.820858001708984,7.946710586547852,8.383784294128418,8.932706832885742,8.876782417297363
COc1ccccc1N1CCN(CCC2CCc3c(OC)cccc3O2)CC1,7.4304399490356445,7.869060516357422,7.649750232696533,6.204002380371094,6.817221164703369
CCn1c(CN2CCN(c3nc(Cl)ccc3Cl)CC2)nc2ccccc21,6.497363090515137,6.000443935394287,6.248903512954712,5.278529167175293,5.887946128845215
CCN(CC)C(=O)NC1Cc2c(cc3c[nH]c4c3c2C=CC4)N(C)C1,8.286233901977539,9.047680854797363,8.666957378387451,8.844083786010742,8.56515884399414
CC1Oc2ccc(S(=O)(=O)N3CCC(C)(O)CC3CNCCCCc3ccc(F)cc3)cc2N(C)C1=O,6.780909538269043,7.03774356842041,6.909326553344727,5.977670192718506,6.379289865493774
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccsc56)CC4)c(=O)c23)C1,7.998076438903809,7.628334045410156,7.813205242156982,7.72141695022583,7.859746694564819
CCC1(C)Cc2ccccc2C2C=C(C#N)C(N3CCN(C)CC3)C21,5.967380046844482,6.902644157409668,6.435012102127075,6.546945095062256,6.257162570953369
O=C1COc2ccc(C3CCN(Cc4ccc(-c5nnc(-c6cccs6)s5)cc4)CC3)cc2N1,5.939480781555176,5.775891780853272,5.857686281204224,5.800975322723389,5.870228052139282
CN(C)CCN1CCN(c2ccccc2CNC(=O)c2ccc(Cl)c(Cl)c2)CC1,6.209719657897949,6.881607055664063,6.545663356781006,5.966800689697266,6.088260173797607
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,8.820858001708984,7.946710586547852,8.383784294128418,8.932706832885742,8.876782417297363
OC1(c2ccc(Br)cc2)CC2CCC(C1)N2Cc1coc2c1ccc1ccccc12,7.694310665130615,8.169678688049316,7.931994676589966,6.742402076721191,7.218356370925903
COc1cccc2c1CC(C1CCCN1C)N2C(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,6.916206359863281,6.6534528732299805,6.784829616546631,5.266770362854004,6.091488361358643
CCC1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2O1,7.940707206726074,6.113181114196777,7.026944160461426,5.433371543884277,6.687039375305176
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,8.534329414367676,7.216901779174805,7.87561559677124,6.605474948883057,7.569902181625366
NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,6.606348991394043,6.6084065437316895,6.607377767562866,4.774613857269287,5.690481424331665
Fc1ccc(Nc2nc3c(-c4ncn[nH]4)cccc3c3cnccc23)c(F)c1,6.639828205108643,4.840831756591797,5.74032998085022,5.0815839767456055,5.860706090927124
O=C1Nc2ccccc2C1Cc1c(Br)cccc1F,6.434274196624756,6.146754264831543,6.290514230728149,7.564215183258057,6.999244689941406
Oc1ccc2c(c1)OC(CNCCCNc1ccc(Cl)c(Cl)c1)CC2,9.189208030700684,7.990314483642578,8.58976125717163,7.511998176574707,8.350603103637695
Cc1ccc2c(c1)N(CCCN1CCN(c3cccc4nc(C)ccc34)CC1)c1cccc(O)n1CCC(=O)N2,,,,,
CCc1ccccc1N1CCN(Cc2cn(CCCCN3CCN(c4ccccc4OC)CC3)c3ccccc23)CC1,7.340898513793945,7.222228050231934,7.2815632820129395,6.425764083862305,6.883331298828125
CC(C)Oc1ccccc1N1CCN(Cc2ccc(CN3CCCCCC3=O)n2C)CC1,8.326491355895996,6.791306018829346,7.558898687362671,6.384190559387207,7.355340957641602
C=CCN1CCOCC1CN1CCN(c2noc3ccccc23)CC1,6.416702747344971,6.305163860321045,6.360933303833008,6.595560073852539,6.506131410598755
CCCN(CCC)C1CCc2c(cccc2-c2cccc(O)c2)C1,7.757316589355469,8.056761741638184,7.907039165496826,5.7233171463012695,6.740316867828369
COc1cccc(N2CCN(CCCCNC(=O)c3cccc4nc(SC)sc34)CC2)c1,6.660399436950684,7.855097770690918,7.257748603820801,6.272389888763428,6.466394662857056
COc1ccc(CN2CCC(CCc3nc(-c4ccc(NC(=O)c5cccc(Cl)c5)cc4)no3)CC2)cc1,5.8710103034973145,6.45628547668457,6.163647890090942,7.325996398925781,6.598503351211548
O=C1c2cccc3c2CCN1CCCc1c[nH]c2ccc(F)cc12,,,,,
COc1ccccc1N1CCN(CCCNc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)CC1,6.778033256530762,6.212913513183594,6.495473384857178,6.526402473449707,6.652217864990234
O=C(CCCN1CCC2(CC1)C(=O)N(Cc1ccc(Cl)cc1)CN2c1ccccc1)c1ccc(F)cc1,9.040079116821287,7.776834487915039,8.408456802368164,7.988354206085205,8.514216661453247
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4nnn(C)n4)cc32)CC1,8.439382553100586,7.074907779693604,7.757145166397095,6.23906946182251,7.339226007461548
O=C(CCCN1C2CCC1CC(O)(c1ccc(-c3ccc(Cl)c(Cl)c3)cc1)C2)c1ccc(F)cc1,7.318339824676514,8.094029426574707,7.70618462562561,6.940319061279297,7.129329442977905
O=C1N(CCN2CCCCC2)CCN1c1cccc(Cl)c1,8.017598152160645,7.75933027267456,7.888464212417602,6.76125955581665,7.3894288539886475
O=C1CN(CCCCc2c[nH]c3ccc([N+](=O)[O-])cc23)C(=O)N1CCc1ccc(O)cc1,8.206439971923828,6.654363632202148,7.430401802062988,6.388200283050537,7.297320127487183
COc1cc2c(cc1OC)S(=O)(=O)OCC2N1CCC(C(=O)NCC2CC2)(c2ccc(F)cc2)CC1,7.000922679901123,6.579955101013184,6.790438890457153,5.774316310882568,6.387619495391846
FC(F)(F)c1cnc(N2CCN(CCCCOc3ccc4c(c3)OCO4)CC2)c(Cl)c1,6.557215690612793,7.820056915283203,7.188636302947998,6.593783378601074,6.575499534606934
O=C1OCCCN1CCCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,7.194771766662598,6.414767742156982,6.80476975440979,7.205684661865234,7.200228214263916
Oc1nc2ccccc2n1C1CCN(CCC2CCCc3c(O)cccc3O2)CC1,7.577114582061768,7.65669059753418,7.616902589797974,7.258212089538574,7.417663335800171
CN1CCN(C2Cn3cccc3Sc3ccc(Br)cc32)CC1,8.921730041503906,8.506511688232422,8.714120864868164,8.011363983154297,8.466547012329102
CCCN(CCC)C1CCc2cc3c(cc2C1)OCO3,6.240400791168213,7.170927047729492,6.7056639194488525,6.1511125564575195,6.195756673812866
CN1CCc2cc(Cl)c(O)cc2C2c3ccccc3CCC21,6.098809719085693,7.387588500976562,6.743199110031128,7.359335422515869,6.729072570800781
CC(=O)Nc1cccc(S(=O)(=O)NC(CCN2CCN(c3ccc(NC(=O)c4ccccc4)cc3)CC2)Cc2ccccc2)c1,6.491798400878906,6.520962715148926,6.506380558013916,6.091146945953369,6.291472673416138
O=C1c2ccccc2C(=O)N1CCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,7.729631423950195,8.041656494140625,7.88564395904541,7.284828186035156,7.507229804992676
CCCN(CCC)c1nc(C#N)ncc1-c1ccccc1OC,6.561185359954834,6.091835975646973,6.326510667800903,5.117689609527588,5.839437484741211
CCCN(CCC)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)C1,6.135703086853027,7.026256084442139,6.580979585647583,5.917921543121338,6.026812314987183
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1,7.625571250915527,7.357390880584717,7.491481065750122,6.929904460906982,7.277737855911255
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4COCC5)CC3)cc12,8.025102615356445,7.688166618347168,7.856634616851807,8.243461608886719,8.134282112121582
CCn1cc(C(=O)NCC2CCCN2C(=O)Cc2cccc3ccccc23)c(=O)c2ccc(F)cc21,6.421731948852539,6.177609920501709,6.299670934677124,6.782492637634277,6.602112293243408
c1ccc(N2CCN(Cc3c[nH]nc3-c3cccs3)CC2)cc1,6.425070285797119,6.107019424438477,6.266044855117798,5.882933616638184,6.154001951217651
Cc1nc2cccc(CN3CCC(N4C(=O)N(C5CCCCC5)CC4c4ccccc4)CC3)c2o1,6.953546524047852,6.009012222290039,6.481279373168945,6.291271686553955,6.622409105300903
COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,7.114871978759766,6.974062442779541,7.044467210769653,6.648752212524414,6.88181209564209
CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1,7.403750419616699,7.24682092666626,7.325285673141479,7.392728805541992,7.398239612579346
COc1c(Cl)cncc1N1CCN(CC(O)COc2cccc3nsnc23)CC1,6.916728973388672,6.903188228607178,6.909958600997925,5.858260154724121,6.3874945640563965
COc1ccc(S(=O)(=O)NC2CCC(N3CCN(c4cc(Cl)cc(Cl)c4O)CC3)CC2)cc1OC,6.879673480987549,8.350530624389648,7.615102052688599,5.996465682983398,6.438069581985474
CCc1c[nH]c2c([N+](=O)[O-])cc3c[nH]nc3c12,8.128386497497559,5.729165554046631,6.928776025772095,5.941723823547363,7.035055160522461
Oc1[nH]cc2ccc(-c3nnc(N4CCOCC4)s3)cc12,6.914849281311035,6.106602668762207,6.510725975036621,5.135426998138428,6.0251381397247314
Oc1c2c(nc3cc(-c4ccco4)nn13)CCSC2,5.909825801849365,6.619176864624023,6.264501333236694,4.445041656494141,5.177433729171753
CCCN1CCCC(c2cccc(O)c2)C1,6.599302291870117,7.349627494812012,6.9744648933410645,4.903665542602539,5.751483917236328
COc1cc(OC)c(Nc2ccc3nnc(-c4ccc(F)cc4)n3n2)cc1Cl,6.953449249267578,5.5161848068237305,6.234817028045654,6.129998207092285,6.541723728179932
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c12,8.05458927154541,7.951212882995605,8.002901077270508,8.549944877624512,8.302267074584961
COc1cccc2c3c([nH]c12)CCN(C1CCCN3C(=O)C1CC1)C3,,,,,
CN1CCN(c2nccc(C(F)(F)F)n2)CC1,6.181892395019531,6.5268874168396,6.354389905929565,5.816259384155273,5.999075889587402
Oc1nc2ccccc2n1CCCN1CC=C(c2c[nH]c3ccccc23)CC1,7.752115249633789,7.554782390594482,7.653448820114136,5.885167121887207,6.818641185760498
CN1CCCC1Cc1c[nH]c2ccc(C3=CCN(C(=O)Nc4ccccc4)CC3)cc12,6.713839054107666,6.872943878173828,6.793391466140747,7.375723838806152,7.044781446456909
COc1ccc2c(c1)CCC1CN(CCn3c(=O)[nH]c4c(sc5ccc(C#N)cc54)c3=O)CC21,7.341745853424072,7.190673828125,7.266209840774536,5.121586799621582,6.231666326522827
CN(C)Cc1cn(CCN2CCC(c3ccc(F)cc3)CC2)c2ccc(-c3nc4ccccc4o3)cc12,7.20464563369751,5.9416680335998535,6.573156833648682,7.108678817749023,7.156662225723267
O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cc2ccccc2s1,7.600751399993896,8.926794052124023,8.26377272605896,6.806793212890625,7.203772306442261
O=C1N(CCN2CCC(c3noc4cc(F)ccc34)CC2)CCN1c1ccccn1,6.9496002197265625,6.220659732818604,6.585129976272583,8.240961074829102,7.595280647277832
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCN(C)C(C)C2)nc(N2CCC3(CC2)OCCO3)n1,6.1441264152526855,6.211125373840332,6.177625894546509,5.398186206817627,5.771156311035156
O=C(CCCCN1CCC2(CC1)C(=O)N(Cc1ccccc1O2)C(=O)CN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)cc1,6.778343200683594,7.190814018249512,6.984578609466553,7.630856990814209,7.204600095748901
Oc1cccc(OCCNCCCSc2ccccc2)c1,7.922017574310303,7.917562007904053,7.919789791107178,7.257899761199951,7.589958667755127
CCN1CCc2cc(Br)cc3c2C1Cc1ccc(O)c(O)c1-3,8.645159721374512,8.687533378601074,8.666346549987793,7.437185764312744,8.041172742843628
CN1CC=C(C2=CCC(c3ccccc3)OC2CO)CC1,5.393486022949219,6.088261127471924,5.740873575210571,6.225697040557861,5.80959153175354
CC(C)C(=O)Nc1ccc2ccc(OCCCN3CCC(Cc4cccc(N5CCCC5)c4)CC3)cc2c1,6.562459468841553,7.434873580932617,6.998666524887085,6.5507965087890625,6.556627988815308
Cc1ccccc1C(CCN(CC1CCC1)C(=O)c1cc2ccccc2s1)C(=O)NCCCCN1CCN(c2ccccc2OCCF)CC1,6.847982406616211,7.262587547302246,7.0552849769592285,6.471094608306885,6.659538507461548
COc1cccc(C2CN(C)Cc3c2[nH]c2c(O)ccc(O)c32)c1OC,6.784553050994873,5.722075939178467,6.25331449508667,6.922030925750732,6.853291988372803
Clc1cccc(N2CCN(CCCCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)CC2)c1Cl,7.944175720214844,7.998985767364502,7.971580743789673,8.079404830932617,8.01179027557373
COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C(C)=O)ccc2OC)CC1,7.049414157867432,7.993823528289795,7.521618843078613,5.752159595489502,6.400786876678467
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccn(C)n4)cc32)CC1,8.688272476196289,7.667228698730469,8.177750587463379,7.475528717041016,8.081900596618652
COc1ccc(N2CCN(CCCNC(=O)c3cn4ccccc4n3)CC2)cc1,4.763235092163086,5.703539848327637,5.233387470245361,6.688679218292236,5.725957155227661
COc1ccccc1N1CCN(CCCC(=O)NC2C3CC4CC2CC(CO)(C4)C3)CC1,7.110579490661621,6.557234764099121,6.833907127380371,6.231910705566406,6.671245098114014
CCCN(CCC)C1CCc2c(cccc2-c2ccc(OC)cc2OC)C1,6.742390155792236,6.955708026885986,6.849049091339111,6.106679439544678,6.424534797668457
COc1ccccc1N1CCN(CCCCc2ccc3c(c2)sc(=O)n3CCN2CCC(=C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)CC1,7.713846206665039,7.875959396362305,7.794902801513672,7.562822341918945,7.638334274291992
Cc1cccc(CN2CCC(NC(=O)c3ccc(-c4ccccn4)cc3)CC2)c1,6.192290306091309,6.780026912689209,6.486158609390259,6.6061482429504395,6.399219274520874
Oc1cccc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,7.385851860046387,6.866368293762207,7.126110076904297,6.454043388366699,6.919947624206543
COc1ccc(N2CCN(CC(=O)Nc3ccc(C)c(C)c3)CC2)cc1,5.289084434509277,4.733304500579834,5.011194467544556,5.93824577331543,5.6136651039123535
COc1cc2c(cc1OC)Sc1c(N3CCN(C)CC3)nc(Cl)c(C)c(O)c1N2,,,,,
Oc1ccc2c(c1)OC(CN1CCC(O)(c3ccc(Cl)cc3)CC1)CC2,8.647642135620117,8.07107925415039,8.359360694885254,6.78148078918457,7.714561462402344
Cc1cccc(N2CCN(CCCn3ncc(C(=O)NCC4CCCO4)c3Cl)CC2)c1,6.723631381988525,6.7887492179870605,6.756190299987793,7.526564598083496,7.125097990036011
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3F)nc3c(CC4CC4)nccn23)n1,5.827896118164063,4.800655841827393,5.314275979995728,6.462858200073242,6.145377159118652
COc1ccccc1N1CCN(CCc2ccc3n[nH]c(S)n3c2)CC1,,,,,
Cc1cc(C)c2c(N)c(C(=O)NNC(=O)c3ccccc3Cl)sc2n1,6.495629787445068,5.588048934936523,6.041839361190796,6.40004825592041,6.447839021682739
O=C1Cc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,8.552324295043945,8.547882080078125,8.550103187561035,8.555587768554688,8.553956031799316
O=C(NCCCN1CCC2C(C1)c1cccc3c1N2CCCS3)C1=CCCC1,7.463278770446777,6.601068019866943,7.03217339515686,6.873032093048096,7.1681554317474365
O=C(NCC1COc2ccccc2O1)C1CCCN(CCCc2ccccc2)C1,7.340986251831055,6.194040298461914,6.767513275146484,5.846591949462891,6.593789100646973
O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(Cl)ccc2Cl)CC1,7.122228622436523,8.30682373046875,7.714526176452637,7.113223552703857,7.11772608757019
O=C(O)Cc1cc(I)ccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,6.673829555511475,6.384245872497559,6.529037714004517,5.9954023361206055,6.33461594581604
CN1CCc2c(sc(NC(=O)Cc3ccccc3)c2C(N)=O)C1,6.143247127532959,5.573866844177246,5.858556985855103,5.850893974304199,5.997070550918579
CCOc1ccccc1N1CCN(CCCCSc2nc3ccsc3c(=O)n2N)CC1,8.01169490814209,8.655027389526367,8.333361148834229,6.514102458953857,7.262898683547974
COc1ccc(CNCC2CCN(c3ccccc3OC)C2)cc1,6.57750940322876,6.689419269561768,6.633464336395264,6.705331325531006,6.641420364379883
CCCc1cc(OC)c2c(c1)C(NC(=O)C1CCC1)CC2,7.897302627563477,6.499897003173828,7.198599815368652,6.618119716644287,7.257711172103882
