SMILES,AChE_pXC50,D2R_pXC50,D3R_pXC50,_5HT2A_pXC50,MAOB_pXC50,AChE_MAOB_pXC50,D2R_D3R_pXC50,D2R__5HT2A_pXC50
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1Cl)c1ccccc1F,6.016565799713135,5.979175567626953,4.960716247558594,6.130591869354248,5.332394123077393,5.674479961395264,5.469945907592773,6.054883718490601
CCOc1ncccc1C(=O)OCC(=O)NC(C)c1ccccc1,5.314676761627197,5.735360622406006,4.535043239593506,5.131807804107666,5.043452739715576,5.179064750671387,5.135201930999756,5.433584213256836
Cc1ccc(S(=O)(=O)N(CC(=O)N2CCCC(C)C2)c2ccccn2)cc1,5.603291988372803,6.966899394989014,5.21696138381958,6.094706535339356,3.8832106590271,4.743251323699951,6.091930389404297,6.530802965164185
O=C(c1cc(COc2ccccc2Br)[nH]n1)N1CCCCC1,5.645452976226807,5.713657855987549,5.086719512939453,6.977619647979736,5.292688846588135,5.469070911407471,5.400188684463501,6.345638751983643
COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1N,6.118229866027832,5.210659027099609,5.529290199279785,6.074589729309082,3.862179756164551,4.990204811096191,5.369974613189697,5.642624378204346
CC(O)(c1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,5.912725925445557,5.889151096343994,6.073659896850586,7.205018043518066,5.840311527252197,5.876518726348877,5.98140549659729,6.54708456993103
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)nc2n(C)c1=O,5.470005989074707,6.665925025939941,4.269110679626465,5.78883695602417,4.206514358520508,4.838260173797607,5.467517852783203,6.227380990982056
COc1ccccc1CNC(=O)c1ccc(F)c(C)c1,5.519858360290527,6.514613151550293,5.265009880065918,7.012961387634277,4.421586990356445,4.970722675323486,5.8898115158081055,6.763787269592285
COCCN1CCC(C(O)=NO)(S(=O)(=O)c2ccc(OC)cc2)CC1,5.273159027099609,5.821743965148926,4.276418209075928,5.0105299949646,5.444250106811523,5.358704566955566,5.049081087112427,5.416136980056763
CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(CCN1CCOCC1)C2=O,6.698280811309815,5.896544456481934,5.248415470123291,5.493203163146973,4.784209728240967,5.741245269775391,5.572479963302612,5.694873809814453
COc1ccccc1C1=CC(C(=O)O)Oc2ccccc21,5.983165264129639,5.230009078979492,4.105806350708008,4.799288749694824,4.165254592895508,5.074209928512573,4.66790771484375,5.014648914337158
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2nccn2c1,6.000833034515381,5.135119438171387,5.505545616149902,6.448564529418945,5.866657257080078,5.9337451457977295,5.3203325271606445,5.791841983795166
CC(C)(C)NC(=O)Nc1ccc(-c2csc3c(-c4ccc(N5CCOCC5)cc4)cnc(N)c23)cc1,5.3334245681762695,5.51422119140625,4.853074073791504,6.501698970794678,4.864869594573975,5.099147081375122,5.183647632598877,6.007960081100464
N#Cc1ncc2nc1OCC(O)C(O)COc1ccc(Cl)cc1NC(=O)N2,4.372961521148682,6.81313943862915,4.9593610763549805,5.498169898986816,3.897304773330689,4.135133147239685,5.886250257492065,6.155654668807983
CCNC(=O)c1ccc2c(c1)nc(C)n2-c1cccc(C(=O)O)c1,6.321152210235596,5.656862735748291,5.398862361907959,5.506754398345947,5.01252555847168,5.666838884353638,5.527862548828125,5.581808567047119
CC1=CC23C(=O)C(=CC(CO)C(O)C2(O)C1O)C1C(CC3C)C2C(=O)C(C)(O)C(C)(C)C=C(C)C1(C)C,,,,,,,,
Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,4.632452011108398,5.621460914611816,6.338612079620361,5.558365345001221,6.369184970855713,5.500818490982056,5.980036497116089,5.5899131298065186
COC(=O)c1ccc(OCC(O)COc2cccc3ccccc23)cc1,4.120752811431885,5.238979816436768,5.587748527526856,5.741312980651856,6.003034114837647,5.061893463134766,5.4133641719818115,5.4901463985443115
Cc1ccc(NC(=O)C2CC=CC2)cc1-c1ccc2c(c1)NC(=O)CO2,5.5365309715271,5.936922073364258,5.419180393218994,6.397638320922852,5.387621879577637,5.462076425552368,5.678051233291626,6.167280197143555
COc1ccc(S(=O)(=O)N2CCCC2)cc1NC(=O)C1=COCCO1,5.45352029800415,5.791933059692383,3.0971574783325195,3.3912031650543213,5.025259971618652,5.239390134811401,4.444545269012451,4.591568112373352
COc1ccc(C2CC(=O)Nc3c(C)cccc32)cc1,5.1413350105285645,6.07758903503418,4.896669864654541,6.858578681945801,6.175926208496094,5.658630609512329,5.48712944984436,6.46808385848999
Cc1ccc(S(=O)(=O)N(C)CCC2CCCC2)cc1,5.5217156410217285,6.95957612991333,6.509152412414551,7.969260215759277,4.20140552520752,4.861560583114624,6.73436427116394,7.464418172836304
O=C(NC1CC1)c1cccs1,4.958251476287842,7.13901948928833,8.470117568969727,5.044759273529053,5.492876529693604,5.225564002990723,7.804568529129028,6.091889381408691
C=CCN1CCc2ccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2CC1,5.724700450897217,6.712385177612305,6.527761459350586,6.78895902633667,5.422277927398682,5.573489189147949,6.620073318481445,6.750672101974487
CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3)n2)cc1,6.4493279457092285,5.992539882659912,6.144460678100586,6.060128688812256,4.889640331268311,5.6694841384887695,6.068500280380249,6.026334285736084
CC(C)NCc1ccc(Nc2nc(O)c(CCC(C)C)s2)cc1,4.888739109039307,6.788609981536865,5.692028999328613,6.558343887329102,5.631714344024658,5.260226726531982,6.240319490432739,6.673476934432983
COC1=CC=C2c3c(cc(OC)c(OC)c3OC)CCC(=NC(C)=O)C2CC1=O,5.275851249694824,5.154900550842285,4.334280014038086,3.901548385620117,4.421726226806641,4.848788738250732,4.7445902824401855,4.528224468231201
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cnn2c(C(F)(F)F)cc(-c3ccccc3)nc12,5.631264686584473,6.437019348144531,5.6715192794799805,6.575457572937012,5.217634677886963,5.424449682235718,6.054269313812256,6.5062384605407715
Cc1cnc(NC(=O)C2CCCN(c3ncnc4onc(-c5ccccc5)c34)C2)s1,5.726037979125977,5.53413724899292,4.700092315673828,4.390049457550049,5.579770565032959,5.652904272079468,5.117114782333374,4.962093353271484
Cn1c(=O)c2c(nc(-c3ccc(S(N)(=O)=O)cc3)n2Cc2ccccc2Cl)n(C)c1=O,5.283022880554199,6.334824562072754,7.717769145965576,6.52411413192749,4.729992389678955,5.006507635116577,7.026296854019165,6.429469347000122
CC(C)(C)NCC(O)COc1ccc(CC(N)=O)cc1,3.615624189376831,4.6110663414001465,3.319743394851685,5.582643508911133,4.249073028564453,3.932348608970642,3.9654048681259155,5.09685492515564
CCCCN(Cc1cccs1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,5.943331241607666,5.924929141998291,5.9500346183776855,5.508013248443604,7.8231024742126465,6.883216857910156,5.937481880187988,5.716471195220947
COc1ccc(CN2C(C)=Nc3cc(N)ccc32)cc1OC,5.2030768394470215,6.718172073364258,5.034830570220947,5.6192121505737305,3.972347259521485,4.587712049484253,5.8765013217926025,6.168692111968994
CC(C)Nc1ncc2c(Nc3ccccn3)nc(N3CCC(C(C)(C)C)CC3)nc2n1,4.515096187591553,6.38286018371582,6.876387119293213,5.126140117645264,6.306950569152832,5.411023378372192,6.629623651504517,5.754500150680542
Cc1ccc(CN(C(=O)CNC(=O)C2CCCC(=O)N2)C2CC2)cc1,4.064342498779297,6.3618669509887695,6.273484230041504,5.1173272132873535,4.006982326507568,4.035662412643433,6.317675590515137,5.7395970821380615
CNc1ncc2c(n1)c(Sc1ccccc1)c(C)n2C1CCCC1,5.733528137207031,6.42783784866333,5.582500457763672,4.460402488708496,5.415552139282227,5.574540138244629,6.005169153213501,5.444120168685913
Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,6.040052890777588,6.985291481018066,5.823092937469482,7.339418411254883,5.314237594604492,5.67714524269104,6.404192209243774,7.162354946136475
CSc1ccc(C2Nc3cccc4cccc(c34)N2)cc1,5.787787914276123,6.366431713104248,5.978248119354248,7.0002546310424805,6.480673313140869,6.134230613708496,6.172339916229248,6.683343172073364
CCCCCCCCCOc1ccc(NC(=O)ON=CC2C(=O)NC(=O)N(C(C)C)C2C)cc1,5.762521266937256,6.304619312286377,5.402879238128662,5.742163181304932,5.530846118927002,5.646683692932129,5.8537492752075195,6.023391246795654
CCOC(=O)c1sc(NC(=O)CSCC(=O)Nc2ccccc2F)nc1C,6.138439178466797,5.85563850402832,4.462159156799316,4.710805892944336,5.872195720672607,6.005317449569702,5.158898830413818,5.283222198486328
CC1CN(C(=O)OC2CCCC2)c2c(Cl)cccc2O1,4.482556343078613,8.04969596862793,5.502681732177734,5.917316436767578,4.304912567138672,4.393734455108643,6.776188850402832,6.983506202697754
CCCn1c2ccc(NC(=O)NCc3ccc(C)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,7.197804927825928,6.817905426025391,5.9510345458984375,7.114160060882568,4.915186405181885,6.056495666503906,6.384469985961914,6.9660327434539795
COc1ccc(OC(=O)c2cccc(NC(=O)C3CC3)c2)cc1,6.033504009246826,4.700801849365234,4.409794807434082,5.37613582611084,4.9836626052856445,5.508583307266235,4.555298328399658,5.038468837738037
CNC(=O)c1cccc(-c2cc(-c3ccc(Cl)cc3C)c(C)n2)c1,,,,,,,,
O=C(CCC(=O)N1CCOCC1)Nc1cc(Cl)ccn1,5.931864261627197,6.700096607208252,4.27217960357666,5.555529594421387,5.412067890167236,5.671966075897217,5.486138105392456,6.127813100814819
COC(=O)C1(O)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.942377090454102,6.1907477378845215,6.070550918579102,5.274135112762451,4.406931877136231,5.174654483795166,6.1306493282318115,5.732441425323486
N#CCCN1C(=O)CCc2cc(S(=O)(=O)N3CCCC3)ccc21,6.527231216430664,6.875203609466553,4.319444179534912,4.654407501220703,5.097816467285156,5.81252384185791,5.597323894500732,5.764805555343628
COc1ccc2c(sc3c2c1OC(=O)C3)C(=O)N1CCCCC1,5.957736492156982,4.974338531494141,4.011538505554199,4.2124857902526855,3.627807378768921,4.792771935462952,4.49293851852417,4.593412160873413
COC1C=CC=C(C)C(=O)NC2=CC(=O)C=C(C2=O)C(OC)C(C)CC(OC)C(OC)C(C)C=C(C)C1OC(N)=O,4.118476390838623,4.8167901039123535,4.0973052978515625,5.062894821166992,5.269523620605469,4.694000005722046,4.457047700881958,4.939842462539673
O=C(O)c1c(F)cccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,6.421543121337891,6.583234786987305,4.55643367767334,5.058942317962647,5.147749900817871,5.784646511077881,5.569834232330322,5.821088552474976
CCn1cc2c(nc(NC(=O)Cc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,4.966074466705322,5.933142185211182,4.671943187713623,5.8037872314453125,4.620805263519287,4.793439865112305,5.302542686462402,5.868464708328247
O=C(NC1CCCNC1=O)C1CCCN1C(=O)CSc1nc2ccccc2[nH]1,4.981374740600586,6.457438945770264,6.029785633087158,5.374838829040527,5.227952480316162,5.104663610458374,6.243612289428711,5.9161388874053955
N#Cc1cccc(CSc2nnc(N)n2-c2ccc3c(c2)OCO3)c1,6.156851768493652,6.656131744384766,5.864954471588135,4.051859378814697,4.91796350479126,5.537407636642456,6.26054310798645,5.3539955615997314
CCC(=O)Nc1ccc2c(c1)c(C(CCN1CCCC1)c1ccccc1)c(C)n2Cc1ccc(Cl)cc1,6.017697334289551,6.385844707489014,6.060142517089844,6.582805633544922,4.2895283699035645,5.153612852096558,6.222993612289429,6.484325170516968
CCOC(=O)c1c(C)nc(C)c(C(O)=NC(C)c2ccccc2)c1-c1ccc([N+](=O)[O-])cc1,6.188958644866943,4.77412223815918,6.040405750274658,5.880751132965088,5.185629844665527,5.687294244766235,5.407263994216919,5.327436685562134
COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1,5.642810344696045,6.650987148284912,4.961430549621582,7.133347511291504,5.131192684173584,5.3870015144348145,5.806208848953247,6.892167329788208
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)NC1CCC1,5.995323181152344,6.860186576843262,6.539904594421387,5.779291152954102,5.760393142700195,5.8778581619262695,6.700045585632324,6.319738864898682
O=C(Nc1ccc2c(c1)OCO2)c1cccc(C(F)(F)F)c1,5.469751358032227,6.755765438079834,6.06234073638916,5.561733245849609,5.387398719787598,5.428575038909912,6.409053087234497,6.158749341964722
COc1cc(OC)cc(-c2n[nH]c(C)c2Oc2cccc(F)c2)c1,5.732795238494873,5.227670669555664,5.570581912994385,6.550111293792725,5.491602420806885,5.612198829650879,5.399126291275024,5.888890981674194
Cn1nnc2c(=O)n(C)c(=O)nc1-2,,,,,,,,
COc1ccc(OC)c(NC(=O)Nc2ccc3c(c2)CCC3=NO)c1,4.66818380355835,7.227859973907471,4.33655309677124,6.087779521942139,4.2836456298828125,4.475914716720581,5.7822065353393555,6.657819747924805
CCCC(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1OC,5.691547870635986,7.359100818634033,4.038320541381836,4.939311504364014,5.1544952392578125,5.423021554946899,5.698710680007935,6.149206161499023
COc1ccc(-n2c(=O)c3c4c(sc3n(Cc3ccco3)c2=O)CCC4)cc1,5.457449436187744,6.458312034606934,5.846945762634277,5.493483543395996,4.527997970581055,4.992723703384399,6.1526288986206055,5.975897789001465
Cc1cc(C)c(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC(C(=O)N3CCOCC3)C2)c(C)c1,6.469528198242188,6.955921173095703,6.792746067047119,5.529336929321289,4.591080188751221,5.530304193496704,6.874333620071411,6.242629051208496
COc1ccc(S(=O)(=O)N(C)c2ccc3c(c2)CCN3C(=O)CC2CCCC2)cc1OC,5.826794624328613,6.867157936096191,5.560956954956055,5.914005279541016,4.869133472442627,5.34796404838562,6.214057445526123,6.3905816078186035
Cc1ccc(O)c(C(C)C(=O)NCc2ccccc2)c1,5.3201398849487305,6.443860530853272,5.284693241119385,5.85571813583374,3.4635744094848637,4.391857147216797,5.864276885986328,6.149789333343506
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCC#N)c2)n1,6.320089340209961,5.689201831817627,5.311845779418945,6.967851161956787,4.336808681488037,5.328449010848999,5.500523805618286,6.328526496887207
CN(CCOc1ccccc1)CCc1ccc(O)c(O)c1,4.209543228149414,7.3366899490356445,7.145009994506836,7.250919342041016,4.934930801391602,4.572237014770508,7.24084997177124,7.29380464553833
CCN(CC)c1ccc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)cc1,6.017242908477783,6.044727325439453,5.704846858978272,7.218419551849365,5.462649822235107,5.739946365356445,5.874787092208862,6.631573438644409
O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,5.625690937042236,5.934694290161133,5.131579399108887,3.88785457611084,4.564399242401123,5.09504508972168,5.53313684463501,4.911274433135986
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,5.591434955596924,6.19297981262207,5.573093414306641,5.298243999481201,5.260543346405029,5.425989151000977,5.8830366134643555,5.745611906051636
CC(N)Cn1ncc2cc(O)c(O)cc21,4.37871789932251,6.099254608154297,5.444939613342285,7.872704029083252,4.113719463348389,4.246218681335449,5.772097110748291,6.985979318618774
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCOCC4)cc3)nc2n(C2CC2)c1=O,6.226339340209961,5.327917575836182,4.967514991760254,5.893787384033203,5.681584358215332,5.9539618492126465,5.147716283798218,5.610852479934692
CCN(CC)c1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,5.133877277374268,7.936901569366455,5.949243068695068,6.214153289794922,5.053835391998291,5.093856334686279,6.943072319030762,7.0755274295806885
COc1ccc(-n2c(=O)c(-c3csc(C)n3)nc3cnc(OCc4ccccc4)nc32)cc1,4.87824821472168,4.979839324951172,5.474911689758301,3.991436243057251,6.101280212402344,5.489764213562012,5.227375507354736,4.485637784004211
CC=S(O)(O)=Nc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2,5.584081649780273,7.6086745262146,4.926110744476318,4.791949272155762,5.113137722015381,5.348609685897827,6.267392635345459,6.200311899185181
CC(C)=[SH](O)(O)N=CCCc1c(C)nn(-c2ccccc2)c1C(=O)OC(C)(C)C,5.971309185028076,6.374549865722656,6.238610744476318,6.558577060699463,4.35169792175293,5.161503553390503,6.306580305099487,6.46656346321106
CCCSc1nc(C2CC2)cc(C(F)(F)F)n1,5.018654823303223,6.633813381195068,7.539239883422852,6.642458915710449,9.115509033203123,7.067081928253173,7.08652663230896,6.638136148452759
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,5.494105815887451,6.206142425537109,6.321921348571777,6.413005352020264,5.841106414794922,5.6676061153411865,6.264031887054443,6.3095738887786865
C=S(O)c1cc(OC)c(CC(C)NC(C)=O)c(OC)c1,3.9726696014404297,6.736832618713379,5.785472869873047,6.382839202880859,3.603324413299561,3.787997007369995,6.261152744293213,6.559835910797119
O=C1NCCc2[nH]c(-c3ccncc3)cc21,5.43360710144043,6.349347114562988,5.659533977508545,6.47963285446167,5.8476881980896,5.640647649765015,6.004440546035767,6.414489984512329
CC(C)OC(=O)CCCCNC(=O)C1CCCN1c1nc(C)cc(C)n1,4.998128890991211,7.714523792266846,6.352672576904297,5.932484149932861,4.805888652801514,4.902008771896362,7.033598184585571,6.8235039710998535
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccccc5Cl)C(C2)N(C)CCC314,5.511324405670166,7.703980922698975,8.18018913269043,6.544986248016357,6.634962558746338,6.073143482208252,7.942085027694702,7.124483585357666
NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,4.809320449829102,5.362109661102295,6.027304172515869,5.535164833068848,4.44310998916626,4.626215219497681,5.694706916809082,5.448637247085571
CCN1CCN(Cc2ccc(C(=O)Nc3cccc(Oc4cc(NC)ncn4)c3)cc2C(F)(F)F)CC1,5.711065292358398,6.481208801269531,6.270552158355713,6.914322853088379,5.594313621520996,5.652689456939697,6.375880479812622,6.697765827178955
CC(=O)c1c(C)nc(C)c(C(=O)OCC(=O)c2cccn2C)c1C,5.953392505645752,4.313169002532959,4.94114875793457,7.387887954711914,5.687615394592285,5.8205039501190186,4.627158880233765,5.8505284786224365
CC(C)(O)CNc1nccc(-c2c(-c3ccc(F)cc3F)nc3c(CC4CC4)nccn23)n1,6.141520023345947,5.758033275604248,5.2412848472595215,5.780890941619873,5.867831230163574,6.004675626754761,5.499659061431885,5.7694621086120605
O=C(CCc1ccc(CO)cc1)Nc1ccccc1C(=O)NC1CC1,5.213168621063232,6.233948230743408,6.531822681427002,6.391290664672852,4.505008697509766,4.859088659286499,6.382885456085205,6.31261944770813
COC1=CC=C2c3c(cc(OC)c(OC)c3OC)CCC(=NC(C)=O)C2CC1=O,5.275851249694824,5.154900550842285,4.334280014038086,3.901548385620117,4.421726226806641,4.848788738250732,4.7445902824401855,4.528224468231201
CC1=CC(=O)N(Nc2nc(-c3cccs3)nc3scc(-c4ccccc4)c23)C1=O,5.337143898010254,4.789350509643555,5.091257572174072,5.255061149597168,4.718941688537598,5.028042793273926,4.9403040409088135,5.022205829620361
CCN(C(=O)Cc1ccc(S(=O)(=O)NC)cc1)c1ccc(OC)cc1,6.009602546691895,6.6579179763793945,5.828787803649902,5.893147945404053,4.553524494171143,5.2815635204315186,6.243352890014648,6.275532960891724
CCCOc1ccc2c(c1)C(C(=O)NC1CCCC1)CC2,4.465386390686035,7.008252143859863,6.391291618347168,6.692107677459717,5.124121189117432,4.794753789901733,6.699771881103516,6.85017991065979
CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,5.634253978729248,7.712517738342285,5.734104156494141,4.933224678039551,6.2104172706604,5.922335624694824,6.723310947418213,6.322871208190918
CN1C2CCC1CC(OC(=O)CN(CCc1ccccc1)c1ccccc1)C2,6.062136650085449,6.793013572692871,6.194666862487793,6.531245708465576,3.7334704399108887,4.897803544998169,6.493840217590332,6.662129640579224
CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,5.414352893829346,5.782686233520508,4.389577865600586,5.553406715393066,6.042645454406738,5.728499174118042,5.086132049560547,5.668046474456787
C=CCn1c(SCC(=O)N(C)C(C)C)nnc1-c1ccncc1,5.302971363067627,5.870514869689941,5.751433849334717,6.982749938964844,5.960579872131348,5.631775617599487,5.810974359512329,6.426632404327393
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,6.2885050773620605,6.293985843658447,5.644294261932373,7.02303409576416,4.689374923706055,5.488940000534058,5.96914005279541,6.658509969711304
OC1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1,4.276618003845215,5.865978717803955,5.461145877838135,4.50971269607544,5.012892246246338,4.644755125045776,5.663562297821045,5.187845706939697
CCNC(=O)Nc1nc2c(C)cccc2s1,5.066808700561523,7.719943046569824,5.264214038848877,5.5135674476623535,5.26200532913208,5.164407014846802,6.492078542709351,6.616755247116089
Cc1ccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,5.444654941558838,4.096467971801758,3.880309820175171,6.157952785491943,5.340988636016846,5.392821788787842,3.9883888959884644,5.127210378646851
COc1cc2c(cc1OC)C(CN1CCC(O)C1)N(c1cccc(C)c1C)CC2,5.508155822753906,6.5958404541015625,6.766080856323242,6.179327964782715,4.679917335510254,5.09403657913208,6.680960655212402,6.387584209442139
CCOC1CCN(S(=O)(=O)c2ccc3c(c2)NC(=O)C(C)S3)CC1,6.500836372375488,6.228884220123291,6.076361179351807,4.44627571105957,5.922226905822754,6.211531639099121,6.152622699737549,5.337579965591431
Cc1oc(-c2ccccc2Cl)nc1CSc1nnc(CO)o1,6.202597141265869,5.259679794311523,6.506844997406006,6.629019737243652,6.357166290283203,6.279881715774536,5.883262395858765,5.944349765777588
CC(=O)Nc1cccc(-c2cnc(N)c(C(=O)c3cccnc3)n2)c1,5.150768756866455,4.9550652503967285,4.0917558670043945,5.752932071685791,4.577448844909668,4.8641088008880615,4.5234105587005615,5.35399866104126
COc1ccc(C(=O)N2c3ccccc3Sc3c(Cl)cncc32)cc1,4.6978631019592285,4.740314483642578,4.980157852172852,4.71943473815918,4.313234329223633,4.505548715591431,4.860236167907715,4.729874610900879
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,5.802384376525879,5.959845542907715,4.727644920349121,5.705567359924316,5.359963893890381,5.58117413520813,5.343745231628418,5.832706451416016
CCc1cccc(C)c1NC(=O)COC(=O)CCc1nc(O)c2c3c(sc2n1)CCCC3,6.780843257904053,7.420251846313477,3.8060669898986816,7.308729648590088,5.240734577178955,6.010788917541504,5.613159418106079,7.364490747451782
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,5.6555280685424805,7.458801746368408,6.175159454345703,6.525290966033936,4.78032922744751,5.217928647994995,6.816980600357056,6.992046356201172
CCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCC)cc1,6.057030200958252,6.68687629699707,6.450942993164063,6.816113471984863,4.578506946563721,5.317768573760986,6.568909645080566,6.751494884490967
O=[N+]([O-])c1ccc(N2CCN(CCC3CC4=CCC3C4)CC2)cc1,4.997246742248535,6.883453845977783,7.635627746582031,6.115109443664551,5.753199577331543,5.375223159790039,7.259540796279907,6.499281644821167
Nc1ncnc2sc3c(c12)CCN(Cc1ccccc1)C3,4.577172756195068,6.551535129547119,5.75099515914917,5.547831058502197,3.339751720428467,3.9584622383117676,6.1512651443481445,6.049683094024658
CCS(=O)(=O)c1cccc(C(=O)Nc2ncc(C(F)(F)F)cc2Cl)c1,6.867808818817139,6.912858486175537,6.619866371154785,6.695246696472168,5.737623691558838,6.302716255187988,6.766362428665161,6.8040525913238525
O=C(O)c1cc(Cl)c2c(c1)C(=O)c1ccccc1-2,5.57120943069458,5.044472694396973,5.4030632972717285,3.833547353744507,6.129034519195557,5.850121974945068,5.223767995834351,4.43901002407074
COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,4.401543617248535,5.527321815490723,4.432106971740723,6.883671760559082,4.770610332489014,4.586076974868774,4.979714393615723,6.205496788024902
C#CCNC(=O)C(C)Oc1ccc(C=C2SC(=O)N(c3ccc(F)cc3)C2=O)cc1,5.644303798675537,5.541471481323242,4.200527191162109,4.691037178039551,5.191707134246826,5.418005466461182,4.870999336242676,5.1162543296813965
CCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1N,5.061251640319824,5.91702938079834,4.808917045593262,5.732000350952148,6.473842620849609,5.767547130584717,5.362973213195801,5.824514865875244
COc1cc2c(=O)c(Oc3cccc(-c4ccc(Br)o4)c3)coc2cc1OC,6.66586971282959,4.727741718292236,5.93065357208252,6.12553596496582,5.135877132415772,5.900873422622681,5.329197645187378,5.426638841629028
COc1cc(-c2noc(C)c2[N+](=O)[O-])cc(OC)c1OC,5.463308811187744,4.519780158996582,6.134398460388184,5.395060062408447,4.660073757171631,5.0616912841796875,5.327089309692383,4.957420110702515
CC1CN(C(=O)c2ccc3c(=O)n4cccc(C4)nc3c2)CC(C)O1,,,,,,,,
CCCC(=O)Nc1ccc(Cc2ccncc2)cc1,5.084766387939453,6.546802997589111,4.234774112701416,5.6050519943237305,4.365264415740967,4.72501540184021,5.390788555145264,6.075927495956421
COc1cc(-c2ccc3c(c2)NC(=O)c2ccc(-c4ccccc4NS(C)(=O)=O)cc2N3)cc(OC)c1OC,6.114951133728027,7.086530208587647,6.31425142288208,6.03175163269043,4.65924596786499,5.387098550796509,6.700390815734863,6.559140920639038
CCc1nc2ccccc2n1Cc1ccc(NC(=O)NC)cc1,5.730288028717041,7.664815902709961,5.828929424285889,6.987841606140137,4.709670066833496,5.2199790477752686,6.746872663497925,7.326328754425049
O=C(c1cccc(C(F)(F)F)c1)N1CCC2(CC1)N(c1ncccc1C1CC1)C2,5.754172325134277,6.68850040435791,7.1086530685424805,6.057404518127441,6.0843281745910645,5.919250249862671,6.898576736450195,6.372952461242676
COc1cccc(CNC(=O)CN2CCN(c3nc(-c4cccs4)nc4ccccc34)CC2)c1,5.081511974334717,5.929610252380371,5.589080810546875,6.1027445793151855,4.740028858184815,4.910770416259766,5.759345531463623,6.016177415847778
COc1ccc(N=CC2C(=S)NC(c3ccco3)C2=O)cc1,6.303491592407227,4.037191390991211,4.73431921005249,5.822639465332031,4.928646087646484,5.6160688400268555,4.385755300521851,4.929915428161621
CCOC(=O)c1c(C)[nH]c(C)c1-c1ccc2c(c1)N(CCCO)C(=O)CO2,6.073239326477051,5.696665287017822,5.523134708404541,6.215517997741699,5.110589504241943,5.591914415359497,5.609899997711182,5.956091642379761
CCCCCCNS(=O)(=O)c1cccc(C(=O)Nc2nnc(-c3ccc4c(c3)CCN4C(=O)C3CC3)o2)c1,6.92646074295044,6.669460296630859,6.307353496551514,5.899369239807129,5.483334541320801,6.20489764213562,6.4884068965911865,6.284414768218994
